"","lizard_id","position","species","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","temp","cort","first_non_na","Associative_Trial"
"334",1166,"D4","delicata","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",10,"R",0,"2 crickets given after test",1,10,"R",0,1,"","Hot","Control",1,10
"335",1192,"D4","delicata","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",10,"R",0,"2 crickets given after test",1,10,"C",1,1,"","Cold","Control",1,10
"336",1229,"D4","delicata","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",10,"L",0,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT",1,10
"337",1257,"D4","delicata","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",10,"C",1,"Shelter left for 6 min after beginning; 2 crickets given after test",1,10,"R",0,1,"","Cold","CORT",3,8
"338",1174,"E2","delicata","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"","Cold","Control",1,10
"339",1402,"E2","delicata","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",10,"R",0,"2 crickets given after test",1,10,"C",1,1,"","Hot","Control",1,10
"340",2255,"E2","delicata","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",10,"R",1,"2 crickets given after test",1,10,"R",1,1,"","Hot","CORT",5,6
"341",1172,"E4","delicata","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",10,"C",1,"2 crickets given after test",1,10,"R",1,1,"","Hot","CORT",3,8
"342",1239,"E4","delicata","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"","Cold","Control",8,3
"343",2346,"E4","delicata","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",10,"R",NA,"2 crickets given after test",0,10,"L",0,1,"","Cold","CORT",9,2
"344",1230,"F1","delicata","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",10,"R",1,"2 crickets given after test",1,10,"C",1,1,"","Hot","CORT",1,10
"345",1487,"F1","delicata","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",10,"L",1,"2 crickets given after test",1,10,"R",0,1,"","Cold","Control",10,1
"346",2351,"F1","delicata","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"","Hot","Control",1,10
"347",1182,"F3","delicata","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"","Cold","CORT",1,10
"348",1424,"F3","delicata","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",10,"R",1,"2 crickets given after test",1,10,"R",0,1,"","Cold","Control",1,10
"349",2486,"F3","delicata","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"","Hot","CORT",1,10
"350",1258,"G2","delicata","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",10,"C",NA,"2 crickets given after test",0,10,"R",0,1,"","Hot","Control",1,10
"351",1328,"G2","delicata","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"","Cold","Control",1,10
"352",1408,"G2","delicata","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",10,"L",0,"2 crickets given after test",1,10,"C",0,1,"","Hot","CORT",1,10
"353",1223,"G4","delicata","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",10,"L",1,"2 crickets given after test",1,10,"L",1,1,"","Cold","Control",6,5
"354",1334,"G4","delicata","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",0,1,"","Hot","Control",1,10
"355",1619,"G4","delicata","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"","Cold","CORT",1,10
"356",1255,"A1","delicata","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",11,"L",0,"",1,11,"C",1,1,"","Cold","Control",8,4
"357",1382,"A1","delicata","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",11,"C",1,"",1,11,"L",NA,0,"","Hot","CORT",2,10
"358",1410,"A1","delicata","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",11,"C",0,"",1,11,"R",1,1,"","Hot","Control",1,11
"359",2073,"A1","delicata","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",11,"L",1,"",1,11,"L",0,1,"","Cold","CORT",1,11
"360",1207,"A3","delicata","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",11,"C",0,"",1,11,"L",1,1,"","Cold","CORT",1,11
"361",1381,"A3","delicata","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",11,"L",1,"",1,11,"C",1,1,"","Hot","Control",8,4
"362",1401,"A3","delicata","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",11,"R",1,"",1,11,"R",0,0,"","Hot","CORT",1,11
"363",1198,"B2","delicata","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",11,"L",0,"",1,11,"L",0,1,"","Cold","Control",1,11
"364",1233,"B2","delicata","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",11,"R",1,"",1,11,"L",0,1,"","Cold","CORT",3,9
"365",1240,"B2","delicata","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",11,"C",1,"",1,11,"R",0,1,"","Hot","Control",10,2
"366",1284,"B2","delicata","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",11,"L",0,"",1,11,"C",1,1,"","Hot","CORT",1,11
"367",1205,"B4","delicata","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",11,"C",1,"",1,11,"C",0,1,"","Hot","Control",1,11
"368",1296,"B4","delicata","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",11,"C",0,"",1,11,"R",0,1,"","Cold","CORT",1,11
"369",1399,"B4","delicata","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",11,"L",0,"",1,11,"L",0,1,"","Cold","Control",1,11
"370",1202,"C2","delicata","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",11,"R",0,"",1,11,"C",0,1,"","Hot","CORT",7,5
"371",1322,"C2","delicata","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",11,"C",0,"",1,11,"C",1,1,"","Cold","CORT",1,11
"372",2205,"C2","delicata","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",11,"C",1,"",1,11,"R",0,0,"","Hot","Control",1,11
"373",1390,"C4","delicata","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",11,"C",1,"",1,11,"L",1,1,"","Cold","Control",1,11
"374",1454,"C4","delicata","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"R",0,1,"","Hot","CORT",2,10
"375",2105,"C4","delicata","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",11,"C",1,"",1,11,"C",0,1,"","Cold","CORT",8,4
"376",1303,"D2","delicata","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",11,"L",1,"",1,11,"R",1,1,"","Cold","CORT",9,3
"377",1531,"D2","delicata","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",11,"C",1,"",1,11,"L",0,1,"","Cold","Control",1,11
"378",1166,"D4","delicata","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",11,"C",0,"",1,11,"R",0,1,"","Hot","Control",1,11
"379",1192,"D4","delicata","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",11,"R",1,"",1,11,"C",1,1,"","Cold","Control",1,11
"380",1229,"D4","delicata","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",11,"L",1,"",1,11,"L",0,1,"","Hot","CORT",1,11
"381",1257,"D4","delicata","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",11,"L",1,"",1,11,"C",0,1,"","Cold","CORT",3,9
"382",1174,"E2","delicata","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",11,"C",1,"",1,11,"L",0,1,"","Cold","Control",1,11
"383",1402,"E2","delicata","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",11,"R",1,"",1,11,"C",0,1,"","Hot","Control",1,11
"384",2255,"E2","delicata","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",11,"C",NA,"",0,11,"L",0,1,"","Hot","CORT",5,7
"385",1172,"E4","delicata","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",11,"C",1,"",1,11,"L",1,1,"","Hot","CORT",3,9
"386",1239,"E4","delicata","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",11,"C",1,"",1,11,"C",0,1,"","Cold","Control",8,4
"387",2346,"E4","delicata","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",11,"R",0,"",0,11,"R",0,1,"","Cold","CORT",9,3
"388",1230,"F1","delicata","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",11,"C",0,"",1,11,"R",1,1,"","Hot","CORT",1,11
"389",1487,"F1","delicata","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",11,"L",1,"",1,11,"C",0,1,"","Cold","Control",10,2
"390",2351,"F1","delicata","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",11,"R",1,"",1,11,"L",0,1,"","Hot","Control",1,11
"391",1182,"F3","delicata","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",11,"C",0,"",1,11,"R",0,1,"","Cold","CORT",1,11
"392",1424,"F3","delicata","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",11,"L",0,"",1,11,"C",1,1,"","Cold","Control",1,11
"393",2486,"F3","delicata","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",11,"L",1,"",1,11,"L",0,1,"","Hot","CORT",1,11
"394",1258,"G2","delicata","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",11,"L",1,"",1,11,"L",0,0,"","Hot","Control",1,11
"395",1328,"G2","delicata","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",11,"R",0,"",1,11,"L",1,1,"","Cold","Control",1,11
"396",1408,"G2","delicata","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",11,"C",0,"",1,11,"L",0,1,"","Hot","CORT",1,11
"397",1223,"G4","delicata","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",11,"C",1,"",1,11,"R",0,1,"","Cold","Control",6,6
"398",1334,"G4","delicata","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",11,"R",NA,"Wrong feeder",0,11,"C",1,1,"","Hot","Control",1,11
"399",1619,"G4","delicata","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",11,"L",1,"",1,11,"L",0,1,"","Cold","CORT",1,11
"400",1255,"A1","delicata","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",12,"L",0,"",1,12,"R",0,1,"","Cold","Control",8,5
"401",1382,"A1","delicata","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",12,"R",1,"",1,12,"L",0,0,"","Hot","CORT",2,11
"402",1410,"A1","delicata","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",12,"R",0,"",1,12,"R",0,1,"","Hot","Control",1,12
"403",2073,"A1","delicata","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",12,"C",1,"",1,12,"C",1,1,"","Cold","CORT",1,12
"404",1207,"A3","delicata","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",12,"C",0,"",1,12,"L",0,1,"","Cold","CORT",1,12
"405",1381,"A3","delicata","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",12,"L",0,"",1,12,"R",1,1,"","Hot","Control",8,5
"406",1401,"A3","delicata","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",12,"C",1,"",1,12,"C",0,0,"","Hot","CORT",1,12
"407",1198,"B2","delicata","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",12,"R",1,"",1,12,"L",1,1,"","Cold","Control",1,12
"408",1233,"B2","delicata","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",12,"L",1,"",1,12,"L",1,1,"","Cold","CORT",3,10
"409",1240,"B2","delicata","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",12,"C",0,"",1,12,"R",1,1,"","Hot","Control",10,3
"410",1284,"B2","delicata","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",12,"C",0,"",1,12,"C",0,0,"","Hot","CORT",1,12
"411",1205,"B4","delicata","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",12,"L",0,"",1,12,"L",1,1,"","Hot","Control",1,12
"412",1296,"B4","delicata","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",12,"C",NA,"",0,12,"C",0,1,"","Cold","CORT",1,12
"413",1399,"B4","delicata","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",12,"R",0,"",1,12,"R",0,1,"","Cold","Control",1,12
"414",1202,"C2","delicata","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",12,"L",1,"",1,12,"R",1,1,"","Hot","CORT",7,6
"415",1322,"C2","delicata","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",12,"R",0,"",1,12,"L",0,1,"","Cold","CORT",1,12
"416",2205,"C2","delicata","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",12,"C",1,"",1,12,"C",0,1,"","Hot","Control",1,12
"417",1390,"C4","delicata","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",12,"R",1,"",1,12,"L",0,1,"","Cold","Control",1,12
"418",1454,"C4","delicata","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",12,"C",1,"",1,12,"R",0,1,"","Hot","CORT",2,11
"419",2105,"C4","delicata","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",12,"C",1,"",1,12,"C",0,1,"","Cold","CORT",8,5
"420",1303,"D2","delicata","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",12,"C",0,"",1,12,"C",0,1,"","Cold","CORT",9,4
"421",1531,"D2","delicata","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",12,"C",1,"",1,12,"R",0,1,"","Cold","Control",1,12
"422",1166,"D4","delicata","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",12,"C",1,"",1,12,"C",1,1,"","Hot","Control",1,12
"423",1192,"D4","delicata","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",12,"L",1,"",1,12,"R",0,1,"","Cold","Control",1,12
"424",1229,"D4","delicata","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",12,"L",1,"",1,12,"R",0,1,"","Hot","CORT",1,12
"425",1257,"D4","delicata","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",12,"L",1,"",1,12,"L",0,1,"","Cold","CORT",3,10
"426",1174,"E2","delicata","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",12,"R",0,"",1,12,"L",0,1,"","Cold","Control",1,12
"427",1402,"E2","delicata","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",12,"L",1,"",1,12,"C",0,1,"","Hot","Control",1,12
"428",2255,"E2","delicata","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",12,"C",0,"",1,12,"R",1,1,"","Hot","CORT",5,8
"429",1172,"E4","delicata","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",12,"C",0,"",1,12,"C",NA,0,"","Hot","CORT",3,10
"430",1239,"E4","delicata","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",12,"R",0,"",1,12,"R",0,1,"","Cold","Control",8,5
"431",2346,"E4","delicata","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",12,"L",0,"",0,12,"L",1,1,"","Cold","CORT",9,4
"432",1230,"F1","delicata","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",12,"R",1,"",1,12,"L",0,1,"","Hot","CORT",1,12
"433",1487,"F1","delicata","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",12,"L",1,"",1,12,"R",0,1,"","Cold","Control",10,3
"434",2351,"F1","delicata","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",12,"C",1,"",1,12,"C",0,1,"","Hot","Control",1,12
"435",1182,"F3","delicata","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",12,"R",0,"",1,12,"L",0,1,"","Cold","CORT",1,12
"436",1424,"F3","delicata","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",12,"L",0,"",1,12,"R",0,1,"","Cold","Control",1,12
"437",2486,"F3","delicata","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",12,"C",1,"",1,12,"C",0,1,"","Hot","CORT",1,12
"438",1258,"G2","delicata","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",12,"R",1,"",1,12,"L",NA,0,"","Hot","Control",1,12
"439",1328,"G2","delicata","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",12,"L",0,"",1,12,"C",0,1,"","Cold","Control",1,12
"440",1408,"G2","delicata","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",12,"C",1,"",1,12,"R",1,1,"","Hot","CORT",1,12
"441",1223,"G4","delicata","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",12,"R",0,"",1,12,"C",1,1,"","Cold","Control",6,7
"442",1334,"G4","delicata","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",12,"C",1,"",1,12,"L",0,1,"","Hot","Control",1,12
"443",1619,"G4","delicata","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",12,"L",1,"",1,12,"R",0,1,"","Cold","CORT",1,12
"444",1255,"A1","delicata","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",13,"C",1,"",1,13,"L",0,1,"","Cold","Control",8,6
"445",1382,"A1","delicata","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",13,"L",1,"",1,13,"C",0,1,"","Hot","CORT",2,12
"446",1410,"A1","delicata","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",13,"R",0,"",1,13,"R",1,1,"","Hot","Control",1,13
"447",2073,"A1","delicata","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",13,"L",1,"",1,13,"R",0,1,"","Cold","CORT",1,13
"448",1207,"A3","delicata","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",13,"R",0,"",1,13,"L",0,1,"","Cold","CORT",1,13
"449",1381,"A3","delicata","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",13,"R",0,"",1,13,"C",1,1,"","Hot","Control",8,6
"450",1401,"A3","delicata","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",13,"L",1,"",1,13,"R",0,1,"","Hot","CORT",1,13
"451",1198,"B2","delicata","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",13,"R",0,"",1,13,"R",0,1,"","Cold","Control",1,13
"452",1233,"B2","delicata","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",13,"L",0,"",1,13,"C",0,1,"","Cold","CORT",3,11
"453",1240,"B2","delicata","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",13,"L",0,"",1,13,"R",0,1,"","Hot","Control",10,4
"454",1284,"B2","delicata","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",13,"C",0,"",1,13,"L",0,1,"","Hot","CORT",1,13
"455",1205,"B4","delicata","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",13,"R",1,"",1,13,"C",1,1,"","Hot","Control",1,13
"456",1296,"B4","delicata","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",13,"C",1,"",1,13,"R",0,1,"","Cold","CORT",1,13
"457",1399,"B4","delicata","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",13,"L",0,"",1,13,"L",1,1,"","Cold","Control",1,13
"458",1202,"C2","delicata","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",13,"C",0,"",1,13,"R",0,1,"","Hot","CORT",7,7
"459",1322,"C2","delicata","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",13,"L",1,"",1,13,"C",1,1,"","Cold","CORT",1,13
"460",2205,"C2","delicata","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",13,"R",1,"",1,13,"L",NA,0,"","Hot","Control",1,13
"461",1390,"C4","delicata","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",13,"R",1,"",1,13,"L",1,1,"","Cold","Control",1,13
"462",1454,"C4","delicata","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",13,"L",0,"",1,13,"C",1,1,"","Hot","CORT",2,12
"463",2105,"C4","delicata","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",13,"C",1,"",1,13,"R",0,1,"","Cold","CORT",8,6
"464",1303,"D2","delicata","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",13,"R",0,"Shelter left for 6 min after beginning",1,13,"L",0,1,"","Cold","CORT",9,5
"465",1531,"D2","delicata","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",13,"C",1,"Shelter left for 6 min after beginning",1,13,"R",0,1,"","Cold","Control",1,13
"466",1166,"D4","delicata","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",13,"R",1,"",1,13,"R",0,1,"","Hot","Control",1,13
"467",1192,"D4","delicata","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",13,"C",1,"",1,13,"L",1,1,"","Cold","Control",1,13
"468",1229,"D4","delicata","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",13,"C",0,"",1,13,"C",1,1,"","Hot","CORT",1,13
"469",1257,"D4","delicata","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",13,"L",1,"",1,13,"L",0,1,"","Cold","CORT",3,11
"470",1174,"E2","delicata","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",13,"R",1,"",1,13,"C",1,1,"","Cold","Control",1,13
"471",1402,"E2","delicata","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",13,"R",0,"",1,13,"R",1,1,"","Hot","Control",1,13
"472",2255,"E2","delicata","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",13,"L",0,"",1,13,"L",0,1,"","Hot","CORT",5,9
"473",1172,"E4","delicata","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",13,"C",0,"",1,13,"R",1,1,"","Hot","CORT",3,11
"474",1239,"E4","delicata","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",13,"L",1,"",1,13,"L",1,1,"","Cold","Control",8,6
"475",2346,"E4","delicata","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",13,"R",0,"",1,13,"C",1,1,"","Cold","CORT",9,5
"476",1230,"F1","delicata","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",13,"R",1,"",1,13,"L",0,1,"","Hot","CORT",1,13
"477",1487,"F1","delicata","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",13,"L",1,"",1,13,"R",0,1,"","Cold","Control",10,4
"478",2351,"F1","delicata","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",13,"C",1,"",1,13,"C",0,1,"","Hot","Control",1,13
"479",1182,"F3","delicata","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",13,"C",0,"",1,13,"L",1,1,"","Cold","CORT",1,13
"480",1424,"F3","delicata","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",13,"R",0,"",1,13,"C",1,1,"","Cold","Control",1,13
"481",2486,"F3","delicata","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",13,"L",1,"",1,13,"R",0,1,"","Hot","CORT",1,13
"482",1258,"G2","delicata","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",13,"L",1,"",1,13,"R",NA,0,"","Hot","Control",1,13
"483",1328,"G2","delicata","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",13,"L",0,"",0,13,"L",1,1,"","Cold","Control",1,13
"484",1408,"G2","delicata","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",13,"R",1,"",1,13,"C",1,1,"","Hot","CORT",1,13
"485",1223,"G4","delicata","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",13,"C",1,"",1,13,"R",0,1,"","Cold","Control",6,8
"486",1334,"G4","delicata","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",13,"R",0,"",1,13,"L",0,1,"","Hot","Control",1,13
"487",1619,"G4","delicata","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",13,"R",0,"",1,13,"C",1,1,"","Cold","CORT",1,13
"488",1255,"A1","delicata","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"","Cold","Control",8,7
"489",1382,"A1","delicata","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",14,"L",1,"1 cricket given after the test",1,14,"L",0,1,"","Hot","CORT",2,13
"490",1410,"A1","delicata","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",14,"L",0,"1 cricket given after the test",1,14,"R",0,1,"","Hot","Control",1,14
"491",2073,"A1","delicata","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",14,"L",1,"1 cricket given after the test",1,14,"L",0,1,"","Cold","CORT",1,14
"492",1207,"A3","delicata","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",14,"L",0,"1 cricket given after the test",1,14,"C",0,1,"","Cold","CORT",1,14
"493",1381,"A3","delicata","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",14,"L",0,"1 cricket given after the test",1,14,"R",1,1,"","Hot","Control",8,7
"494",1401,"A3","delicata","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",14,"R",1,"1 cricket given after the test",1,14,"L",0,0,"","Hot","CORT",1,14
"495",1198,"B2","delicata","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",14,"R",0,"1 cricket given after the test",1,14,"R",1,1,"","Cold","Control",1,14
"496",1233,"B2","delicata","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",14,"C",0,"1 cricket given after the test",1,14,"C",1,1,"","Cold","CORT",3,12
"497",1240,"B2","delicata","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",14,"L",1,"1 cricket given after the test",1,14,"L",0,1,"","Hot","Control",10,5
"498",1284,"B2","delicata","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","CORT",1,14
"499",1205,"B4","delicata","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",14,"R",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","Control",1,14
