"","lizard_id","position","species","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","temp","cort"
"338",1562,"A4","guichenoti","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT"
"339",1609,"A4","guichenoti","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",10,"C",0,"2 crickets given after test",1,10,"R",0,1,"","Hot","Control"
"340",1276,"B1","guichenoti","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",10,"R",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","Control"
"341",1438,"B1","guichenoti","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"","Hot","CORT"
"342",1432,"B3","guichenoti","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",10,"L",0,"2 crickets given after test",1,10,"L",0,1,"","Cold","CORT"
"343",2047,"B3","guichenoti","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",10,"C",1,"2 crickets given after test",1,10,"R",0,1,"","Cold","Control"
"344",1366,"C1","guichenoti","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",10,"C",1,"Shelter left for 8 min after beginning; 2 crickets given after test",1,10,"R",0,1,"","Hot","Control"
"345",1374,"C1","guichenoti","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",10,"L",NA,"Shelter left for 8 min after beginning; 2 crickets given after test",0,10,"L",0,1,"","Cold","CORT"
"346",1463,"C1","guichenoti","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",10,"R",1,"Shelter left for 8 min after beginning; 2 crickets given after test",1,10,"C",0,1,"","Hot","CORT"
"347",1611,"C3","guichenoti","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT"
"348",1177,"D1","guichenoti","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",10,"L",1,"2 crickets given after test",1,10,"C",1,1,"","Cold","Control"
"349",1358,"D1","guichenoti","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT"
"350",1479,"D1","guichenoti","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",10,"R",0,"2 crickets given after test",1,10,"R",1,1,"","Hot","Control"
"351",1371,"D3","guichenoti","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",10,"C",1,"2 crickets given after test",1,10,"R",0,1,"","Cold","Control"
"352",1459,"D3","guichenoti","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",10,"R",NA,"2 crickets given after test",0,10,"L",0,1,"","Cold","CORT"
"353",1442,"E1","guichenoti","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"","Cold","CORT"
"354",1565,"E1","guichenoti","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT"
"355",1218,"E3","guichenoti","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",10,"L",NA,"2 crickets given after test",1,10,"L",0,1,"","Hot","Control"
"356",1443,"E3","guichenoti","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"","Cold","Control"
"357",2164,"E3","guichenoti","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",10,"R",0,"2 crickets given after test",1,10,"C",0,1,"","Cold","CORT"
"358",1419,"F2","guichenoti","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"","Hot","Control"
"359",1534,"F2","guichenoti","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",1,10,"R",0,1,"","Cold","Control"
"360",1580,"F2","guichenoti","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",1,10,"L",0,1,"","Hot","CORT"
"361",1613,"F2","guichenoti","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",10,"C",0,"2 crickets given after test",1,10,"C",0,1,"","Cold","CORT"
"362",1340,"F4","guichenoti","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",10,"C",0,"2 crickets given after test",1,10,"C",1,1,"","Hot","CORT"
"363",1417,"F4","guichenoti","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",10,"R",1,"2 crickets given after test",1,10,"R",0,1,"","Hot","CORT"
"364",1467,"F4","guichenoti","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"","Hot","Control"
"365",1421,"G1","guichenoti","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",10,"L",0,"2 crickets given after test",1,10,"L",0,1,"","Cold","CORT"
"366",1674,"G1","guichenoti","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",10,"C",0,"2 crickets given after test",0,10,"R",0,1,"","Cold","CORT"
"367",2009,"G1","guichenoti","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",10,"R",1,"2 crickets given after test",1,10,"C",0,1,"","Hot","Control"
"368",1360,"G3","guichenoti","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",10,"R",1,"2 crickets given after test",1,10,"C",1,1,"","Hot","Control"
"369",1795,"G3","guichenoti","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"","Cold","Control"
"370",2081,"G3","guichenoti","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"","Cold","CORT"
"371",1373,"A2","guichenoti","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",11,"L",0,"",1,11,"R",0,1,"","Hot","Control"
"372",1478,"A2","guichenoti","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",11,"C",1,"",1,11,"C",1,1,"","Cold","CORT"
"373",2298,"A2","guichenoti","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",11,"R",0,"",1,11,"L",0,1,"","Hot","CORT"
"374",1283,"A4","guichenoti","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"R",1,1,"","Cold","Control"
"375",1562,"A4","guichenoti","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",11,"C",1,"",1,11,"L",1,1,"","Hot","CORT"
"376",1609,"A4","guichenoti","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",11,"R",0,"",1,11,"C",0,1,"","Hot","Control"
"377",1276,"B1","guichenoti","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",11,"R",0,"",1,11,"L",0,1,"","Hot","Control"
"378",1438,"B1","guichenoti","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",11,"L",1,"",1,11,"R",0,1,"","Hot","CORT"
"379",1432,"B3","guichenoti","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",11,"C",0,"",1,11,"L",0,1,"","Cold","CORT"
"380",2047,"B3","guichenoti","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",11,"L",1,"",1,11,"C",0,1,"","Cold","Control"
"381",1366,"C1","guichenoti","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",11,"R",1,"",1,11,"C",1,1,"","Hot","Control"
"382",1374,"C1","guichenoti","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"L",0,1,"","Cold","CORT"
"383",1463,"C1","guichenoti","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",11,"C",1,"",1,11,"L",1,1,"","Hot","CORT"
"384",1611,"C3","guichenoti","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",11,"R",1,"",1,11,"R",1,1,"","Hot","CORT"
"385",1177,"D1","guichenoti","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"L",0,1,"","Cold","Control"
"386",1358,"D1","guichenoti","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",11,"C",1,"",1,11,"C",0,1,"","Hot","CORT"
"387",1479,"D1","guichenoti","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",11,"R",1,"",1,11,"R",1,1,"","Hot","Control"
"388",1371,"D3","guichenoti","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",11,"R",0,"",0,11,"L",0,1,"","Cold","Control"
"389",1459,"D3","guichenoti","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",11,"L",0,"",1,11,"R",0,1,"","Cold","CORT"
"390",1442,"E1","guichenoti","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",11,"L",1,"",1,11,"R",0,1,"","Cold","CORT"
"391",1565,"E1","guichenoti","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",11,"R",1,"",1,11,"C",1,1,"","Hot","CORT"
"392",1218,"E3","guichenoti","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",11,"C",0,"",1,11,"R",1,1,"","Hot","Control"
"393",1443,"E3","guichenoti","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",11,"L",NA,"",0,11,"C",1,1,"","Cold","Control"
"394",2164,"E3","guichenoti","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",11,"R",1,"",1,11,"L",0,1,"","Cold","CORT"
"395",1419,"F2","guichenoti","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",11,"L",0,"",0,11,"L",0,1,"","Hot","Control"
"396",1534,"F2","guichenoti","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",11,"R",1,"",1,11,"R",1,1,"","Cold","Control"
"397",1580,"F2","guichenoti","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",11,"L",1,"",1,11,"L",1,1,"","Hot","CORT"
"398",1613,"F2","guichenoti","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",11,"R",0,"",0,11,"L",1,1,"","Cold","CORT"
"399",1340,"F4","guichenoti","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",11,"C",0,"",1,11,"L",1,1,"","Hot","CORT"
"400",1417,"F4","guichenoti","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"R",0,1,"","Hot","CORT"
"401",1467,"F4","guichenoti","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",11,"R",1,"",1,11,"C",0,1,"","Hot","Control"
"402",1421,"G1","guichenoti","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"R",0,1,"","Cold","CORT"
"403",1674,"G1","guichenoti","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",11,"R",0,"",0,11,"C",1,1,"","Cold","CORT"
"404",2009,"G1","guichenoti","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",11,"R",1,"",1,11,"R",1,1,"","Hot","Control"
"405",1360,"G3","guichenoti","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",11,"C",1,"",1,11,"L",1,1,"","Hot","Control"
"406",1795,"G3","guichenoti","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",11,"R",1,"",1,11,"C",0,1,"","Cold","Control"
"407",2081,"G3","guichenoti","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",11,"C",1,"",1,11,"R",1,1,"","Cold","CORT"
"408",1373,"A2","guichenoti","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",12,"R",1,"",1,12,"C",1,1,"","Hot","Control"
"409",1478,"A2","guichenoti","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",12,"R",0,"",1,12,"R",0,1,"","Cold","CORT"
"410",2298,"A2","guichenoti","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"","Hot","CORT"
"411",1283,"A4","guichenoti","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",12,"L",0,"",1,12,"C",1,1,"","Cold","Control"
"412",1562,"A4","guichenoti","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"","Hot","CORT"
"413",1609,"A4","guichenoti","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",12,"R",1,"",1,12,"R",0,1,"","Hot","Control"
"414",1276,"B1","guichenoti","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",12,"L",1,"",1,12,"L",0,1,"","Hot","Control"
"415",1438,"B1","guichenoti","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",12,"L",1,"",1,12,"C",0,1,"","Hot","CORT"
"416",1432,"B3","guichenoti","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",12,"C",0,"",1,12,"R",1,1,"","Cold","CORT"
"417",2047,"B3","guichenoti","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",12,"L",0,"",1,12,"C",1,1,"","Cold","Control"
"418",1366,"C1","guichenoti","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",12,"L",1,"",1,12,"L",0,1,"","Hot","Control"
"419",1374,"C1","guichenoti","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",12,"C",0,"",1,12,"C",1,1,"","Cold","CORT"
"420",1463,"C1","guichenoti","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",12,"C",0,"",1,12,"R",0,1,"","Hot","CORT"
"421",1611,"C3","guichenoti","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"","Hot","CORT"
"422",1177,"D1","guichenoti","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",12,"C",0,"",1,12,"L",0,1,"","Cold","Control"
"423",1358,"D1","guichenoti","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",12,"L",0,"",1,12,"C",0,1,"","Hot","CORT"
"424",1479,"D1","guichenoti","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",12,"R",1,"",1,12,"R",1,1,"","Hot","Control"
"425",1371,"D3","guichenoti","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",12,"C",1,"",1,12,"C",1,1,"","Cold","Control"
"426",1459,"D3","guichenoti","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",12,"R",1,"",1,12,"L",0,1,"","Cold","CORT"
"427",1442,"E1","guichenoti","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",12,"R",1,"",1,12,"C",0,1,"","Cold","CORT"
"428",1565,"E1","guichenoti","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",12,"R",1,"",1,12,"R",0,1,"","Hot","CORT"
"429",1218,"E3","guichenoti","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",12,"R",0,"",1,12,"C",0,1,"","Hot","Control"
"430",1443,"E3","guichenoti","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",12,"R",0,"",1,12,"R",0,1,"","Cold","Control"
"431",2164,"E3","guichenoti","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",12,"R",0,"",1,12,"L",0,1,"","Cold","CORT"
"432",1419,"F2","guichenoti","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",12,"R",0,"",1,12,"L",1,1,"","Hot","Control"
"433",1534,"F2","guichenoti","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",12,"R",1,"",1,12,"R",1,1,"","Cold","Control"
"434",1580,"F2","guichenoti","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",12,"C",0,"",1,12,"C",1,1,"","Hot","CORT"
"435",1613,"F2","guichenoti","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",12,"R",0,"",0,12,"C",0,1,"","Cold","CORT"
"436",1340,"F4","guichenoti","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",12,"L",1,"",1,12,"C",1,1,"","Hot","CORT"
"437",1417,"F4","guichenoti","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",12,"C",1,"",1,12,"L",0,1,"","Hot","CORT"
"438",1467,"F4","guichenoti","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",12,"L",1,"",1,12,"R",0,1,"","Hot","Control"
"439",1421,"G1","guichenoti","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",12,"L",0,"",1,12,"C",0,1,"","Cold","CORT"
"440",1674,"G1","guichenoti","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",12,"R",0,"",1,12,"L",0,1,"","Cold","CORT"
"441",2009,"G1","guichenoti","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",12,"R",1,"",1,12,"R",0,1,"","Hot","Control"
"442",1360,"G3","guichenoti","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",12,"L",1,"",1,12,"C",1,1,"","Hot","Control"
"443",1795,"G3","guichenoti","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",12,"L",0,"",1,12,"R",1,1,"","Cold","Control"
"444",2081,"G3","guichenoti","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",12,"R",0,"",1,12,"L",0,1,"","Cold","CORT"
"445",1373,"A2","guichenoti","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",13,"C",0,"",1,13,"R",0,1,"","Hot","Control"
"446",1478,"A2","guichenoti","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",13,"L",1,"",1,13,"C",1,1,"","Cold","CORT"
"447",2298,"A2","guichenoti","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",13,"R",0,"",1,13,"L",0,1,"","Hot","CORT"
"448",1283,"A4","guichenoti","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",13,"C",0,"",1,13,"R",1,1,"","Cold","Control"
"449",1562,"A4","guichenoti","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",13,"R",1,"",1,13,"C",0,1,"","Hot","CORT"
"450",1609,"A4","guichenoti","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",13,"L",0,"",1,13,"L",0,1,"","Hot","Control"
"451",1276,"B1","guichenoti","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",13,"L",1,"",1,13,"L",0,1,"","Hot","Control"
"452",1438,"B1","guichenoti","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",13,"L",1,"",1,13,"C",1,1,"","Hot","CORT"
"453",1432,"B3","guichenoti","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",13,"C",1,"",1,13,"C",1,1,"","Cold","CORT"
"454",2047,"B3","guichenoti","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",13,"R",1,"",1,13,"R",0,1,"","Cold","Control"
"455",1366,"C1","guichenoti","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",13,"C",1,"",1,13,"R",0,1,"","Hot","Control"
"456",1374,"C1","guichenoti","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",13,"L",0,"",1,13,"C",1,1,"","Cold","CORT"
"457",1463,"C1","guichenoti","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",13,"C",0,"",1,13,"L",0,1,"","Hot","CORT"
"458",1611,"C3","guichenoti","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",13,"R",1,"Shelter left",1,13,"R",0,1,"","Hot","CORT"
"459",1177,"D1","guichenoti","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",13,"C",1,"",1,13,"C",0,1,"","Cold","Control"
"460",1358,"D1","guichenoti","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",13,"L",0,"",1,13,"L",1,1,"","Hot","CORT"
"461",1479,"D1","guichenoti","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",13,"R",1,"",1,13,"R",1,1,"","Hot","Control"
"462",1371,"D3","guichenoti","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",13,"C",1,"",1,13,"R",0,1,"","Cold","Control"
"463",1459,"D3","guichenoti","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",13,"L",0,"",0,13,"L",0,1,"","Cold","CORT"
"464",1442,"E1","guichenoti","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",13,"C",0,"",1,13,"R",1,1,"","Cold","CORT"
"465",1565,"E1","guichenoti","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",13,"L",0,"",1,13,"C",1,1,"","Hot","CORT"
"466",1218,"E3","guichenoti","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",13,"L",NA,"",0,13,"R",1,1,"","Hot","Control"
"467",1443,"E3","guichenoti","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",13,"C",0,"",1,13,"L",1,1,"","Cold","Control"
"468",2164,"E3","guichenoti","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",13,"R",1,"",1,13,"C",0,1,"","Cold","CORT"
"469",1419,"F2","guichenoti","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",13,"C",1,"",1,13,"C",1,1,"","Hot","Control"
"470",1534,"F2","guichenoti","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",13,"L",0,"",1,13,"C",1,1,"","Cold","Control"
"471",1580,"F2","guichenoti","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",13,"R",0,"",1,13,"R",1,1,"","Hot","CORT"
"472",1613,"F2","guichenoti","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",13,"C",0,"",1,13,"L",0,1,"","Cold","CORT"
"473",1340,"F4","guichenoti","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",13,"L",0,"",0,13,"C",0,1,"","Hot","CORT"
"474",1417,"F4","guichenoti","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",13,"C",1,"",1,13,"L",0,1,"","Hot","CORT"
"475",1467,"F4","guichenoti","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",13,"R",0,"",1,13,"R",1,1,"","Hot","Control"
"476",1421,"G1","guichenoti","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",13,"L",1,"",1,13,"R",NA,0,"","Cold","CORT"
"477",1674,"G1","guichenoti","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",13,"C",0,"",0,13,"C",0,1,"","Cold","CORT"
"478",2009,"G1","guichenoti","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",13,"R",1,"",1,13,"L",0,1,"","Hot","Control"
"479",1360,"G3","guichenoti","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",13,"R",1,"",1,13,"C",1,1,"","Hot","Control"
"480",1795,"G3","guichenoti","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",13,"L",0,"",1,13,"R",1,1,"","Cold","Control"
"481",2081,"G3","guichenoti","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",13,"C",1,"",1,13,"L",1,1,"","Cold","CORT"
"482",1373,"A2","guichenoti","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","Control"
"483",1478,"A2","guichenoti","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",14,"R",0,"1 cricket given after the test",1,14,"R",0,1,"","Cold","CORT"
"484",2298,"A2","guichenoti","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",14,"L",0,"1 cricket given after the test",0,14,"L",1,1,"","Hot","CORT"
"485",1283,"A4","guichenoti","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",14,"L",0,"1 cricket given after the test",1,14,"R",0,1,"","Cold","Control"
"486",1562,"A4","guichenoti","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"","Hot","CORT"
"487",1609,"A4","guichenoti","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","Control"
"488",1276,"B1","guichenoti","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",14,"R",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","Control"
"489",1438,"B1","guichenoti","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"","Hot","CORT"
"490",1432,"B3","guichenoti","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",14,"L",1,"1 cricket given after the test",1,14,"C",1,1,"","Cold","CORT"
"491",2047,"B3","guichenoti","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",14,"R",1,"1 cricket given after the test",1,14,"R",0,1,"","Cold","Control"
"492",1366,"C1","guichenoti","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","Control"
"493",1374,"C1","guichenoti","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",14,"L",0,"1 cricket given after the test",1,14,"R",0,1,"","Cold","CORT"
"494",1463,"C1","guichenoti","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"","Hot","CORT"
"495",1611,"C3","guichenoti","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",14,"R",1,"1 cricket given after the test",1,14,"R",0,1,"","Hot","CORT"
"496",1177,"D1","guichenoti","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",14,"C",0,"1 cricket given after the test",1,14,"R",1,1,"","Cold","Control"
"497",1358,"D1","guichenoti","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",14,"R",1,"1 cricket given after the test",1,14,"C",1,1,"","Hot","CORT"
"498",1479,"D1","guichenoti","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",14,"L",0,"1 cricket given after the test",1,14,"L",0,1,"","Hot","Control"
"499",1371,"D3","guichenoti","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",14,"C",1,"1 cricket given after the test",1,14,"L",1,1,"","Cold","Control"
"500",1459,"D3","guichenoti","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",14,"L",1,"1 cricket given after the test",1,14,"R",0,1,"","Cold","CORT"
"501",1442,"E1","guichenoti","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",14,"R",1,"1 cricket given after the test",1,14,"R",0,1,"","Cold","CORT"
"502",1565,"E1","guichenoti","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",14,"R",1,"1 cricket given after the test",1,14,"C",0,1,"","Hot","CORT"
"503",1218,"E3","guichenoti","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",14,"R",NA,"1 cricket given after the test",0,14,"R",0,1,"","Hot","Control"
