"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal"
"582",2205,"C2","delicata","Male",NA,"CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,""
"583",2242,"G4","delicata","Male","Control Hot","CL604_22",66,"1/4/2023","13/4/2023",12,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",1,1,""
"584",2255,"E2","delicata","Female","Control Hot","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,""
"585",2298,"A2","guichenoti","Female","Control Hot","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"R",0,1,""
"586",2346,"E4","delicata","Female","CORT Cold","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,""
"587",2351,"F1","delicata","Male",NA,"CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",7,"R",0,"First day with lids; 2 crickets given after test",1,7,"L",0,1,""
"588",2486,"F3","delicata","Female","Control Hot","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,""
"589",1166,"D4","delicata","Female",NA,"CL312_22",143,"4/4/2023","13/4/2023",9,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"590",1172,"E4","delicata","Male","Control Hot","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"591",1174,"E2","delicata","Male","Control Cold","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"592",1177,"D1","guichenoti","Male","Control Cold","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",0,8,"L",0,1,""
"593",1182,"F3","delicata","Male","CORT Cold","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"594",1192,"D4","delicata","Male","Control Cold","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"595",1198,"B2","delicata","Male","Control Cold","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"596",1202,"C2","delicata","Male","Control Hot","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"597",1205,"B4","delicata","Male",NA,"CL320_22",136,"31/3/2023","13/4/2023",13,"Red",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"598",1207,"A3","delicata","Female","CORT Cold","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"599",1218,"E3","guichenoti","Female",NA,"CL324_22",132,"21/3/2023","13/4/2023",23,"Red",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"L",1,1,""
"600",1222,"C4","delicata","Female",NA,"CL325_22",134,"2/4/2023","13/4/2023",11,"Red",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"C",NA,0,""
"601",1223,"G4","delicata","Female","Control Cold","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"602",1229,"D4","delicata","Male","Control Hot","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"603",1230,"F1","delicata","Female","Control Hot","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"604",1233,"B2","delicata","Female","CORT Cold","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"605",1239,"E4","delicata","Female","Control Cold","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"606",1240,"B2","delicata","Female",NA,"CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",8,"C",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"607",1255,"A1","delicata","Male","Control Cold","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"608",1257,"D4","delicata","Male","CORT Cold","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"609",1258,"G2","delicata","Female",NA,"CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",NA,0,""
"610",1276,"B1","guichenoti","Female",NA,"CL341_22",129,"29/3/2023","13/4/2023",15,"Red",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"611",1283,"A4","guichenoti","Female","Control Cold","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"612",1284,"B2","delicata","Male","Control Hot","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"C",1,1,""
"613",1296,"B4","delicata","Female","CORT Cold","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",8,"L",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"614",1303,"D2","delicata","Female","CORT Cold","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"615",1322,"C2","delicata","Male","CORT Cold","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"616",1328,"G2","delicata","Male","Control Cold","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"617",1334,"G4","delicata","Female",NA,"CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"618",1340,"F4","guichenoti","Female","Control Hot","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"619",1358,"D1","guichenoti","Female","Control Hot","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"620",1360,"G3","guichenoti","Female",NA,"CL366_22",120,"21/3/2023","13/4/2023",23,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"621",1366,"C1","guichenoti","Female",NA,"CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"C",1,1,""
"622",1371,"D3","guichenoti","Male","Control Cold","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"623",1373,"A2","guichenoti","Female",NA,"CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"624",1374,"C1","guichenoti","Male","CORT Cold","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",8,"L",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"625",1381,"A3","delicata","Male",NA,"CL373_22",122,"30/3/2023","13/4/2023",14,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"626",1382,"A1","delicata","Female","Control Hot","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",8,"C",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"627",1390,"C4","delicata","Male","Control Cold","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"628",1399,"B4","delicata","Male","Control Cold","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"629",1401,"A3","delicata","Female","Control Hot","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"630",1402,"E2","delicata","Male",NA,"CL377_22",118,"1/4/2023","13/4/2023",12,"Red",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"631",1408,"G2","delicata","Female","Control Hot","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"632",1410,"A1","delicata","Female",NA,"CL379_22",120,"28/3/2023","13/4/2023",16,"Red",8,"C",0,"Feeders sanded; 1 cricket given after test",0,8,"C",1,1,""
"633",1417,"F4","guichenoti","Female","Control Hot","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"634",1419,"F2","guichenoti","Female",NA,"CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",8,"L",0,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"635",1421,"G1","guichenoti","Male","CORT Cold","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"636",1424,"F3","delicata","Female","Control Cold","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"637",1432,"B3","guichenoti","Male","CORT Cold","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"638",1438,"B1","guichenoti","Male","Control Hot","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"639",1442,"E1","guichenoti","Male","CORT Cold","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"640",1443,"E3","guichenoti","Male","Control Cold","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",8,"L",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",1,1,""
"641",1454,"C4","delicata","Female","Control Hot","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"642",1459,"D3","guichenoti","Male","CORT Cold","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"C",0,1,""
"643",1463,"C1","guichenoti","Female","Control Hot","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"644",1467,"F4","guichenoti","Female",NA,"CL397_22",111,"20/3/2023","13/4/2023",24,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"645",1478,"A2","guichenoti","Male","CORT Cold","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"646",1479,"D1","guichenoti","Female",NA,"CL400_22",108,"28/3/2023","13/4/2023",16,"Red",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"647",1487,"F1","delicata","Male","Control Cold","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"648",1531,"D2","delicata","Male","Control Cold","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"649",1534,"F2","guichenoti","Female","Control Cold","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"L",1,1,""
"650",1562,"A4","guichenoti","Female","Control Hot","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"651",1565,"E1","guichenoti","Female","Control Hot","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"652",1580,"F2","guichenoti","Female","Control Hot","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"653",1609,"A4","guichenoti","Female",NA,"CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"654",1611,"C3","guichenoti","Female","Control Hot","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"655",1613,"F2","guichenoti","Male","CORT Cold","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",8,"C",NA,"Feeders sanded; 1 cricket given after test",0,8,"C",1,1,""
"656",1619,"G4","delicata","Female","CORT Cold","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"657",1674,"G1","guichenoti","Female","CORT Cold","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",8,"R",0,"Feeders sanded; 1 cricket given after test",0,8,"C",0,1,""
"658",1795,"G3","guichenoti","Female","Control Cold","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"659",2009,"G1","guichenoti","Male",NA,"CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"R",1,1,""
"660",2047,"B3","guichenoti","Male","Control Cold","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"661",2073,"A1","delicata","Male","CORT Cold","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"662",2081,"G3","guichenoti","Male","CORT Cold","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"663",2105,"C4","delicata","Female","CORT Cold","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"R",0,1,""
"664",2106,"F3","delicata","Female",NA,"CL569_22",78,"9/4/2023","13/4/2023",4,"Blue",8,"L",1,"Feeders sanded; 1 cricket given after test",1,8,"R",NA,0,""
"665",2164,"E3","guichenoti","Female","CORT Cold","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",8,"C",1,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"666",2205,"C2","delicata","Male",NA,"CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",8,"R",NA,"Feeders sanded; 1 cricket given after test",0,8,"L",0,0,""
"667",2242,"G4","delicata","Male","Control Hot","CL604_22",66,"1/4/2023","13/4/2023",12,"Blue",8,"L",NA,"Feeders sanded; 1 cricket given after test",0,8,"R",0,1,""
"668",2255,"E2","delicata","Female","Control Hot","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"L",0,1,""
"669",2298,"A2","guichenoti","Female","Control Hot","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",8,"L",0,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"670",2346,"E4","delicata","Female","CORT Cold","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",8,"L",NA,"Feeders sanded; 1 cricket given after test",0,8,"L",0,1,""
"671",2351,"F1","delicata","Male",NA,"CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",8,"R",0,"Feeders sanded; 1 cricket given after test",1,8,"C",1,1,""
"672",2486,"F3","delicata","Female","Control Hot","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",8,"R",1,"Feeders sanded; 1 cricket given after test",1,8,"C",0,1,""
"673",1166,"D4","delicata","Female",NA,"CL312_22",143,"4/4/2023","13/4/2023",9,"Red",9,"L",1,"1 cricket given after the test",1,9,"L",0,1,""
"674",1172,"E4","delicata","Male","Control Hot","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",9,"L",1,"1 cricket given after the test",1,9,"R",0,1,""
"675",1174,"E2","delicata","Male","Control Cold","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",9,"R",1,"1 cricket given after the test",1,9,"R",1,1,""
"676",1177,"D1","guichenoti","Male","Control Cold","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",9,"L",0,"1 cricket given after the test",0,9,"L",0,1,""
"677",1182,"F3","delicata","Male","CORT Cold","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",9,"R",0,"1 cricket given after the test",1,9,"L",1,1,""
"678",1192,"D4","delicata","Male","Control Cold","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",9,"L",1,"1 cricket given after the test",1,9,"R",0,1,""
"679",1198,"B2","delicata","Male","Control Cold","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",9,"R",0,"1 cricket given after the test",1,9,"L",1,1,""
"680",1202,"C2","delicata","Male","Control Hot","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",9,"L",1,"1 cricket given after the test",1,9,"R",0,1,""
"681",1205,"B4","delicata","Male",NA,"CL320_22",136,"31/3/2023","13/4/2023",13,"Red",9,"C",0,"1 cricket given after the test",1,9,"R",0,1,""
"682",1207,"A3","delicata","Female","CORT Cold","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",9,"C",0,"1 cricket given after the test",0,9,"R",0,1,""
"683",1218,"E3","guichenoti","Female",NA,"CL324_22",132,"21/3/2023","13/4/2023",23,"Red",9,"C",NA,"1 cricket given after the test",0,9,"L",0,1,""
"684",1222,"C4","delicata","Female",NA,"CL325_22",134,"2/4/2023","13/4/2023",11,"Red",9,"R",NA,"1 cricket given after the test",0,9,"R",0,0,""
"685",1223,"G4","delicata","Female","Control Cold","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",9,"C",1,"1 cricket given after the test",1,9,"C",0,1,""
"686",1229,"D4","delicata","Male","Control Hot","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",9,"C",0,"1 cricket given after the test",1,9,"L",1,1,""
"687",1230,"F1","delicata","Female","Control Hot","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",9,"L",1,"1 cricket given after the test",1,9,"L",1,1,""
"688",1233,"B2","delicata","Female","CORT Cold","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",9,"L",0,"1 cricket given after the test",1,9,"L",1,1,""
"689",1239,"E4","delicata","Female","Control Cold","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",9,"C",1,"1 cricket given after the test",1,9,"L",1,1,""
"690",1240,"B2","delicata","Female",NA,"CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",9,"R",NA,"1 cricket given after the test",0,9,"R",1,1,""
"691",1255,"A1","delicata","Male","Control Cold","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",9,"C",1,"1 cricket given after the test",1,9,"C",1,1,""
"692",1257,"D4","delicata","Male","CORT Cold","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",9,"C",1,"1 cricket given after the test",1,9,"C",1,1,""
"693",1258,"G2","delicata","Female",NA,"CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",9,"L",1,"1 cricket given after the test",1,9,"R",0,0,""
"694",1276,"B1","guichenoti","Female",NA,"CL341_22",129,"29/3/2023","13/4/2023",15,"Red",9,"R",1,"1 cricket given after the test",1,9,"L",0,1,""
"695",1283,"A4","guichenoti","Female","Control Cold","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",9,"C",0,"1 cricket given after the test",1,9,"L",0,1,""
"696",1284,"B2","delicata","Male","Control Hot","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",9,"C",NA,"1 cricket given after the test",0,9,"C",1,1,""
"697",1296,"B4","delicata","Female","CORT Cold","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",9,"L",NA,"1 cricket given after the test",0,9,"C",1,1,""
"698",1303,"D2","delicata","Female","CORT Cold","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",9,"C",0,"1 cricket given after the test",0,9,"L",0,1,""
"699",1322,"C2","delicata","Male","CORT Cold","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",9,"R",0,"1 cricket given after the test",0,9,"C",0,1,""
"700",1328,"G2","delicata","Male","Control Cold","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",9,"R",NA,"Wrong feeder; 1 cricket given after the test",0,9,"C",0,1,""
"701",1334,"G4","delicata","Female",NA,"CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",9,"L",1,"1 cricket given after the test",1,9,"L",1,1,""
"702",1340,"F4","guichenoti","Female","Control Hot","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",9,"R",1,"1 cricket given after the test",1,9,"C",1,1,""
"703",1358,"D1","guichenoti","Female","Control Hot","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",9,"C",0,"1 cricket given after the test",1,9,"R",1,1,""
"704",1360,"G3","guichenoti","Female",NA,"CL366_22",120,"21/3/2023","13/4/2023",23,"Red",9,"C",0,"1 cricket given after the test",1,9,"C",1,1,""
"705",1366,"C1","guichenoti","Female",NA,"CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",9,"C",1,"1 cricket given after the test",1,9,"C",0,1,""
"706",1371,"D3","guichenoti","Male","Control Cold","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",9,"L",1,"1 cricket given after the test",1,9,"R",0,1,""
"707",1373,"A2","guichenoti","Female",NA,"CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",9,"C",1,"1 cricket given after the test",1,9,"R",1,1,""
"708",1374,"C1","guichenoti","Male","CORT Cold","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",9,"C",NA,"1 cricket given after the test",0,9,"R",1,1,""
"709",1381,"A3","delicata","Male",NA,"CL373_22",122,"30/3/2023","13/4/2023",14,"Red",9,"R",0,"1 cricket given after the test",0,9,"C",0,1,""
"710",1382,"A1","delicata","Female","Control Hot","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",9,"L",0,"1 cricket given after the test",1,9,"R",0,1,""
"711",1390,"C4","delicata","Male","Control Cold","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",9,"L",0,"1 cricket given after the test",1,9,"L",0,1,""
"712",1399,"B4","delicata","Male","Control Cold","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",9,"R",1,"1 cricket given after the test",1,9,"L",0,1,""
"713",1401,"A3","delicata","Female","Control Hot","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",9,"L",1,"1 cricket given after the test",1,9,"L",1,1,""
"714",1402,"E2","delicata","Male",NA,"CL377_22",118,"1/4/2023","13/4/2023",12,"Red",9,"C",1,"1 cricket given after the test",1,9,"L",0,1,""
"715",1408,"G2","delicata","Female","Control Hot","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",9,"C",1,"1 cricket given after the test",1,9,"L",0,1,""
"716",1410,"A1","delicata","Female",NA,"CL379_22",120,"28/3/2023","13/4/2023",16,"Red",9,"R",0,"1 cricket given after the test",0,9,"L",0,1,""
"717",1417,"F4","guichenoti","Female","Control Hot","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",9,"L",0,"1 cricket given after the test",0,9,"R",0,1,""
"718",1419,"F2","guichenoti","Female",NA,"CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",9,"L",0,"1 cricket given after the test",0,9,"C",1,1,""
"719",1421,"G1","guichenoti","Male","CORT Cold","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",9,"R",0,"1 cricket given after the test",1,9,"C",1,1,""
"720",1424,"F3","delicata","Female","Control Cold","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",9,"L",1,"1 cricket given after the test",1,9,"C",1,1,""
"721",1432,"B3","guichenoti","Male","CORT Cold","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",9,"R",0,"1 cricket given after the test",1,9,"C",1,1,""
"722",1438,"B1","guichenoti","Male","Control Hot","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",9,"L",NA,"Lizard accidentally placed close to correct feeder; 1 cricket given after the test",1,9,"R",0,1,""
"723",1442,"E1","guichenoti","Male","CORT Cold","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",9,"L",0,"1 cricket given after the test",1,9,"L",0,1,""
"724",1443,"E3","guichenoti","Male","Control Cold","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",9,"C",NA,"1 cricket given after the test",0,9,"R",0,1,""
"725",1454,"C4","delicata","Female","Control Hot","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",9,"R",0,"1 cricket given after the test",0,9,"R",0,1,""
"726",1459,"D3","guichenoti","Male","CORT Cold","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",9,"R",NA,"1 cricket given after the test",0,9,"L",0,1,""
"727",1463,"C1","guichenoti","Female","Control Hot","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",9,"R",1,"1 cricket given after the test",1,9,"L",1,1,""
"728",1467,"F4","guichenoti","Female",NA,"CL397_22",111,"20/3/2023","13/4/2023",24,"Red",9,"C",1,"1 cricket given after the test",1,9,"L",0,1,""
"729",1478,"A2","guichenoti","Male","CORT Cold","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",9,"L",1,"1 cricket given after the test",1,9,"L",1,1,""
"730",1479,"D1","guichenoti","Female",NA,"CL400_22",108,"28/3/2023","13/4/2023",16,"Red",9,"R",1,"1 cricket given after the test",1,9,"C",1,1,""
"731",1487,"F1","delicata","Male","Control Cold","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",9,"R",NA,"1 cricket given after the test",0,9,"R",0,1,""
"732",1531,"D2","delicata","Male","Control Cold","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",9,"R",0,"1 cricket given after the test",1,9,"C",0,1,""
"733",1534,"F2","guichenoti","Female","Control Cold","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",9,"C",1,"1 cricket given after the test",1,9,"C",1,1,""
"734",1562,"A4","guichenoti","Female","Control Hot","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",9,"R",1,"1 cricket given after the test",1,9,"R",0,1,""
"735",1565,"E1","guichenoti","Female","Control Hot","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",9,"R",0,"1 cricket given after the test",1,9,"R",1,1,""
"736",1580,"F2","guichenoti","Female","Control Hot","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",9,"L",0,"1 cricket given after the test",1,9,"R",0,1,""
