"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort"
"412",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",6,"R",0,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"413",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",6,"R",0,"",1,6,"L",0,1,"",NA,"Cold","CORT"
"414",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",6,"R",NA,"",0,6,"C",0,1,"",NA,"Hot","Control"
"415",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",6,"L",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"416",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",6,"L",NA,"",0,6,"C",1,1,"",NA,"Cold","Control"
"417",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",6,"L",1,"",1,6,"L",0,1,"",NA,"Hot","CORT"
"418",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",6,"C",1,"",1,6,"R",0,1,"",NA,"Hot","Control"
"419",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",6,"C",0,"",1,6,"R",0,1,"",NA,"Hot","Control"
"420",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","CORT"
"421",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",6,"R",0,"",1,6,"R",1,1,"",NA,"Cold","Control"
"422",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",6,"L",0,"",1,6,"C",1,1,"",NA,"Cold","CORT"
"423",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",6,"R",NA,"",0,6,"L",0,0,"",NA,"Hot","Control"
"424",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"425",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",6,"R",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"426",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",6,"R",0,"",1,6,"R",0,1,"",NA,"Cold","Control"
"427",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",6,"R",1,"",1,6,"L",0,1,"",NA,"Hot","Control"
"428",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",6,"C",0,"",1,6,"C",0,1,"",NA,"Cold","CORT"
"429",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",6,"L",0,"",0,6,"R",0,1,"",NA,"Cold","Control"
"430",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",6,"L",NA,"",0,6,"R",0,1,"",NA,"Hot","Control"
"431",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",6,"C",0,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"432",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",6,"R",0,"",0,6,"L",0,1,"",NA,"Hot","CORT"
"433",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",6,"C",NA,"Wrong shelter",1,6,"C",1,1,"",NA,"Hot","CORT"
"434",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",6,"L",1,"",1,6,"L",0,1,"",NA,"Cold","CORT"
"435",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",6,"R",0,"",0,6,"R",NA,0,"",NA,"Hot","Control"
"436",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",6,"L",0,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"437",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",6,"R",0,"",1,6,"L",0,1,"",NA,"Cold","Control"
"438",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"439",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",6,"L",NA,"",0,6,"C",0,1,"",NA,"Cold","CORT"
"440",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",6,"L",0,"",0,6,"L",0,1,"",NA,"Cold","Control"
"441",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","CORT"
"442",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",6,"R",0,"",1,6,"R",1,1,"",NA,"Hot","Control"
"443",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",6,"R",NA,"",0,6,"C",0,1,"",NA,"Cold","CORT"
"444",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",6,"R",1,"Shelter left",1,6,"R",0,1,"",NA,"Cold","Control"
"445",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",6,"C",NA,"",0,6,"R",0,1,"",NA,"Cold","Control"
"446",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",6,"L",NA,"Shelter left",0,6,"C",0,1,"",NA,"Cold","CORT"
"447",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",6,"L",1,"",1,6,"R",0,1,"",NA,"Hot","Control"
"448",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",6,"L",1,"",1,6,"L",1,1,"",NA,"Cold","Control"
"449",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",6,"R",0,"",1,6,"C",0,1,"",NA,"Hot","CORT"
"450",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",6,"L",1,"",1,6,"C",1,1,"",NA,"Cold","CORT"
"451",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",6,"R",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"452",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",6,"R",0,"",0,6,"C",0,1,"",NA,"Hot","CORT"
"453",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",6,"R",1,"",1,6,"C",1,1,"",NA,"Cold","Control"
"454",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",6,"L",1,"",1,6,"R",1,1,"",NA,"Hot","Control"
"455",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"456",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",6,"L",NA,"",0,6,"L",0,1,"",NA,"Hot","Control"
"457",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",6,"R",0,"",0,6,"R",1,1,"",NA,"Cold","Control"
"458",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",6,"L",NA,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"459",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",6,"R",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"460",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",6,"C",NA,"",0,6,"C",0,1,"",NA,"Cold","Control"
"461",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",6,"L",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"462",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",6,"R",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"463",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",6,"R",NA,"",0,6,"C",1,1,"",NA,"Cold","Control"
"464",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",6,"R",0,"",1,6,"L",0,1,"",NA,"Hot","Control"
"465",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","Control"
"466",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",6,"L",1,"",1,6,"L",0,1,"",NA,"Cold","Control"
"467",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",6,"C",0,"",0,6,"L",0,1,"",NA,"Hot","CORT"
"468",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",6,"R",NA,"",0,6,"R",1,1,"",NA,"Cold","CORT"
"469",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",6,"L",0,"",1,6,"L",1,1,"",NA,"Cold","CORT"
"470",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",6,"R",1,"",1,6,"L",1,1,"",NA,"Cold","Control"
"471",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",6,"C",1,"",1,6,"C",0,1,"",NA,"Hot","CORT"
"472",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",6,"R",0,"",0,6,"R",1,1,"",NA,"Hot","CORT"
"473",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",6,"L",NA,"",0,6,"L",1,1,"",NA,"Hot","CORT"
"474",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",6,"C",0,"",1,6,"C",0,1,"",NA,"Hot","Control"
"475",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",6,"R",1,"",1,6,"R",0,1,"",NA,"Cold","CORT"
"476",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",6,"C",NA,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"477",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",6,"L",1,"",1,6,"L",0,1,"",NA,"Hot","Control"
"478",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",6,"R",0,"",1,6,"L",0,0,"",NA,"Hot","Control"
"479",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",6,"C",0,"",0,6,"C",1,1,"",NA,"Cold","Control"
"480",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",6,"L",0,"",1,6,"R",1,1,"",NA,"Hot","CORT"
"481",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",6,"L",NA,"",0,6,"C",0,1,"",NA,"Hot","Control"
"482",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",6,"C",1,"",1,6,"R",0,1,"",NA,"Cold","Control"
"483",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",6,"R",0,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"484",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",6,"L",1,"",1,6,"C",0,1,"",NA,"Cold","Control"
"485",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",6,"R",0,"",1,6,"L",1,1,"",NA,"Hot","Control"
"486",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",6,"R",0,"",1,6,"R",0,1,"",NA,"Cold","CORT"
"487",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"R",1,1,"",NA,"Cold","Control"
"488",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,0,"",NA,"Hot","CORT"
"489",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"490",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Cold","CORT"
"491",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","Control"
"492",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","CORT"
"493",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"494",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Cold","CORT"
"495",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,0,"",NA,"Hot","Control"
"496",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"R",1,1,"",NA,"Hot","CORT"
"497",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","Control"
"498",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Hot","CORT"
"499",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"500",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Hot","Control"
"501",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"502",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Cold","Control"
"503",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Cold","CORT"
"504",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","Control"
"505",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"506",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"507",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","Control"
"508",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Hot","Control"
"509",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"510",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Cold","Control"
"511",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","Control"
"512",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","CORT"
"513",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",1,1,"",NA,"Hot","CORT"
"514",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Hot","CORT"
"515",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","CORT"
"516",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"517",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Hot","CORT"
"518",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",7,"R",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Cold","Control"
"519",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Hot","CORT"
"520",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",1,1,"",NA,"Cold","CORT"
"521",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","Control"
"522",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"523",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","Control"
"524",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","CORT"
"525",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","Control"
"526",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","Control"
"527",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Cold","CORT"
"528",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Hot","Control"
"529",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Cold","Control"
"530",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"L",1,1,"",NA,"Hot","CORT"
"531",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Cold","CORT"
"532",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"533",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"R",1,1,"",NA,"Hot","CORT"
"534",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"L",1,1,"",NA,"Cold","Control"
"535",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Hot","Control"
"536",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"537",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"538",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"R",1,1,"",NA,"Cold","Control"
"539",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","CORT"
"540",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"541",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",1,1,"",NA,"Cold","Control"
"542",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","CORT"
"543",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"544",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","Control"
"545",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",7,"R",0,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","Control"
"546",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"547",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Cold","Control"
"548",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","CORT"
"549",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Cold","CORT"
"550",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"L",1,1,"",NA,"Cold","CORT"
"551",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Cold","Control"
"552",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Hot","CORT"
"553",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"554",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"555",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","Control"
"556",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"557",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Cold","CORT"
"558",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Hot","Control"
