"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort","first_non_na","Associative_Trial"
"616",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",10,"R",0,"2 crickets given after test",1,10,"C",1,1,"",NA,"Hot","Control",3,8
"617",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",10,"R",1,"2 crickets given after test",1,10,"R",1,1,"",NA,"Hot","CORT",3,8
"618",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",10,"L",NA,"2 crickets given after test",1,10,"L",0,1,"",NA,"Hot","Control",3,8
"619",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"",NA,"Cold","Control",3,8
"620",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",10,"R",0,"2 crickets given after test",1,10,"C",0,1,"",NA,"Cold","CORT",3,8
"621",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",10,"C",1,"2 crickets given after test",1,10,"R",1,1,"",NA,"Hot","CORT",3,8
"622",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"",NA,"Cold","Control",3,8
"623",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",10,"R",NA,"2 crickets given after test",0,10,"L",0,1,"",NA,"Cold","CORT",3,8
"624",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",10,"R",1,"2 crickets given after test",1,10,"C",1,1,"",NA,"Hot","CORT",3,8
"625",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",10,"L",1,"2 crickets given after test",1,10,"R",0,1,"",NA,"Cold","Control",3,8
"626",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"",NA,"Hot","Control",3,8
"627",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"",NA,"Hot","Control",3,8
"628",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",1,10,"R",0,1,"",NA,"Cold","Control",3,8
"629",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",10,"R",0,"2 crickets given after test",1,10,"L",0,1,"",NA,"Hot","CORT",3,8
"630",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",10,"C",0,"2 crickets given after test",1,10,"C",0,1,"",NA,"Cold","CORT",3,8
"631",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"",NA,"Cold","CORT",3,8
"632",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",10,"R",1,"2 crickets given after test",1,10,"R",0,1,"",NA,"Cold","Control",3,8
"633",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"",NA,"Hot","CORT",3,8
"634",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",10,"C",0,"2 crickets given after test",1,10,"C",1,1,"",NA,"Hot","CORT",3,8
"635",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",10,"R",1,"2 crickets given after test",1,10,"R",0,1,"",NA,"Hot","CORT",3,8
"636",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"",NA,"Hot","Control",3,8
"637",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",10,"L",0,"2 crickets given after test",1,10,"L",0,1,"",NA,"Cold","CORT",3,8
"638",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",10,"C",0,"2 crickets given after test",0,10,"R",0,1,"",NA,"Cold","CORT",3,8
"639",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",10,"R",1,"2 crickets given after test",1,10,"C",0,1,"",NA,"Hot","Control",3,8
"640",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",10,"C",NA,"2 crickets given after test",0,10,"R",0,1,"",NA,"Hot","Control",3,8
"641",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"",NA,"Cold","Control",3,8
"642",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",10,"L",0,"2 crickets given after test",1,10,"C",0,1,"",NA,"Hot","CORT",3,8
"643",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",10,"R",1,"2 crickets given after test",1,10,"C",1,1,"",NA,"Hot","Control",3,8
"644",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"",NA,"Cold","Control",3,8
"645",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA,"Cold","CORT",3,8
"646",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",10,"L",1,"2 crickets given after test",1,10,"L",1,1,"",NA,"Cold","Control",3,8
"647",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",10,"C",1,"2 crickets given after test",1,10,"C",0,1,"",NA,"Hot","Control",3,8
"648",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA,"Cold","CORT",3,8
"649",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",11,"L",0,"",1,11,"C",1,1,"",NA,"Cold","Control",3,9
"650",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",11,"C",1,"",1,11,"L",NA,0,"",NA,"Hot","CORT",3,9
"651",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",11,"C",0,"",1,11,"R",1,1,"",NA,"Hot","Control",3,9
"652",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",11,"L",1,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"653",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",11,"L",0,"",1,11,"R",0,1,"",NA,"Hot","Control",3,9
"654",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",11,"C",1,"",1,11,"C",1,1,"",NA,"Cold","CORT",3,9
"655",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",11,"R",0,"",1,11,"L",0,1,"",NA,"Hot","CORT",3,9
"656",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",11,"C",0,"",1,11,"L",1,1,"",NA,"Cold","CORT",3,9
"657",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",11,"L",1,"",1,11,"C",1,1,"",NA,"Hot","Control",3,9
"658",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",11,"R",1,"",1,11,"R",0,0,"",NA,"Hot","CORT",3,9
"659",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"R",1,1,"",NA,"Cold","Control",3,9
"660",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",11,"C",1,"",1,11,"L",1,1,"",NA,"Hot","CORT",3,9
"661",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",11,"R",0,"",1,11,"C",0,1,"",NA,"Hot","Control",3,9
"662",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",11,"R",0,"",1,11,"L",0,1,"",NA,"Hot","Control",3,9
"663",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",11,"L",1,"",1,11,"R",0,1,"",NA,"Hot","CORT",3,9
"664",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",11,"L",0,"",1,11,"L",0,1,"",NA,"Cold","Control",3,9
"665",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",11,"R",1,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"666",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",11,"C",1,"",1,11,"R",0,1,"",NA,"Hot","Control",3,9
"667",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",11,"L",0,"",1,11,"C",1,1,"",NA,"Hot","CORT",3,9
"668",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",11,"C",0,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"669",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",11,"L",1,"",1,11,"C",0,1,"",NA,"Cold","Control",3,9
"670",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",11,"C",1,"",1,11,"C",0,1,"",NA,"Hot","Control",3,9
"671",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",11,"C",0,"",1,11,"R",0,1,"",NA,"Cold","CORT",3,9
"672",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",11,"L",0,"",1,11,"L",0,1,"",NA,"Cold","Control",3,9
"673",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",11,"R",1,"",1,11,"C",1,1,"",NA,"Hot","Control",3,9
"674",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"675",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",11,"C",1,"",1,11,"L",1,1,"",NA,"Hot","CORT",3,9
"676",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",11,"R",0,"",1,11,"C",0,1,"",NA,"Hot","CORT",3,9
"677",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",11,"C",0,"",1,11,"C",1,1,"",NA,"Cold","CORT",3,9
"678",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",11,"C",1,"",1,11,"R",0,0,"",NA,"Hot","Control",3,9
"679",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",11,"R",1,"",1,11,"R",1,1,"",NA,"Hot","CORT",3,9
"680",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",11,"C",1,"",1,11,"L",1,1,"",NA,"Cold","Control",3,9
"681",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"R",0,1,"",NA,"Hot","CORT",3,9
"682",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",11,"C",1,"",1,11,"C",0,1,"",NA,"Cold","CORT",3,9
"683",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",11,"L",0,"",1,11,"L",0,1,"",NA,"Cold","Control",3,9
"684",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",11,"C",1,"",1,11,"C",0,1,"",NA,"Hot","CORT",3,9
"685",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",11,"R",1,"",1,11,"R",1,1,"",NA,"Hot","Control",3,9
"686",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",11,"L",1,"",1,11,"R",1,1,"",NA,"Cold","CORT",3,9
"687",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",11,"C",1,"",1,11,"L",0,1,"",NA,"Cold","Control",3,9
"688",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",11,"R",0,"",0,11,"L",0,1,"",NA,"Cold","Control",3,9
"689",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",11,"L",0,"",1,11,"R",0,1,"",NA,"Cold","CORT",3,9
"690",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",11,"C",0,"",1,11,"R",0,1,"",NA,"Hot","Control",3,9
"691",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",11,"R",1,"",1,11,"C",1,1,"",NA,"Cold","Control",3,9
"692",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",11,"L",1,"",1,11,"L",0,1,"",NA,"Hot","CORT",3,9
"693",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",11,"L",1,"",1,11,"C",0,1,"",NA,"Cold","CORT",3,9
"694",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",11,"L",1,"",1,11,"R",0,1,"",NA,"Cold","CORT",3,9
"695",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",11,"R",1,"",1,11,"C",1,1,"",NA,"Hot","CORT",3,9
"696",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",11,"C",1,"",1,11,"L",0,1,"",NA,"Cold","Control",3,9
"697",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",11,"R",1,"",1,11,"C",0,1,"",NA,"Hot","Control",3,9
"698",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",11,"C",NA,"",0,11,"L",0,1,"",NA,"Hot","CORT",3,9
"699",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",11,"C",0,"",1,11,"R",1,1,"",NA,"Hot","Control",3,9
"700",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",11,"L",NA,"",0,11,"C",1,1,"",NA,"Cold","Control",3,9
"701",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",11,"R",1,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"702",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",11,"C",1,"",1,11,"L",1,1,"",NA,"Hot","CORT",3,9
"703",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",11,"C",1,"",1,11,"C",0,1,"",NA,"Cold","Control",3,9
"704",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",11,"R",0,"",0,11,"R",0,1,"",NA,"Cold","CORT",3,9
"705",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",11,"C",0,"",1,11,"R",1,1,"",NA,"Hot","CORT",3,9
"706",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",11,"L",1,"",1,11,"C",0,1,"",NA,"Cold","Control",3,9
"707",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",11,"R",1,"",1,11,"L",0,1,"",NA,"Hot","Control",3,9
"708",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",11,"L",0,"",0,11,"L",0,1,"",NA,"Hot","Control",3,9
"709",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",11,"R",1,"",1,11,"R",1,1,"",NA,"Cold","Control",3,9
"710",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",11,"L",1,"",1,11,"L",1,1,"",NA,"Hot","CORT",3,9
"711",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",11,"R",0,"",0,11,"L",1,1,"",NA,"Cold","CORT",3,9
"712",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",11,"C",0,"",1,11,"R",0,1,"",NA,"Cold","CORT",3,9
"713",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",11,"L",0,"",1,11,"C",1,1,"",NA,"Cold","Control",3,9
"714",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",11,"L",1,"",1,11,"L",0,1,"",NA,"Hot","CORT",3,9
"715",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",11,"C",0,"",1,11,"L",1,1,"",NA,"Hot","CORT",3,9
"716",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"R",0,1,"",NA,"Hot","CORT",3,9
"717",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",11,"R",1,"",1,11,"C",0,1,"",NA,"Hot","Control",3,9
"718",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",11,"L",0,"",1,11,"R",0,1,"",NA,"Cold","CORT",3,9
"719",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",11,"R",0,"",0,11,"C",1,1,"",NA,"Cold","CORT",3,9
"720",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",11,"R",1,"",1,11,"R",1,1,"",NA,"Hot","Control",3,9
"721",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",11,"L",1,"",1,11,"L",0,0,"",NA,"Hot","Control",3,9
"722",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",11,"R",0,"",1,11,"L",1,1,"",NA,"Cold","Control",3,9
"723",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",11,"C",0,"",1,11,"L",0,1,"",NA,"Hot","CORT",3,9
"724",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",11,"C",1,"",1,11,"L",1,1,"",NA,"Hot","Control",3,9
"725",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",11,"R",1,"",1,11,"C",0,1,"",NA,"Cold","Control",3,9
"726",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",11,"C",1,"",1,11,"R",1,1,"",NA,"Cold","CORT",3,9
"727",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",11,"C",1,"",1,11,"R",0,1,"",NA,"Cold","Control",3,9
"728",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",11,"R",NA,"Wrong feeder",0,11,"C",1,1,"",NA,"Hot","Control",3,9
"729",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",11,"L",1,"",1,11,"L",0,1,"",NA,"Cold","CORT",3,9
"730",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",12,"L",0,"",1,12,"R",0,1,"",NA,"Cold","Control",3,10
"731",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",12,"R",1,"",1,12,"L",0,0,"",NA,"Hot","CORT",3,10
"732",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",12,"R",0,"",1,12,"R",0,1,"",NA,"Hot","Control",3,10
"733",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",12,"C",1,"",1,12,"C",1,1,"",NA,"Cold","CORT",3,10
"734",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",12,"R",1,"",1,12,"C",1,1,"",NA,"Hot","Control",3,10
"735",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",12,"R",0,"",1,12,"R",0,1,"",NA,"Cold","CORT",3,10
"736",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"",NA,"Hot","CORT",3,10
"737",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",12,"C",0,"",1,12,"L",0,1,"",NA,"Cold","CORT",3,10
"738",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",12,"L",0,"",1,12,"R",1,1,"",NA,"Hot","Control",3,10
"739",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",12,"C",1,"",1,12,"C",0,0,"",NA,"Hot","CORT",3,10
"740",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",12,"L",0,"",1,12,"C",1,1,"",NA,"Cold","Control",3,10
"741",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"",NA,"Hot","CORT",3,10
"742",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",12,"R",1,"",1,12,"R",0,1,"",NA,"Hot","Control",3,10
"743",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",12,"L",1,"",1,12,"L",0,1,"",NA,"Hot","Control",3,10
"744",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",12,"L",1,"",1,12,"C",0,1,"",NA,"Hot","CORT",3,10
"745",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",12,"R",1,"",1,12,"L",1,1,"",NA,"Cold","Control",3,10
"746",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",12,"L",1,"",1,12,"L",1,1,"",NA,"Cold","CORT",3,10
"747",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",12,"C",0,"",1,12,"R",1,1,"",NA,"Hot","Control",3,10
"748",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",12,"C",0,"",1,12,"C",0,0,"",NA,"Hot","CORT",3,10
"749",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",12,"C",0,"",1,12,"R",1,1,"",NA,"Cold","CORT",3,10
"750",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",12,"L",0,"",1,12,"C",1,1,"",NA,"Cold","Control",3,10
"751",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",12,"L",0,"",1,12,"L",1,1,"",NA,"Hot","Control",3,10
"752",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",12,"C",NA,"",0,12,"C",0,1,"",NA,"Cold","CORT",3,10
"753",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",12,"R",0,"",1,12,"R",0,1,"",NA,"Cold","Control",3,10
"754",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",12,"L",1,"",1,12,"L",0,1,"",NA,"Hot","Control",3,10
"755",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",12,"C",0,"",1,12,"C",1,1,"",NA,"Cold","CORT",3,10
"756",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",12,"C",0,"",1,12,"R",0,1,"",NA,"Hot","CORT",3,10
"757",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",12,"L",1,"",1,12,"R",1,1,"",NA,"Hot","CORT",3,10
"758",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",12,"R",0,"",1,12,"L",0,1,"",NA,"Cold","CORT",3,10
"759",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",12,"C",1,"",1,12,"C",0,1,"",NA,"Hot","Control",3,10
"760",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",12,"C",1,"",1,12,"L",0,1,"",NA,"Hot","CORT",3,10
"761",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",12,"R",1,"",1,12,"L",0,1,"",NA,"Cold","Control",3,10
"762",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",12,"C",1,"",1,12,"R",0,1,"",NA,"Hot","CORT",3,10
"763",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",12,"C",1,"",1,12,"C",0,1,"",NA,"Cold","CORT",3,10
"764",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",12,"C",0,"",1,12,"L",0,1,"",NA,"Cold","Control",3,10
"765",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",12,"L",0,"",1,12,"C",0,1,"",NA,"Hot","CORT",3,10
"766",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",12,"R",1,"",1,12,"R",1,1,"",NA,"Hot","Control",3,10
"767",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",12,"C",0,"",1,12,"C",0,1,"",NA,"Cold","CORT",3,10
