"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort","first_non_na","Associative_Trial"
"1075",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",16,"C",1,"",1,16,"L",0,1,"",NA,"Hot","Control",3,14
"1076",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",16,"L",0,"",1,16,"C",1,1,"",NA,"Cold","CORT",3,14
"1077",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",16,"R",0,"Shelter left",1,16,"R",1,1,"",NA,"Cold","Control",3,14
"1078",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",16,"C",1,"",1,16,"L",1,1,"",NA,"Hot","Control",3,14
"1079",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",16,"L",1,"",1,16,"C",0,1,"",NA,"Cold","CORT",3,14
"1080",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",16,"R",1,"",1,16,"R",0,1,"",NA,"Hot","CORT",3,14
"1081",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",16,"C",1,"",1,16,"L",0,1,"",NA,"Hot","CORT",3,14
"1082",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",16,"L",1,"",1,16,"C",1,1,"",NA,"Cold","CORT",3,14
"1083",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",16,"R",NA,"",0,16,"R",1,1,"",NA,"Hot","Control",3,14
"1084",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",16,"C",0,"",1,16,"C",0,1,"",NA,"Hot","CORT",3,14
"1085",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",16,"C",1,"",1,16,"C",1,1,"",NA,"Cold","Control",3,14
"1086",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",16,"R",1,"",1,16,"R",1,1,"",NA,"Hot","CORT",3,14
"1087",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",16,"R",0,"",1,16,"L",0,1,"",NA,"Cold","CORT",3,14
"1088",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",16,"R",0,"",1,16,"R",0,1,"",NA,"Cold","Control",3,14
"1089",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",16,"L",0,"",1,16,"L",1,1,"",NA,"Hot","CORT",3,14
"1090",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",16,"C",0,"",1,16,"C",1,1,"",NA,"Hot","Control",3,14
"1091",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",16,"C",0,"",1,16,"R",0,1,"",NA,"Cold","CORT",3,14
"1092",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",16,"R",0,"",1,16,"L",0,1,"",NA,"Cold","Control",3,14
"1093",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",16,"R",0,"",1,16,"C",1,1,"",NA,"Cold","Control",3,14
"1094",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",16,"L",1,"",1,16,"L",1,1,"",NA,"Cold","CORT",3,14
"1095",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",16,"L",1,"",1,16,"R",1,1,"",NA,"Hot","Control",3,14
"1096",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",16,"C",1,"",1,16,"L",1,1,"",NA,"Cold","Control",3,14
"1097",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",16,"L",1,"",1,16,"R",0,1,"",NA,"Hot","CORT",3,14
"1098",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",16,"L",1,"",1,16,"C",1,1,"",NA,"Cold","CORT",3,14
"1099",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",16,"R",1,"",1,16,"L",0,1,"",NA,"Cold","CORT",3,14
"1100",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",16,"C",1,"",1,16,"R",1,1,"",NA,"Hot","CORT",3,14
"1101",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",16,"R",0,"",1,16,"R",1,1,"",NA,"Cold","Control",3,14
"1102",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",16,"L",0,"",1,16,"L",0,1,"",NA,"Hot","Control",3,14
"1103",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",16,"C",1,"",1,16,"C",0,1,"",NA,"Hot","CORT",3,14
"1104",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",16,"L",0,"",0,16,"R",0,1,"",NA,"Hot","Control",3,14
"1105",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",16,"C",1,"",1,16,"C",1,1,"",NA,"Cold","Control",3,14
"1106",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",16,"C",1,"",1,16,"L",1,1,"",NA,"Cold","CORT",3,14
"1107",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",16,"C",1,"",1,16,"C",0,1,"",NA,"Hot","CORT",3,14
"1108",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",16,"L",1,"",1,16,"R",0,1,"",NA,"Cold","Control",3,14
"1109",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",16,"R",1,"Goes to correct choice but doesn't eat",0,16,"L",1,1,"",NA,"Cold","CORT",3,14
"1110",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",16,"C",1,"",1,16,"L",0,1,"",NA,"Hot","CORT",3,14
"1111",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",16,"L",1,"",1,16,"C",1,1,"",NA,"Cold","Control",3,14
"1112",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",16,"L",0,"",1,16,"R",1,1,"",NA,"Hot","Control",3,14
"1113",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",16,"L",0,"",1,16,"R",0,1,"",NA,"Hot","Control",3,14
"1114",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",16,"C",0,"",1,16,"C",1,1,"",NA,"Cold","Control",3,14
"1115",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",16,"R",1,"",1,16,"C",1,1,"",NA,"Hot","CORT",3,14
"1116",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",16,"L",0,"",1,16,"L",0,1,"",NA,"Cold","CORT",3,14
"1117",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",16,"R",0,"",1,16,"C",0,1,"",NA,"Cold","CORT",3,14
"1118",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",16,"L",0,"",1,16,"R",0,1,"",NA,"Cold","Control",3,14
"1119",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",16,"R",0,"",1,16,"L",1,1,"",NA,"Hot","CORT",3,14
"1120",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",16,"C",0,"",1,16,"L",0,1,"",NA,"Hot","CORT",3,14
"1121",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",16,"L",0,"",0,16,"R",1,1,"",NA,"Hot","CORT",3,14
"1122",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",16,"R",1,"",1,16,"C",1,1,"",NA,"Hot","Control",3,14
"1123",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",16,"L",1,"",1,16,"R",0,1,"",NA,"Cold","CORT",3,14
"1124",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",16,"C",0,"",1,16,"L",0,1,"",NA,"Cold","CORT",3,14
"1125",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",16,"R",0,"",1,16,"C",1,1,"",NA,"Hot","Control",3,14
"1126",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",16,"L",1,"",1,16,"R",1,1,"",NA,"Hot","Control",3,14
"1127",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",16,"L",0,"",1,16,"L",1,1,"",NA,"Cold","Control",3,14
"1128",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",16,"C",0,"",1,16,"C",1,1,"",NA,"Hot","CORT",3,14
"1129",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",16,"L",0,"",1,16,"C",1,1,"",NA,"Hot","Control",3,14
"1130",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",16,"R",0,"",1,16,"L",0,1,"",NA,"Cold","Control",3,14
"1131",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",16,"C",1,"",1,16,"R",0,1,"",NA,"Cold","CORT",3,14
"1132",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",16,"R",1,"",1,16,"R",1,1,"",NA,"Cold","Control",3,14
"1133",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",16,"L",1,"",1,16,"C",0,1,"",NA,"Hot","Control",3,14
"1134",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",16,"C",1,"",1,16,"L",0,1,"",NA,"Cold","CORT",3,14
"1135",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",17,"R",1,"",1,17,"C",1,1,"",NA,"Cold","Control",3,15
"1136",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",17,"C",0,"",1,17,"R",0,1,"",NA,"Hot","CORT",3,15
"1137",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",17,"C",1,"",1,17,"L",1,1,"",NA,"Hot","Control",3,15
"1138",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",17,"L",1,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1139",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",17,"L",1,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1140",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",17,"C",0,"",1,17,"R",0,1,"",NA,"Cold","CORT",3,15
"1141",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",17,"R",1,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1142",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",17,"L",1,"",1,17,"L",1,1,"",NA,"Cold","CORT",3,15
"1143",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",17,"C",0,"",1,17,"R",1,1,"",NA,"Hot","Control",3,15
"1144",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",17,"R",0,"",1,17,"C",0,1,"",NA,"Hot","CORT",3,15
"1145",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",17,"L",1,"",1,17,"L",1,1,"",NA,"Cold","Control",3,15
"1146",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",17,"R",1,"",1,17,"R",1,1,"",NA,"Hot","CORT",3,15
"1147",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",17,"C",0,"",1,17,"C",0,1,"",NA,"Hot","Control",3,15
"1148",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",17,"L",0,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1149",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",17,"C",1,"",1,17,"R",1,1,"",NA,"Hot","CORT",3,15
"1150",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",17,"C",1,"",1,17,"R",1,1,"",NA,"Cold","Control",3,15
"1151",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",17,"R",1,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1152",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",17,"C",1,"",1,17,"L",1,1,"",NA,"Hot","Control",3,15
"1153",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",17,"L",1,"",1,17,"L",1,1,"",NA,"Hot","CORT",3,15
"1154",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",17,"L",0,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1155",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",17,"R",0,"",1,17,"R",1,1,"",NA,"Cold","Control",3,15
"1156",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",17,"C",1,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1157",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",17,"L",1,"",1,17,"R",1,1,"",NA,"Cold","CORT",3,15
"1158",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",17,"R",0,"",1,17,"L",1,1,"",NA,"Cold","Control",3,15
"1159",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",17,"L",1,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1160",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",17,"C",1,"",1,17,"R",1,1,"",NA,"Cold","CORT",3,15
"1161",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",17,"L",1,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1162",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",17,"R",1,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1163",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",17,"C",1,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1164",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",17,"L",0,"",1,17,"R",1,1,"",NA,"Hot","Control",3,15
"1165",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",17,"R",1,"",1,17,"C",1,1,"",NA,"Hot","CORT",3,15
"1166",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",17,"R",1,"",1,17,"C",1,1,"",NA,"Cold","Control",3,15
"1167",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",17,"R",0,"",1,17,"R",0,1,"",NA,"Hot","CORT",3,15
"1168",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",17,"L",1,"",1,17,"L",0,1,"",NA,"Cold","CORT",3,15
"1169",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",17,"L",1,"",1,17,"R",0,1,"",NA,"Cold","Control",3,15
"1170",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",17,"C",1,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1171",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",17,"R",1,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1172",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",17,"R",1,"",1,17,"R",1,1,"",NA,"Cold","CORT",3,15
"1173",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",17,"C",1,"",1,17,"C",0,1,"",NA,"Cold","Control",3,15
"1174",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",17,"L",0,"",1,17,"C",0,1,"",NA,"Cold","Control",3,15
"1175",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",17,"C",0,"",1,17,"L",1,1,"",NA,"Cold","CORT",3,15
"1176",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",17,"R",1,"",1,17,"R",0,1,"",NA,"Hot","Control",3,15
"1177",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",17,"L",1,"",1,17,"C",1,1,"",NA,"Cold","Control",3,15
"1178",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",17,"R",0,"",1,17,"L",1,1,"",NA,"Hot","CORT",3,15
"1179",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",17,"C",0,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1180",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",17,"R",1,"",1,17,"R",1,1,"",NA,"Cold","CORT",3,15
"1181",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",17,"R",1,"",1,17,"L",1,1,"",NA,"Hot","CORT",3,15
"1182",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",17,"R",0,"",1,17,"C",0,1,"",NA,"Cold","Control",3,15
"1183",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",17,"C",1,"",1,17,"R",0,1,"",NA,"Hot","Control",3,15
"1184",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",17,"L",0,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1185",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",17,"C",0,"",1,17,"L",1,1,"",NA,"Hot","Control",3,15
"1186",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",17,"R",1,"",1,17,"R",0,1,"",NA,"Cold","Control",3,15
"1187",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",17,"L",1,"",1,17,"C",1,1,"",NA,"Cold","CORT",3,15
"1188",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",17,"R",0,"",1,17,"L",0,0,"",NA,"Hot","CORT",3,15
"1189",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",17,"C",1,"",1,17,"C",1,1,"",NA,"Cold","Control",3,15
"1190",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",17,"L",0,"",1,17,"R",0,1,"",NA,"Cold","CORT",3,15
"1191",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",17,"C",1,"",1,17,"C",1,1,"",NA,"Hot","CORT",3,15
"1192",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",17,"L",1,"",1,17,"L",1,1,"",NA,"Cold","Control",3,15
"1193",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",17,"R",1,"",1,17,"R",0,1,"",NA,"Hot","Control",3,15
"1194",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",17,"R",1,"",1,17,"R",0,0,"",NA,"Hot","Control",3,15
"1195",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",17,"L",0,"",1,17,"L",0,1,"",NA,"Cold","Control",3,15
"1196",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",17,"R",0,"",1,17,"C",1,1,"",NA,"Hot","CORT",3,15
"1197",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",17,"C",0,"",1,17,"L",1,1,"",NA,"Cold","CORT",3,15
"1198",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",17,"C",0,"",1,17,"C",0,1,"",NA,"Cold","CORT",3,15
"1199",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",17,"L",1,"",1,17,"R",0,1,"",NA,"Cold","Control",3,15
"1200",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",17,"C",1,"",1,17,"L",0,1,"",NA,"Hot","CORT",3,15
"1201",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",17,"C",1,"",1,17,"C",1,1,"",NA,"Hot","CORT",3,15
"1202",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",17,"L",0,"",0,17,"R",1,1,"",NA,"Hot","CORT",3,15
"1203",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",17,"R",0,"",1,17,"L",1,1,"",NA,"Hot","Control",3,15
"1204",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",17,"L",0,"",1,17,"C ",1,1,"",NA,"Cold","CORT",3,15
"1205",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",17,"R",1,"",1,17,"L",0,1,"",NA,"Cold","CORT",3,15
"1206",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",17,"L",0,"",1,17,"R",1,1,"",NA,"Hot","Control",3,15
"1207",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",17,"L",1,"",1,17,"R",1,1,"",NA,"Hot","Control",3,15
"1208",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",17,"R",0,"",1,17,"L",1,1,"",NA,"Cold","Control",3,15
"1209",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",17,"C",0,"",1,17,"C",0,1,"",NA,"Hot","CORT",3,15
"1210",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",17,"L",0,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1211",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",17,"C",1,"",1,17,"L",0,1,"",NA,"Cold","Control",3,15
"1212",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",17,"R",1,"",1,17,"R",0,1,"",NA,"Cold","CORT",3,15
"1213",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",17,"R",0,"",1,17,"L",1,1,"",NA,"Cold","Control",3,15
"1214",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",17,"L",1,"",1,17,"C",1,1,"",NA,"Hot","Control",3,15
"1215",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",17,"R",0,"",1,17,"R",0,1,"",NA,"Cold","CORT",3,15
"1216",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",18,"L",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","Control",3,16
"1217",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",18,"L",0,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Hot","CORT",3,16
"1218",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",18,"C",1,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","Control",3,16
"1219",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Cold","CORT",3,16
"1220",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",18,"L",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Hot","Control",3,16
"1221",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",18,"C",1,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Cold","CORT",3,16
"1222",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",18,"R",1,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","CORT",3,16
"1223",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",18,"L",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Cold","CORT",3,16
"1224",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",18,"C",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Hot","Control",3,16
"1225",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",18,"R",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Hot","CORT",3,16
"1226",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",18,"L",0,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Cold","Control",3,16
