"","X1.b_Associative_Trial","X2.b_Associative_Trial","X3.b_Associative_Trial","X4.b_Associative_Trial"
"1",-0.00734772264376709,-0.00541243938077118,-0.00653109552507024,0.00706243159650002
"2",-0.0303046433655996,-0.0166423314375617,0.00341784713586408,0.0300992294135894
"3",-0.0279012407208877,0.0100104039923322,0.0182625378343473,0.019046966829347
"4",-0.0234375276835051,0.0116573090425535,0.00423844174202436,0.0285559611675404
"5",-0.00585462383122238,-0.0459489049827436,-0.00352429684701673,0.0130680748251445
"6",-0.000983851619815089,-0.050502572763572,0.0124158025434138,-0.00564082792629766
"7",-0.0434013795563759,-0.0526961735444424,-0.00361497751361189,0.0171903811860984
"8",-0.0292443242925379,-0.0369409563181666,-0.0102201440319349,0.016590800755564
"9",-0.00119001241246207,-0.0186808678817259,-0.0128655187651573,0.0114102300463607
"10",-0.0126397916705407,0.00662308687518431,-0.0192679001608493,-0.0154917784345416
"11",-0.00437555060831239,0.00903681807172369,0.020417577388036,0.00373429745395912
"12",0.00952262259016876,0.00886884272260068,0.0326913154233526,0.00047769566827191
"13",0.0228276712313507,0.0179921332732591,0.025240866649842,0.00103708734629373
"14",0.0308618765392671,-0.00561028260760504,-0.0159377502632996,-0.0136844747631037
"15",0.0210362504931365,-0.0177538149569626,0.0201320260583176,-0.00578553354647231
"16",-0.0209375623214016,-0.00585008182982872,0.0341924795490524,-0.00323464345126574
"17",0.0398166917690133,0.0120104589983277,-0.0282688335104983,0.00551000097611131
"18",0.0237209334176526,0.0224074922952093,-0.028731879319803,-0.0181960345113011
"19",0.0290656264862382,0.014605113235395,-0.0218562257841926,0.00680207941813968
"20",0.0274877642500984,0.00561432791849611,0.0104633583631762,0.00494622167111913
"21",-0.00706644089963543,0.0252075447204376,0.00682010644678078,0.0119298942143734
"22",-0.0015350004048694,0.00173735275053575,0.00662859132115992,0.00538094790532469
"23",-0.00207460664107549,0.0095414349046889,0.0012681274519422,-0.00103580033692612
"24",-0.0024113948889667,-0.0126219004270732,0.0401346930187291,-0.0242218477492209
"25",-0.0169367001619541,-0.00646498965053081,0.0424847154984748,0.0222350501432574
"26",-0.0141674605688288,-0.0180423013471763,0.0360862016081264,0.05344388417952
"27",0.0400042124833917,-0.0331793371690147,-0.00605568168913933,0.0267871271595514
"28",0.0328478088299839,-0.0151398529199002,0.0291976642488072,0.035455232685249
"29",0.00362048427008465,-0.0122597861527473,-0.0141549693401658,0.0466133870023666
"30",0.00259500240784693,-0.00608719652055626,-0.0044310257171237,0.0539379724440552
"31",0.00291852400923533,-0.0064221619617742,-0.00210039394117473,0.0395292521751887
"32",0.00919610320969296,-0.0174820320123884,0.00316678379431844,0.0291151054783196
"33",0.0321373242551816,-0.0176876175505915,0.0112808067610333,0.0103974212332348
"34",-0.00311441737299612,0.020783113196247,0.00846679576529441,-0.00652420991055997
"35",0.00766274250333263,0.0139080631547836,0.00723145714320041,0.0137968350672564
"36",0.000708781712511432,0.0181687411350694,0.00140844246050324,0.0240957255116275
"37",-0.0106768407216318,0.0472309273934995,0.0225225197694067,0.0342396504195424
"38",-0.0106041316114864,0.0219464103237665,0.0236991862062184,-0.0256493294830612
"39",0.00470553783638276,0.0192835586492777,0.0210516770019229,-0.0108797769585413
"40",-0.0195431882607068,-0.009032677561173,0.0277797887556855,0.00492271905734441
"41",0.0324006304746765,-0.00960610433637112,-0.00323859504417532,-0.00869544969875961
"42",0.0302594358679914,-0.021076976537072,-0.00840241731078592,-0.0148380439547849
"43",0.00258092558457882,-0.0221437995129749,-0.0104966828323503,0.0346499277790779
"44",-0.00551630463077526,0.0271682956452157,0.0160858389239807,-0.00746384770783516
"45",0.000873885995576738,-0.0104099787042188,0.0203351568696033,-0.0148260958216092
"46",0.0238395549599493,-0.0138413487393847,0.0119550278768545,-0.0139600464285853
"47",-0.00855125271889054,-0.0101039661873229,0.0201017069463724,-0.00904115524626981
"48",-0.0135632372670003,0.0372520327348066,0.0187532406265933,-0.00362892917413422
"49",-0.0010402413354945,-0.0254889081202904,0.0137762400001539,-0.00469647791772545
"50",-0.000251852785627104,-0.00704051972240956,0.00308405799830557,0.0273556326142747
"51",-0.0322496884794626,-1.83410587383452e-05,-0.0108054658898072,0.0328777844596357
"52",-0.0256538566914442,-0.0101703864715691,0.00627276614364064,-0.00535064740838442
"53",0.0296981011147006,-0.0158771056397518,0.0095546033725988,0.000889006152395221
"54",0.0129999204742875,-0.0115321695494666,-0.000541979010033963,0.00250277821261809
"55",-0.000759731540859914,-0.0352483035324612,0.019759157586187,0.0130943355026638
"56",0.00773139794806701,-0.0339972710331413,0.00396616182825369,0.00334721323598504
"57",-0.00749632358279208,0.0334979994734938,-0.00318260312877229,0.0143126243194749
"58",-0.0104396869076894,0.0116620154987921,-0.0122997984256955,0.0113833420092521
"59",-0.00143914220757407,0.011373027943037,0.0155656781879738,0.0161568460988246
"60",-0.000453316377009453,0.00382005063981014,-0.00515662567085649,0.00984414864438449
"61",-0.000804566403216347,-0.00143589020871565,0.00205899679629774,-0.000859476811504478
"62",-0.00207309241965633,-0.00638796039616324,0.0045991978627801,0.000641047568829267
"63",-0.00670954284386372,-0.000834498068332594,0.00314772960100564,-0.00401392973795037
"64",0.00118332433257648,0.00771674633846818,-0.00349098860162445,-0.00313426214492032
"65",0.0139683267927367,0.00498385277286334,0.00970461933457113,-0.000909980375066291
"66",-0.0093818915246013,-0.0146529197698437,-0.00932153749827276,-0.00567930032697706
"67",-0.00531083963879664,0.0123256273504397,0.00953217753099869,0.00514464861281052
"68",-0.0198976185525471,-0.00908504358297867,0.0100183658399771,-0.011583569718009
"69",-0.0272429699599859,-0.0103578068593687,0.00367980740915813,-0.00950006495107087
"70",-0.0212350591451373,-0.00967173196808178,0.00731174497340792,-0.0156409931159085
"71",-0.0269550498740218,0.00299474398546402,0.00202536707804853,0.0212549560125927
"72",-0.0194262894987547,0.0187016892406486,0.0232552579998942,0.0213131344381229
