"","Intercept","trial_reversal","trial_reversal.trtCORTCold","trial_reversal.trtControlHot","trial_reversal.trtCORTHot","species_level","bias_level"
"1",-0.927403657530149,0.0546030943983511,-0.0209622555526389,0.00444551476740745,-0.00999679977991064,"delicata","Red"
"2",-0.605091109561332,0.0550831771076608,-0.0183123060375614,0.0153738463828538,-0.0130293056792937,"delicata","Red"
"3",-0.399778761563423,0.055740893320452,-0.00246638619058947,-0.0280807507898305,0.00636684662672555,"delicata","Red"
"4",-0.341128623490957,0.0535186671004347,-0.00723597709595379,-0.0148293778286934,0.00019300549635691,"delicata","Red"
"5",-0.373859525308559,0.0504384857599208,-0.018320471869757,-0.0116765734413759,0.0213719050332973,"delicata","Red"
"6",-0.303912294072788,0.0560803081652942,-0.0126108023319557,-0.00220818694242463,-0.00984460639966072,"delicata","Red"
"7",0.0504295131555723,0.0200301388522377,0.0351695625164269,0.0237461798996082,0.0589031962685843,"delicata","Red"
"8",-0.723410819329238,0.0766377051607099,-0.0526514919827804,-0.0202103767199231,0.0159595004902453,"delicata","Red"
"9",-0.660396581536962,0.0523159704624721,0.00676869213065363,-0.0113262110217393,-0.032298127313993,"delicata","Red"
"10",-0.462666409114113,0.0531592109822154,-0.017558853294928,-0.0382581503047371,-0.0038640978331315,"delicata","Red"
"11",-1.20613828921348,0.0661741283064746,-0.0339280748943972,-0.0426713903017516,-0.0191526380216623,"delicata","Red"
"12",-1.08291874267604,0.0743157574537546,-0.0270689133886875,0.00896102694552541,-0.00719710926608252,"delicata","Red"
"13",-0.518761717378851,0.0545311262637041,-0.0338596740963993,-1.52658431539449e-05,-0.0301178341463871,"delicata","Red"
"14",-1.09729559162542,0.0759519860633796,-0.0426503700922744,-0.0427816956638395,-0.00344864315317731,"delicata","Red"
"15",-0.942624860056421,0.0650597978133052,-0.022104413108647,-0.00994134350437326,-0.0253404222742358,"delicata","Red"
"16",-0.400391786945568,0.0511611620252274,-0.0258122626045938,-0.0107872885889211,0.0123906108440838,"delicata","Red"
"17",-0.632843637617188,0.0673772206579195,-0.0209431274604361,-0.0176368858272587,-0.0193123692124946,"delicata","Red"
"18",-0.531582802704422,0.0482000726817672,-0.0271103660425724,-0.00711708795649577,0.00778474427384355,"delicata","Red"
"19",-0.74868687212281,0.0647681901432015,-0.027332412176904,-0.0179253585273389,-0.0205023242372093,"delicata","Red"
"20",-0.758976658883764,0.0554850671142357,-0.0255319043552787,-0.0175759465374041,0.00110459272828069,"delicata","Red"
"21",-0.834151262310431,0.0720671445048836,-0.0235930129516209,-0.024614289549762,-0.00159815797735998,"delicata","Red"
"22",-0.670442239403565,0.0628879699355084,-0.0216356556831635,0.00737816270200668,0.010281868309492,"delicata","Red"
"23",-0.510731619631357,0.0423232873882037,-0.0146312379992496,-0.0134461379427094,0.0076825853155071,"delicata","Red"
"24",-1.13471295960436,0.0828742312590611,-0.083515063194112,-0.00723858046341063,-0.0407566611933553,"delicata","Red"
"25",-0.911897609710888,0.0716444943313752,-0.00935106988350468,-0.0510820356157397,-0.0143157518734283,"delicata","Red"
"26",-0.761250995708242,0.0720845896243085,-0.0626807463923568,0.00560495705614196,-0.0151278163946681,"delicata","Red"
"27",-1.02263060007032,0.0740315543605129,-0.0398885783589676,-0.0413623101013723,0.00733513785016584,"delicata","Red"
"28",-0.843662363129477,0.0689563375546425,-0.048762362765333,-0.0188521087632799,-0.0251730069271383,"delicata","Red"
"29",-1.05177714121933,0.0710426886221641,-0.0323228740635055,-0.0304035053208992,-0.0122507446331219,"delicata","Red"
"30",-0.921121838830035,0.0816200843679634,-0.0558813714620193,-0.0359000939507818,-0.0212392010589765,"delicata","Red"
"31",-1.03170773462837,0.074154163943872,-0.0203711453886664,-0.0296815707745056,-0.0330315029617391,"delicata","Red"
"32",-1.41528861880223,0.0798699248806854,-0.0664379488978026,-0.0253611067580319,-0.0187624582969755,"delicata","Red"
"33",-0.892329082269858,0.0726799720988024,-0.0228915454816591,-0.0418282660805323,-0.0371567605782898,"delicata","Red"
"34",-0.315644570033123,0.0501248915689363,-0.0331950365475192,0.0127834710080312,0.0073652636684373,"delicata","Red"
"35",-0.514751420270849,0.0443348842310885,-0.0270861843707704,0.00821060774471681,-0.033380463683059,"delicata","Red"
"36",-1.02119077014976,0.0733452618803051,-0.022275180993363,-0.00910674602108935,-0.00603873490357227,"delicata","Red"
