"","temp","Associative_Trial","emmean","lower.HPD","upper.HPD"
"1","Cold",17.5459770114943,0.403241484855868,0.11387098083818,0.680678800298359
"2","Hot",17.5459770114943,0.613162155181416,0.294177987861984,0.885480640937222
