"","Intercept","Associative_Trial","Associative_Trial.trtCORTCold","Associative_Trial.trtControlHot","Associative_Trial.trtCORTHot","species_level","bias_level"
"45",-0.783366623116629,0.0586611891715259,0.0816897614078881,0.0666345720460826,-0.00354361683806521,"delicata","Red"
"46",-1.52515427937791,0.0874460826939277,-0.0222649401362638,0.024892910435805,0.00851168234373976,"delicata","Red"
"47",-1.60476680062397,0.091267008945716,0.00843222283370469,0.00195560271382447,-0.0428223366548553,"delicata","Red"
"48",-1.65958680665928,0.0918776040550352,0.0188228919311481,0.0202310010414278,-0.0386184873748521,"delicata","Red"
"49",-1.77756433273157,0.0593388465969224,0.0213378382219531,0.0610983360811876,0.0404339611130003,"delicata","Red"
"50",-2.0724961185052,0.0897758941847354,0.0349030412880595,0.000992871416687377,-0.0334785601994546,"delicata","Red"
"51",-1.87796731108327,0.0849234177412802,0.00724725636568706,0.0285054507657655,-0.0045245319349363,"delicata","Red"
"52",-1.99224649085019,0.0820845811856147,-0.0163297968164544,0.0296023057667333,0.00257891344822904,"delicata","Red"
"53",-1.73668724706688,0.0741880937800885,0.0264677344465254,0.0189918002516235,-0.047084035196844,"delicata","Red"
"54",-0.398952879909038,0.0397556550955325,0.0526011772402651,0.0578944668663613,0.0490441883751739,"delicata","Red"
"55",-0.454437629786441,0.0405590412028377,0.0530884379248264,0.0642902186135945,0.0473028239166064,"delicata","Red"
"56",-1.78463440881431,0.0824472380276124,-0.0126265333938867,0.0124245134524461,-0.00789752098109008,"delicata","Red"
"57",-2.30837934299015,0.0993669113534858,0.0181379435662107,-0.000626464304921869,-0.0438869098817519,"delicata","Red"
"58",-0.778086242479578,0.0405448273853226,0.0425853090293481,0.0729410331886903,0.06050102355639,"delicata","Red"
"59",-0.410368659594037,0.0368354079824444,0.0447418428735793,0.048417380549857,0.0764932892985708,"delicata","Red"
"60",-1.03437862428914,0.0577895640927931,0.0582412608741062,0.0613962738461962,0.0014937712406351,"delicata","Red"
"61",-0.816830282531884,0.0610039345578677,0.0243720480968166,0.0195767635564747,0.0256630581090382,"delicata","Red"
"62",-1.06446193630155,0.0635535373500585,0.0271103305607768,0.0225964046725195,0.0262826316940045,"delicata","Red"
"63",-0.938602706301934,0.0615260176872535,-0.0136524249706447,0.0564734529008148,0.00895701571264756,"delicata","Red"
"64",-0.870718662491403,0.0687880865228529,-0.00783075632745532,0.0627461601557414,0.00317284420441474,"delicata","Red"
"65",-1.53087435594339,0.0837875862191028,0.0580779818949321,0.0239550341267871,0.0223290258768209,"delicata","Red"
"66",-0.89083222286993,0.0550157200885192,0.0717192263652253,0.0696474259719313,0.0672918921910333,"delicata","Red"
"67",-1.07116047348388,0.074491987978555,0.0425600255961523,0.0490361581932376,-0.00150336173726042,"delicata","Red"
"68",-0.741480064143094,0.0460060547179315,0.0404144439138876,0.0506444664262485,0.0481903969825436,"delicata","Red"
"69",-1.21447872074412,0.0400905496874428,0.0805159867661684,0.0698219796209635,0.0577342214413351,"delicata","Red"
"70",-1.58464981037377,0.0654067848481285,0.039970766823888,0.0815623378160214,0.00556252724765505,"delicata","Red"
"71",-1.18005573325955,0.0688881747403067,-0.0138045506952619,0.0357038956981671,0.00508605061544173,"delicata","Red"
"72",-0.723639251896508,0.028785831307708,0.0755866054991657,0.0489347403421223,0.0276405196763825,"delicata","Red"
"73",-1.48885681777114,0.0559597298821009,0.0244122951556192,0.0449617127767308,0.0199071983298233,"delicata","Red"
"74",-1.34203403761615,0.0630728070405724,0.0511948926191577,0.0581129778349636,0.0182798944316658,"delicata","Red"
"75",-1.19768364335072,0.0481731427875478,0.0234246957680738,0.0543607109135894,0.0315912565521531,"delicata","Red"
"76",-0.479259944183935,0.0389804471292468,0.0950738413551774,0.0628368469859919,0.0449054874695082,"delicata","Red"
"77",-0.780526991265518,0.0437610048807214,0.0558002070757325,0.0538533048822954,0.0247912381165541,"delicata","Red"
"78",-1.17653116456816,0.0758288991362925,0.032478182120849,0.0293377363080137,-0.00214706917473003,"delicata","Red"
"79",-1.48340803519979,0.0873945283867385,0.00539045700193502,-0.0159516557958649,-0.0312224268285915,"delicata","Red"
"80",-1.71417332218732,0.0963180356429243,0.0152364364611471,0.00732892469129388,-0.0422724318756778,"delicata","Red"
"81",-1.46088214733106,0.0781032962759946,0.0149578663579532,-0.0261555798796812,-0.0410765914811155,"delicata","Red"
"82",-1.34079930869802,0.0661933910295854,0.0351712727429445,0.0680286812933828,-0.00471666716018717,"delicata","Red"
"83",-1.23057473367303,0.0681663276974999,0.0268359062485183,0.00386920188921185,0.0241922059315363,"delicata","Red"
"84",-1.24415109233672,0.0748887479349644,0.0155933284128824,-0.0162092291000629,0.0154761797681553,"delicata","Red"
"85",-1.93486581778891,0.0727375790518934,0.00131655184895926,0.0311591379091302,0.00923115243371981,"delicata","Red"
"86",-2.18941991726089,0.0955549117032454,0.0280232160440209,-0.00339409323326839,-0.0551685330064645,"delicata","Red"
"87",-1.34736062954692,0.0668573044019874,-0.00344546045183969,0.0413193944101465,0.0172210527083424,"delicata","Red"
"88",-2.006840415306,0.0890807168730304,0.0208927773799646,0.0367088860362875,-0.0398577095053662,"delicata","Red"
"89",-1.90306477200768,0.0773955366414912,0.0207616344055757,0.0213403879019047,0.0112801617070877,"delicata","Red"
"90",-1.56762744984253,0.0649794466670909,0.0738483475780304,0.00736784213908438,0.023666067724405,"delicata","Red"
"91",-0.852453582297966,0.0585423375156361,0.0260643178051953,0.0541616286854449,0.00974680775161791,"delicata","Red"
"92",-0.834513735104813,0.0602042195245077,0.0201943476704208,0.0119763744530144,0.0286696914111139,"delicata","Red"
"93",-1.72150393542275,0.0923347113409009,0.00980936107298026,0.0468613368351642,-0.019809184447818,"delicata","Red"
"94",-1.2264698743904,0.0600352914086176,0.0204845116628752,0.0258484027487161,0.0118266272924795,"delicata","Red"
"95",-1.5329388630114,0.0738375584603215,-0.00716151450293434,-0.0229526994671472,0.00427226758801096,"delicata","Red"
"96",-1.56860596240031,0.0712783510507902,0.039916211435999,0.0185421371880073,-0.0222314814694984,"delicata","Red"
"97",-1.9510512665123,0.0958458014608061,-0.0438366917154807,0.0132898812945504,-0.0221837884025651,"delicata","Red"
"98",-1.62918397846109,0.0859990050958207,0.00193818442770417,-0.0268386426080371,-0.0211304397147378,"delicata","Red"
"99",-1.42473448375463,0.0788438111160688,0.0351199104477251,0.0217409177049304,-0.0195157958766752,"delicata","Red"
"100",-0.453023468227646,0.0386396466380299,0.0486794538582598,0.0781335362218873,0.0394823448871754,"delicata","Red"
"101",-0.427478642316786,0.0368704479141401,0.0361212658470706,0.088364041507278,0.0563561382584929,"delicata","Red"
"102",-1.08760252053299,0.0581143812999428,0.102829791788556,0.0746761703867743,0.00809299254865653,"delicata","Red"
"103",-0.658860161835416,0.0449878748953203,0.0796615582184465,0.0401514022060393,0.038633623728437,"delicata","Red"
"104",-1.71524378725509,0.10679177413074,0.000909805210777565,-0.00743721236881765,-0.0746864813331962,"delicata","Red"
"105",-2.04525350488866,0.107955513150467,0.00948454472693898,-0.0325129530801835,-0.0443829235137506,"delicata","Red"
"106",-2.1043408887702,0.104823026173041,0.0100014171273023,-0.0427088554986387,-0.0371164172904863,"delicata","Red"
"107",-0.235550478002916,0.0235081377895673,0.0506884225157007,0.109244264842845,0.0187335091395224,"delicata","Red"
"108",-0.886335940341904,0.0317449271213062,0.0718787197513808,0.0729397172809777,0.0320299976775527,"delicata","Red"
"109",-0.152978320418284,0.0332840879165628,0.0866947801991623,0.0477036215498778,0.0273549871558194,"delicata","Red"
"110",-0.557396034906482,0.0626725269112436,0.0620019009331779,0.0490577085551673,0.0491658053985968,"delicata","Red"
"111",-0.903617981363406,0.0474857281982082,0.0609763639637349,0.0761232295778745,0.0403021988092377,"delicata","Red"
"112",-0.922604187599661,0.0591123834893989,0.0631495103274528,0.0395085286819876,0.000308897474349112,"delicata","Red"
"113",-1.59969652964049,0.0770685055624633,-0.0308837738605636,-0.0165689953420157,-0.00347347211334121,"delicata","Red"
"114",-1.09032999459183,0.032311892782967,0.0913517148314719,0.108802637698449,0.0161307852053615,"delicata","Red"
"115",-1.75188402048232,0.0875503822538728,0.00532879320831666,0.00108351308350213,-0.0276775606273104,"delicata","Red"
"116",-1.51065329130043,0.0823174223585661,0.00469007217231318,0.00977370421254993,0.00727295771973059,"delicata","Red"
"117",-1.09912476160599,0.051036261432635,0.0606325811066989,0.0193855031579554,0.0643397156359538,"delicata","Red"
"118",-1.34411562507535,0.067860353148033,0.0508101587661748,0.0875644718309536,-0.0105789166892493,"delicata","Red"
"119",-1.24732219847886,0.0598617297058495,0.0354311780242578,0.0484828314714628,-0.0234773882918092,"delicata","Red"
"120",-1.16400135611384,0.0400032978057912,0.0667619340154069,0.0644586583468036,0.0531450035423574,"delicata","Red"
"121",-1.5207010702756,0.0452182593770984,0.057293941136192,0.0488580053887509,0.00740570999068248,"delicata","Red"
"122",-1.0687052370727,0.0602726861933449,0.0150512400009217,0.0349362251158408,0.0036390570746458,"delicata","Red"
"123",-2.02352651287947,0.0842547780669371,0.0170997271103918,0.0224200651419696,-0.00931204834379143,"delicata","Red"
"124",-2.22264506331377,0.080154568181397,0.0335114883401724,0.0177388611354078,-0.00323128470842566,"delicata","Red"
"125",-1.33406654251243,0.0822543962647057,0.00749299828672727,0.0404873407743481,-0.0172050939038533,"delicata","Red"
"126",-0.840828715082225,0.0368910901487356,0.0749660777163641,0.0773759326595235,0.0274044407430308,"delicata","Red"
"127",-1.25748266180667,0.0608690724641605,0.0108529987022924,0.0848618817420724,0.0749782155694142,"delicata","Red"
"128",-1.12856265059181,0.0640876212146429,0.0756106594506663,0.045530901591616,0.0108028555843724,"delicata","Red"
"129",-0.729715935521767,0.0300095013080433,0.0527897203790236,0.09937457105305,0.0531003149345199,"delicata","Red"
"130",-1.13657145848191,0.0359343636321543,0.0504039647193478,0.036404843365541,0.014079880111225,"delicata","Red"
"131",-1.3156007493162,0.0692121681674135,0.0440607199414167,0.0345902771292628,0.0226986045302046,"delicata","Red"
"132",-0.491270185774295,0.0347850995729711,0.102955633804761,0.108106900401808,0.0452948678222581,"delicata","Red"
"133",-0.952649409412141,0.0480077710907708,0.0462397844030685,0.0256738983017223,0.00947467892687299,"delicata","Red"
"134",-0.777604479699035,0.0756557509604671,0.00161613032826059,0.0620492062309428,0.0233171182038004,"delicata","Red"
"135",-1.01792703803189,0.0602275312952943,0.057190585462002,0.0270947684477645,0.012987127236539,"delicata","Red"
"136",-0.95098430652166,0.0481283015747696,0.0457479190103795,0.0965316090550521,0.0385999321522855,"delicata","Red"
"137",-1.59318250038263,0.093543338111933,0.0177191249698893,-0.0183385037477239,-0.0233145187802293,"delicata","Red"
"138",-2.07295733184054,0.0764842705003518,-0.00272527846122813,0.0576852987519187,0.00242919919128177,"delicata","Red"
"139",-1.85605979521489,0.0696957701620462,0.0487522961711325,0.041731844856404,0.00678526187604073,"delicata","Red"
"140",-1.44960975857936,0.0644103999851678,0.0227968643006363,0.0373250781955414,-0.00224991127593598,"delicata","Red"
"141",-1.03629506957321,0.0546606725435605,0.0745968346948536,0.0190767935874468,0.00715725798921567,"delicata","Red"
"142",-1.08717007543063,0.0931807096835742,0.00446672264690314,0.0202417580016912,-0.0162876205817377,"delicata","Red"
"143",-1.68956569017811,0.0622499014471929,0.0595309106033722,0.0388487569725287,-0.0016986931356871,"delicata","Red"
"144",-1.6406245573308,0.0747426551742816,-0.00393590722996429,-0.00211299994667077,0.0243539700265808,"delicata","Red"
"145",-1.37116266602549,0.0632316587109685,0.0499948046493356,0.0441975283320843,0.0152577774590518,"delicata","Red"
"146",-0.835121254889073,0.0414017264456137,0.0673358319063807,0.0432684125025905,0.0289828004267295,"delicata","Red"
"147",-0.716992171938748,0.0571118191211975,0.0409088530527433,0.0523465089008799,0.0340951798103972,"delicata","Red"
"148",-1.3388932199254,0.0701730654476533,0.00682529889258463,0.0742479925583044,-0.00966505559548852,"delicata","Red"
"149",-1.82076864791953,0.0689087571153977,0.0439928741136578,-0.00123217719519816,0.00712511213610276,"delicata","Red"
"150",-1.49146431498508,0.0663076196683201,0.0513159784092094,0.0399356130601458,-0.00609273253442499,"delicata","Red"
"151",-0.615864811021003,0.0564879656529757,0.00913148607230958,0.0629783170455387,0.0439194982036578,"delicata","Red"
"152",-1.09278260990099,0.0554126578707221,0.0941062009697347,-0.00152193315318281,0.00974418889391174,"delicata","Red"
"153",-0.815324263058627,0.0415332681859906,0.0875637099821365,0.049092433539353,0.0231363339877732,"delicata","Red"
"154",-0.0789393007652672,0.0541609311659426,0.0364003033679933,0.0571959642283614,2.92901441091036e-05,"delicata","Red"
"155",-0.508536773463218,0.0741868312880089,0.0364898153695369,0.0486679993154954,-0.0101562683140805,"delicata","Red"
"156",-0.664569634754337,0.0692587437873869,0.0443717695870675,0.0219258324559213,-0.0125864722811993,"delicata","Red"
"157",-0.391997141668351,0.0282349566757307,0.0474108072685589,0.0625980445828682,0.0287748283864307,"delicata","Red"
"158",-1.10337434082437,0.058139394051876,0.0363647206567564,0.0473939742074403,0.00979084124711515,"delicata","Red"
"159",-1.15067625132756,0.0458467411911902,0.0483003129927245,0.0409302929620883,0.0361424978305729,"delicata","Red"
"160",-0.97514788101316,0.0387465843560614,0.0571906248440837,0.0809882861303515,0.087953165452356,"delicata","Red"
"161",-0.486867247145068,0.0216079747072652,0.0783084153055714,0.0723286925320291,0.0230151176716609,"delicata","Red"
"162",-1.38060142460236,0.0705909419655967,-0.00150835391102271,0.00953792319112094,0.000944772837704442,"delicata","Red"
"163",-0.902859380626019,0.0461101900093407,0.0466028560495891,0.0620964569223159,-0.00324939275845533,"delicata","Red"
"164",-1.43583557419968,0.072848322296216,0.0297036040779898,0.0217508379938542,-0.00767345889049402,"delicata","Red"
"165",-1.85421674922374,0.0700965676352195,0.0161548382956627,0.00567590667592392,-0.0285423478808573,"delicata","Red"
"166",-1.67663498586693,0.0907118906481993,0.000488162621081976,-0.00738068266223536,-0.0121733944068835,"delicata","Red"
"167",-1.33951696928162,0.0782335533058162,0.016468368121623,0.0253938881690684,-0.011610541421101,"delicata","Red"
"168",-1.37178252370878,0.0728660012622071,0.0723152439436865,0.0211495878896232,-0.00415230505221907,"delicata","Red"
"169",-1.07879108077326,0.0672673000658998,0.0337312401933319,0.0168760177227439,0.00614145390063648,"delicata","Red"
"170",-1.44856027177687,0.0840070562378599,-0.00316139263572706,0.0195962448798842,-0.0205641626537314,"delicata","Red"
"171",-1.44117605377777,0.0682774353610068,0.0357108079993214,0.00846749935124929,-0.0100964558951073,"delicata","Red"
"172",-0.910081232325377,0.0767139690092122,0.0416610960123456,0.0319640232968382,0.0145025665161865,"delicata","Red"
"173",-1.2706953339794,0.0674601229800049,0.0241117826169505,0.00668979564762646,0.0186492022459026,"delicata","Red"
"174",-1.93765939642717,0.0886642632612665,0.0743292788669074,0.0543979936484521,-0.0354665463479951,"delicata","Red"
"175",-1.18175609411161,0.0687207282770321,-0.017219638580114,0.0112489310573159,-0.00342291487680358,"delicata","Red"
"176",-1.66675777536441,0.0717185758946364,0.0078310056780062,0.0150602592304785,-0.00669602849142222,"delicata","Red"
"177",-1.11753723365751,0.0641415218981478,0.0329867566646117,0.0470912750441713,0.0120280519364224,"delicata","Red"
"178",-1.01752788406429,0.0539422313213442,0.0239907258721321,0.0316962644342063,0.0205401158895809,"delicata","Red"
"179",-2.04430384659124,0.100928581592722,0.00406655844247249,0.0356323082066335,-0.0079164503588512,"delicata","Red"
"180",-1.39522260932103,0.0726460542743697,0.0196831192421103,0.00684222484509664,-0.0198797137426801,"delicata","Red"
"181",-2.14021133365579,0.0872097570633081,0.0198144000711003,0.0227856715204007,-0.018041370765204,"delicata","Red"
"182",-1.46541270600007,0.0743145729679927,0.034067176543929,0.0409091092762886,-0.038006645776952,"delicata","Red"
"183",-1.70450059644288,0.101082051204965,-0.00810273697783767,0.0104922308839683,-0.00732118601304456,"delicata","Red"
"184",-1.83194676150595,0.0619137593663948,0.0591513734190464,0.0232954559820319,0.0166946508466226,"delicata","Red"
"185",-1.83791810125346,0.0986687796481657,0.0187769977651314,0.0182895729046201,0.0151403866989963,"delicata","Red"
"186",-1.32722457498477,0.0671713999585233,-0.0394866218917982,0.0434906185858782,0.0182170015082618,"delicata","Red"
"187",-1.08285751716679,0.0773795829378622,-0.0296820275158863,0.0405891500218763,0.0150489906846039,"delicata","Red"
"188",-1.97791333648847,0.0772748191037394,0.035152774021795,0.0291301340727507,-0.0361748999690625,"delicata","Red"
"189",-1.22377708577584,0.0687861549915221,0.0158498119019976,-0.00608060468001945,-0.0176791279370912,"delicata","Red"
"190",-0.975990058604725,0.0662820629373827,0.041093090213849,0.078985716993318,-0.0199197301202935,"delicata","Red"
"191",-1.05675102934224,0.0599168961847555,-0.0112312210056384,-0.00110381902561504,0.0568153629525245,"delicata","Red"
"192",-1.57183568715042,0.0812548945069834,-0.00291038934449954,-0.0118391517065213,-0.0503137238888882,"delicata","Red"
"193",-1.56140830091723,0.0684223701971849,0.0291669528261524,0.00730921457636516,0.0175948399595422,"delicata","Red"
"194",-1.51963720803296,0.0581588199741086,0.023893654289068,0.0566265902081457,-0.00068722896065823,"delicata","Red"
"195",-0.355321833780425,0.0516713694899455,0.0590992613774852,0.0260881202303042,0.00748005198977839,"delicata","Red"
"196",-1.22968372428063,0.061315826766973,0.0368424341562364,0.0660937251090099,0.0151038145210538,"delicata","Red"
"197",-1.78802626398778,0.0619319572775357,0.0105093765884454,0.0397835083207927,-0.0530234544807513,"delicata","Red"
"198",-1.67249403735818,0.0830016093912872,0.0189774113465084,0.0156256790679912,-0.0360626332795786,"delicata","Red"
"199",-1.01709355756949,0.0610385095001637,0.0436789289578441,0.0626038327621598,-0.00154855875957193,"delicata","Red"
"200",-1.05875842541148,0.0687899662978665,0.0401525787596621,0.0157889344570593,0.0205209064557242,"delicata","Red"
"201",-1.87682839313545,0.0832937532934513,-0.0113609275451761,0.0357092796252684,-0.0387246348833463,"delicata","Red"
"202",-1.34390910211588,0.0813921205464204,0.0187596122029735,-0.0026862252789865,-0.00275986849658779,"delicata","Red"
"203",-1.29222442789215,0.081803816489721,0.00734644366940871,0.00137820177905389,0.00260280204803469,"delicata","Red"
"204",-1.90898262055786,0.0789222706302072,0.0301493291563102,0.039296105560861,0.0133234831894899,"delicata","Red"
"205",-1.08588060518615,0.0601863780675011,0.0347374996958805,0.0375041494001463,0.0197348392144251,"delicata","Red"
"206",-1.19467506627752,0.0775165978918307,0.0405617847323814,0.0487153345634278,0.0169295627404994,"delicata","Red"
"207",-1.14502294705828,0.0683004096141179,0.034440330375613,0.0443328793396778,0.0120650554501793,"delicata","Red"
"208",-1.03807521368388,0.0672749883277444,0.0341351811774931,0.0464751107864745,0.011367199167067,"delicata","Red"
"209",-1.66408596067772,0.0837760872169755,0.0340141178825351,0.0194139788472018,0.0310028290139166,"delicata","Red"
"210",-1.39339604540828,0.097855471373511,0.0130228315908574,0.0142733041776739,-0.00989936806634371,"delicata","Red"
"211",-1.24781813623898,0.0662081485558836,0.00835800593597529,0.0236318916458221,-0.0112797909236662,"delicata","Red"
"212",-1.81158476715122,0.0954262488414539,0.0482179591031263,0.0109692861870593,-0.0185969408328054,"delicata","Red"
"213",-0.88231541693505,0.0614433063950355,0.0353688078114156,0.0531894652951246,0.0502746203666368,"delicata","Red"
"214",-0.578078086228043,0.058952964603104,0.0538012749055422,0.0389625536656892,0.0389104080455329,"delicata","Red"
"215",-0.30689133255357,0.0201047453981789,0.0709718784573492,0.0927018684224046,0.0365068252952934,"delicata","Red"
"216",-0.956190006934126,0.0460970500719577,0.041947013603022,0.0204956702663406,0.0366473008736827,"delicata","Red"
"217",-1.51011471933293,0.0864573906823564,0.00726429819713507,0.040759998628574,-0.026341468106299,"delicata","Red"
"218",-1.24780059790622,0.0450069905916024,0.0177618014939265,0.0346944024873303,0.0159292844481365,"delicata","Red"
"219",-1.76913700846824,0.0842185208249429,0.0418664679346885,0.0373705903021777,-0.0236193114228912,"delicata","Red"
"220",-1.46058059873734,0.0709033054513817,0.0494154158266356,0.0178720140701036,-0.00976273075304746,"delicata","Red"
"221",-1.19139841093092,0.0786858119572603,0.0299254633445458,0.0070287640295292,-0.0298139414468067,"delicata","Red"
"222",-1.29874908050149,0.065916403692177,0.0120988224949,0.0485184763143853,-0.0103868521765234,"delicata","Red"
"223",-1.07126419092994,0.0534565658915566,0.0229826454216173,0.053512087980458,0.0341549812990597,"delicata","Red"
"224",-1.16506334170612,0.0593510789963952,0.00936961794077179,0.054860244856825,-0.0070745044253964,"delicata","Red"
"225",-2.00255104048616,0.0850251277022863,0.0317158174478586,-0.00289815189039083,0.00758563233374898,"delicata","Red"
"226",-1.4206163247049,0.071752287749037,0.0175416126809509,0.0452551375264153,-0.0134590754866868,"delicata","Red"
"227",-0.795035318823439,0.0402906256986832,0.0325124071720003,0.0537691969962765,0.0473275501317645,"delicata","Red"
"228",-0.905623364748591,0.0455006838652285,0.0730421733259545,0.0348894481413573,0.000542946619233154,"delicata","Red"
"229",-1.12314498632469,0.0688372936866807,0.0183698123160286,0.0493952078062649,0.0126590930951629,"delicata","Red"
"230",-1.4432699529709,0.0593499030348028,0.0072427517402627,0.0632875173707972,-0.021032294562274,"delicata","Red"
"231",-1.75139488700709,0.0792986596840781,0.0299654640711262,-0.0257310321122735,0.0439635955977418,"delicata","Red"
"232",-1.14315606272133,0.0541251315099544,0.0159996895353732,0.0625274315627062,0.0112621571714043,"delicata","Red"
"233",-1.49213438546277,0.0926183953159991,0.000656443225335804,0.0295855537843232,-0.0489147812056909,"delicata","Red"
"234",-1.72021838878938,0.0751071863461375,0.0207760981908403,0.0157676499619037,0.0170639928172783,"delicata","Red"
"235",-1.16042291003127,0.0703742374959901,0.0459021808467237,0.0234026093220489,0.00125454357817449,"delicata","Red"
"236",-1.07313398965091,0.0776922972588677,0.0311695484944166,0.0231798050499828,-0.00892607182966037,"delicata","Red"
"237",-1.00645909512154,0.0696632810944605,0.0280238503505707,0.0119225979027231,-0.020026267740759,"delicata","Red"
"238",-1.50446475926557,0.07395621779193,0.0064606880360132,0.0190068041973176,-0.0178632296383669,"delicata","Red"
"239",-1.17025173167878,0.0432939762886738,0.0223884199082782,0.0604841236783626,0.00445573644811825,"delicata","Red"
"240",-1.13582437152044,0.0463909093624736,0.0182159602772665,0.0685439890596399,0.00132838980716104,"delicata","Red"
"241",-1.21898758891631,0.0958283642919041,0.0474464553821846,0.00654718687426674,-0.00707651526091968,"delicata","Red"
