"","X1.b_Associative_Trial","X2.b_Associative_Trial","X3.b_Associative_Trial","X4.b_Associative_Trial","treatment_level"
"1",0.0208980343301746,0.0106144959631399,0.0276702088019033,-0.0115358710468724,"CORT Hot"
"2",0.0207317843255322,0.012282177002076,0.0273466836540111,-0.0100929839896912,"CORT Hot"
"3",0.017703090067879,0.0239181771790774,-0.00676941675146631,-0.013800917757873,"CORT Hot"
"4",0.0151057912336501,0.04070596473174,0.000868251987537954,-0.00900450952755306,"CORT Hot"
"5",0.0153504755962885,0.045948887181775,0.0207087696576335,0.0120898656380267,"CORT Hot"
"6",0.0217827873965302,0.032589109165753,-0.00131863116674834,0.0270550997109771,"CORT Hot"
"7",0.0201993196797924,-0.00050527962962496,0.0364345179681812,0.0280705033912795,"CORT Hot"
"8",0.0201447625864846,0.00776896778046065,0.0365401358403693,0.0255351105923242,"CORT Hot"
"9",0.0217640740833399,0.0249088306051678,-0.0394209048709265,0.0220751006450214,"CORT Hot"
"10",0.0312173592458568,0.0296803149982149,-0.0321665613096454,0.012526610610003,"CORT Hot"
"11",0.0158179785993641,0.038584796958333,0.0386654066810554,0.0317247121815398,"CORT Hot"
"12",0.0460292121512409,0.0250094894680908,0.0450512663543205,0.0389483055327753,"CORT Hot"
"13",0.00683978860486399,0.0109545322960884,0.0465816680846585,0.0437711814542419,"CORT Hot"
"14",0.0188283973463319,0.0523426726641129,0.0466154029871108,0.00102525849957411,"CORT Hot"
"15",0.00685601109891161,0.0708426029603361,0.0466699427639068,-0.00266120314356152,"CORT Hot"
"16",0.00426886095880333,0.0469634369920187,0.0432092621773755,-0.00527373876940841,"CORT Hot"
"17",0.00495273602150705,-0.000680842107984047,0.0296487878387325,0.0162021037677811,"CORT Hot"
"18",0.0351725054798697,0.00655966028228976,0.0399299696615558,0.0207394427584238,"CORT Hot"
"19",0.0350671365422204,0.00925074401423008,0.00921368826030654,0.0260189501173102,"CORT Hot"
"20",0.0351130734810285,0.0194948357727361,0.0245537926975885,0.0228161898043396,"CORT Hot"
"21",0.0130832790912814,0.018389921743661,0.0247480440370021,0.0133343787041572,"CORT Hot"
"22",0.0123787454133043,0.009135267522392,0.0475086852113656,0.0126779841780543,"CORT Hot"
"23",0.00273241936041756,0.00435212335737885,0.0255248878643791,-0.0140065564856041,"CORT Hot"
"24",0.0466810674695099,0.0343287390989422,-0.00458200269981704,0.0422014714908955,"CORT Hot"
"25",0.0433735709044283,0.0359121581335287,0.0171016543820419,0.0427902196830373,"CORT Hot"
"26",0.016214305602864,0.03445100992675,0.0386085230232873,0.0456005149618471,"CORT Hot"
"27",0.0227026344482988,0.0349472698140546,0.0373182851063769,0.0286890315170605,"CORT Hot"
"28",0.015115947094619,0.0273484529985399,0.0397224305544827,0.0240686864891486,"CORT Hot"
"29",0.0154763787503717,0.0279027184462413,0.0294368900198045,0.00594811464745271,"CORT Hot"
"30",0.0141570440017203,-0.00109391798767875,0.0361195182059129,0.0262408141267286,"CORT Hot"
"31",0.0274255684605488,-0.00171167360629397,0.0330597175079486,0.023531959440327,"CORT Hot"
"32",0.0279098093895606,0.016504003328321,-0.0116204517034782,0.0349480600737736,"CORT Hot"
"33",0.0125417305645317,0.00694609269480779,-0.0142318140330513,0.0154411319075443,"CORT Hot"
"34",0.0104862938085631,0.0405580013402902,-0.015973459726738,0.0106524306935498,"CORT Hot"
"35",0.00835836161237402,0.0423086562823579,0.0467935698892562,0.0229959817547219,"CORT Hot"
"36",0.0224212487556491,0.0153978738181661,0.0440297785811527,0.0192484813673149,"CORT Hot"
"37",0.0256926463522311,0.0270991058387223,0.0277206438461937,0.0304472746432387,"CORT Hot"
"38",0.026187002481735,0.0251333709767748,0.0512177249761948,0.0262240855379078,"CORT Hot"
"39",0.0226008973709069,0.019186316091948,0.0578154637124139,0.0261973445112649,"CORT Hot"
"40",0.0321513478981183,0.017986614127632,0.00309622574648296,0.0247775458035007,"CORT Hot"
