"","x"
"182",0.00333251971880749
"183",0.00738773785851103
"184",0.022889521280223
"185",0.0175329509933054
"186",0.00242875697999193
"187",0.00452148280327892
"188",0.00661216956144471
"189",-0.00266520413309344
"190",-0.01044492969396
"191",0.00293665937968641
"192",0.00431089737946956
"193",0.0160701339101689
"194",-0.00291102639275344
"195",-0.000339067258264024
"196",0.00453601685042161
"197",0.000659793412300201
"198",-0.00150352256413459
"199",-0.00513864530582631
"200",-0.000704946598804481
"201",0.000624275426473794
"202",-0.00327216595679921
"203",0.00260478238188914
"204",0.00428094477846923
"205",0.00856930068276546
"206",-0.000205633681061706
"207",0.0031659158901074
"208",0.00394773039828317
"209",0.00700388238046408
"210",0.00585018818345574
"211",-0.00278033150285112
"212",-0.00410183711545274
"213",-0.00654640496516595
"214",0.0198697282171408
"215",-0.00189632241265314
"216",0.00823904946936502
"217",0.0181264900042075
"218",0.0118283220321887
"219",0.0173584697959775
"220",0.0016381952063628
"221",-0.00953987958906964
"222",-0.0146944110718771
"223",0.00478371632082928
"224",-0.00967584677411602
"225",-0.00878331691209296
"226",-0.00941428591715621
"227",0.0228044356069407
"228",0.0128862420467616
"229",0.019191871536858
"230",0.0138395936620054
"231",0.00360540442885617
"232",0.00668115896971053
"233",0.000315838532601149
"234",0.00523452116813561
"235",0.00277817231164633
"236",-0.0038624669238179
"237",-0.0115330189506704
"238",-0.00111192616276891
"239",0.0172449387357366
"240",0.00725159041632981
"241",-0.00441578892672881
"242",-0.00552516563409061
"243",-0.00664423118794047
"244",0.0153790542709059
"245",0.00235316942823459
"246",0.00758154236383698
"247",0.00401946373798081
"248",0.0179577859660686
"249",0.010673022357034
"250",-0.00251176025088676
"251",-0.00149788289495919
"252",0.016318931117667
"253",0.0158764626075632
"254",0.00748054852545576
"255",0.00894801053093104
"256",0.0108812346261555
"257",0.00364665928430874
"258",0.00102136777254003
"259",-0.000123236957468917
"260",0.00229687203110357
"261",-0.00793300724443739
"262",-0.0100491799455736
"263",-0.014914525251716
"264",-0.00356246046487615
"265",0.00255148383077592
"266",0.00232998524592957
"267",-0.00416608501485192
"268",-0.00119480955628306
"269",-0.000865501611693065
"270",0.0088551825931517
"271",0.00832137380220653
"272",-0.00889031412437288
"273",-0.000603254681524142
"274",0.000168690114341497
"275",0.00192074085092881
"276",0.00288584516443757
"277",0.0166703773554244
"278",-0.00787667801997877
"279",0.0150981215893661
"280",0.0243285160739795
"281",0.00632418005550036
"282",-0.00738650662260724
"283",-0.00458386925097229
"284",0.0150684619287931
"285",0.0158689498262264
"286",0.0162320667075688
"287",0.00802708118467413
"288",0.00879417221890764
"289",0.00607048648041924
"290",-0.01038851373699
"291",0.0136077134497503
"292",0.0173727050018068
"293",0.0173043321287751
"294",-0.00344298476867312
"295",-0.0074813778430291
"296",0.00562755550848541
"297",0.00347327625339801
"298",-0.00710871403877138
"299",-0.00615436409164898
"300",-0.00238015206844445
"301",0.0262522760321767
"302",0.0137292412556458
"303",0.0141075764458071
"304",0.000595529965582437
"305",-0.0156609647148275
"306",0.00489412680988103
"307",0.00215079016294903
"308",-0.000159846227184132
"309",0.0219842366806144
"310",0.00883158528253369
"311",0.0171256893693196
"312",-0.00308481573586534
"313",0.00361215943753774
"314",0.00690722366968076
"315",0.0146545580985601
"316",0.0102567129537045
"317",-0.00273104064724824
"318",-0.0114823995878591
"319",0.00761572692782133
"320",0.00794505581362027
"321",0.00652162533163002
"322",-0.013718455072012
"323",-0.0117641735916928
"324",-0.0157579256735215
"325",-0.0029863228787873
"326",0.0138687434521689
"327",-0.00645096787791339
"328",-0.000317210626105502
"329",-0.00632551841784347
"330",0.00982204521041954
"331",0.0209694032506843
"332",0.0201525334520777
"333",0.00454939505132524
"334",-0.00819672788953423
"335",-0.00618729148603218
"336",0.000131426195399386
"337",0.00133095343710634
"338",-0.0108508678490536
"339",0.00523778854343615
"340",0.0136981039977011
"341",-0.0106127818082005
"342",0.00722556764986409
"343",-0.0142922438653848
"344",0.00176774765589585
"345",-0.00568503674068676
"346",-0.000749508535962528
"347",0.00325458907697606
"348",-0.00111301373084021
"349",0.0151276521754913
"350",0.00597008159776909
"351",0.0202326102861969
"352",0.0173852947062879
"353",0.00575149291348222
"354",-0.000813371047059023
"355",0.0120737450055603
"356",-0.00561782843623025
"357",0.00335384458338657
"358",-0.00475583338266632
"359",-0.00275872976670055
"360",0.000287239516928842
"361",-0.000616481828385671
"362",0.00993561434239197
"363",-0.00516663864390628
"364",0.0168776230106839
"365",0.00248645163036516
"366",-0.000101803637587648
"367",0.014918884933284
"368",0.0122178985179797
"369",0.0144293964462282
"370",0.0138793254887606
"371",0.00500584084917714
"372",0.00326897528548553
"373",0.000989956859665034
"374",7.91651562926669e-05
"375",-0.00933366229065257
"376",-0.00239602372678125
"377",0.00706904693922377
"378",0.0114196982427335
"379",0.000764906449115874
"380",0.00253585865295859
"381",0.00787967247646443
"382",0.00598176710959264
"383",0.00616966724467971
"384",-0.00113536265584438
"385",-0.00763425775770706
"386",-0.00871491179702084
"387",-0.00459668817720391
"388",0.00567150024475035
"389",0.000540293690374721
"390",-0.00541608901108526
"391",0.00558478981196618
"392",0.00809577388524369
"393",0.00198468254192497
"394",0.0119152192660255
"395",-0.0108696818336781
"396",0.00252810161450763
"397",0.013246628932484
"398",0.00515867432478864
"399",-0.00354216907912562
"400",0.00279117086194648
"401",-0.00305640277933754
"402",0.00985072296516464
"403",0.00348564714892856
"404",-0.00781022819572133
"405",-0.00699133500937872
"406",0.00260339143207289
"407",0.00212470377669209
"408",-0.00274748646106649
"409",0.0130138118267915
"410",0.0104625481785813
"411",0.0087492665028564
"412",-0.00232452377639731
"413",0.00784546593694024
"414",-0.0111805094214612
"415",-0.0166066150303179
"416",0.00641605817492217
"417",0.0150547168774802
"418",0.00423559232961833
"419",0.0108577944030374
"420",0.0145652937549613
"421",0.00986421682737896
"422",0.0132389478343621
"423",0.0130531124672713
"424",0.0121269537237054
"425",0.00290932505610976
"426",-0.000823031386037566
"427",0.00362381740678477
"428",-0.00938749658892033
"429",-0.00883369679255563
"430",-0.00219514727755852
"431",0.0106912804386525
"432",-0.00343622984768091
"433",-0.0055662909414697
"434",0.00177766759260874
"435",0.0143240645151389
"436",0.00964447514929649
"437",-0.00192768498196849
"438",0.00752514941768678
"439",0.000395061228425413
"440",-0.00302127982269713
"441",0.015697468808244
"442",0.00751338958435465
"443",0.0203230897868139
"444",0.00883523727992398
"445",0.0198539485888942
"446",-0.00463513795488418
"447",-0.00265058886550475
"448",-0.00355094129447618
"449",0.00100297519324811
"450",0.00456155464526317
"451",0.000137327763264876
"452",-0.00835909616689607
"453",-0.0217742312902342
"454",0.00721341923766906
"455",-0.00234705635913652
"456",0.00335792725911346
"457",0.00616621149939787
"458",-0.00294231803831048
"459",-0.0119351429927763
"460",0.000184716408503916
"461",-0.00841725904353477
"462",-0.00517565816149578
"463",0.00856678583147613
"464",0.00732694733447912
"465",-0.00623869944952774
"466",0.00434407807923657
"467",0.000995018998656755
"468",0.0111782296840555
"469",0.0115767954042738
"470",0.00937335936380078
"471",0.00606691455987887
"472",-0.00576067436171592
"473",-0.00435531579157185
"474",0.00172403997686082
"475",0.01564263178029
"476",0.0107890940301484
"477",0.00326893959903702
"478",0.0167290730108142
"479",0.00691301405485888
"480",0.000526867715238841
"481",0.00580433752327658
"482",0.00753104880355546
"483",0.00986727035054848
"484",0.00215603954032504
"485",0.0160976462337352
"486",-2.10450627139199e-05
"487",-0.00131237427891402
"488",0.0152687302625745
"489",-0.00642862336511927
"490",-0.0075723585442193
"491",-0.00654268767796293
"492",-0.0119236050307303
"493",-0.00480707141645936
"494",0.00443823711437501
"495",0.0126893265671299
"496",-0.015347061166503
"497",-0.0208429169189284
"498",-0.00501181797922982
"499",0.000195391389591019
"500",0.0170627883130144
"501",0.0143358200935919
"502",0.00442647084334096
"503",0.00754347123487793
"504",-0.0138101374985049
"505",-0.0110042629528671
"506",0.0121725916412033
"507",0.0202426599612459
"508",0.0126033196054109
"509",-0.00260726757254038
"510",0.00414936496956545
"511",0.00682843909480284
"512",0.012226547648468
"513",0.0169275557927151
"514",0.00420315051204269
"515",-0.00281366676098511
"516",-0.00163692047404238
"517",0.00395261641720793
"518",-0.00790082378364461
"519",0.000529130869526206
"520",0.00791407930485011
"521",0.00289232616714875
"522",0.00106880856657141
"523",0.00812407428573222
"524",0.0102643013559915
"525",0.0113208334089549
"526",-0.00171706444225876
"527",-0.00490824232034373
"528",-0.00030778100821089
"529",-0.000984252136403243
"530",-0.0028633621467132
"531",-0.0026516738100117
"532",0.00972098565669224
"533",0.0130330306307452
"534",0.00754658394532467
"535",0.0134422956557013
"536",-0.00378949220605755
"537",0.0128744748733315
"538",0.000731718078666214
"539",-0.000193391473543697
"540",0.00113559586300531
"541",0.0108712353664362
"542",0.00691589757152758
"543",0.0190220570830148
"544",0.0134111551893688
"545",0.0156937761542886
"546",0.00914487559706955
"547",0.00667727241061737
"548",0.00667625741582567
"549",-0.00019550855919229
"550",-0.00410896535730937
"551",0.00206157867250317
"552",-0.0101463108732322
"553",0.00594078464614186
"554",0.00703527744663902
"555",-0.0015569474930038
"556",-0.000615539050549608
"557",0.00625320346258668
"558",0.0117336566755011
"559",0.0107753514987885
"560",0.0153349832616906
"561",0.0103931161131835
"562",0.00241584952641755
"563",0.0175516668470885
"564",0.0085353485649707
"565",0.00496059017672158
"566",0.00921403887002181
"567",0.0101816028967332
"568",0.0137451036140589
"569",0.0162463604994863
"570",0.0138197651059745
"571",0.00362864294598705
"572",0.0198454029784644
"573",0.0161533166177329
"574",0.0144920596667164
"575",0.0178722140890407
"576",0.000803296486511876
"577",-0.00129973134712598
"578",0.0130918778921733
"579",0.0148605435490797
"580",0.0126387293454097
"581",-0.00126194536146151
"582",0.00664429205302603
"583",-0.00869402992146069
"584",0.00683179186781377
"585",0.00762991505799595
"586",0.00407514891917572
"587",0.00216560179531339
"588",0.00188124457531394
"589",0.0095984996980326
"590",0.0152892442811915
"591",0.00318405240629863
"592",0.00684976037620854
"593",0.0138687809923629
"594",-0.00705706425841583
"595",0.0147851321293966
"596",0.0217767625323898
"597",0.00520843680563818
"598",0.0160837009819559
"599",0.0140868309305109
"600",-0.00123185898307627
"601",-0.021343967931945
"602",-0.0125109591027368
"603",0.00421545802038707
"604",-0.00378025870702708
"605",-0.01703609439248
"606",-0.00992540386078272
"607",-0.0152374854082628
"608",-0.00342807615854551
"609",0.00227174386628092
"610",0.00566126887639376
"611",-0.00878671198933195
"612",-0.0127651362322284
"613",-0.014930490993301
"614",-0.00487334994436453
"615",0.014013639779834
"616",0.00233308626101137
"617",0.0094113941990664
"618",0.00723340467368474
"619",0.00625753561695908
"620",0.0143309491208747
"621",0.0105650336967854
"622",0.00671596979845079
"623",0.00950601850249188
"624",-0.00524284870637976
"625",0.00297848089923109
"626",-0.00762045166267328
"627",0.00450924497777362
"628",-0.00525117064068961
"629",-0.000999407236497708
"630",0.0176553703364876
"631",0.0116150110112019
"632",-0.00158211960736904
"633",0.00995377477191618
"634",0.0128386150886478
"635",0.0142811084516662
"636",0.002110692862779
"637",-0.0111424713499716
"638",0.00612247406558439
"639",0.018933910152157
"640",0.00401188460492005
"641",-0.00665186754293868
"642",0.00562124455327781
"643",0.0045857888652702
"644",0.0135949804624581
"645",0.0102806654712806
"646",-0.0019069949263546
"647",-0.00139311446596859
"648",0.00232218596855144
"649",0.0180704322836453
"650",0.00783604233150302
"651",0.0111904591859502
"652",0.0135168061176138
"653",0.00349376538226072
"654",0.00461901521995836
"655",-0.00381737680349405
"656",0.00250714279965171
"657",-0.0115768248817048
"658",-0.00269271184777864
"659",-0.00208634126637097
"660",0.00439347701544193
"661",-0.0123247789502001
"662",-0.00813989147205309
"663",-0.00582086896267135
"664",0.0146720504086734
"665",0.0079724539451798
"666",0.00658602327987058
"667",0.0075611733932117
"668",0.0193841389466702
"669",0.00906868250691056
"670",0.0155472800892688
"671",0.0134301483396873
"672",-0.00221715319862456
"673",-0.00289770345932488
"674",-0.00847400876655406
"675",0.00524497326344525
"676",0.00412566003346445
"677",0.0115444681567793
"678",0.00106579567071905
"679",0.000128419062267883
"680",0.000502735380490409
"681",-0.0145492808294691
"682",-0.00720630655508547
"683",0.0156081903938027
"684",0.00596929109806618
"685",0.00728686118574067
"686",0.00096329008795341
"687",0.0057396945088092
"688",-0.00141460805300971
"689",-0.00713486498993064
"690",-0.0109057378130183
"691",0.00151313135267751
"692",0.00607598137754755
"693",0.0132008988033061
"694",-0.00477539399517452
"695",-0.000288013775832184
"696",0.00153065241375407
"697",0.0094561080376609
"698",0.0124095330918046
"699",0.00464125406761082
"700",-0.0157659652086964
"701",-0.00817847787587027
"702",-0.00232859910055696
"703",0.00147075835316548
"704",-0.00461441046781921
"705",0.00696891853689705
"706",0.0102313979702775
"707",0.0168732938071556
"708",0.00388132814255818
"709",-0.00679452765264723
"710",0.000462405172100202
"711",0.00536853433171009
"712",0.0149124368545642
"713",0.0118670529549867
"714",-0.00497752951532904
"715",-0.0106076008571268
"716",-0.000606947230247989
"717",-0.00791495647267927
"718",0.000379663420806414
"719",-0.0107769045484121
"720",-0.00883607726550282
"721",-0.00537544236065475
"722",-0.00649742529015977
"723",-0.00734195097056073
"724",0.0121138326298075
"725",-0.0027685340347709
"726",0.00805119698618315
"727",0.0143590053774818
"728",0.0116772442536319
"729",-0.004412137457296
"730",-0.0093015344030969
"731",-0.0071634719921673
"732",0.00223673798554118
"733",0.00308435727130417
"734",-0.00125947186978773
"735",9.74738053190843e-05
"736",-0.00363876470586998
"737",-0.00324977131544512
"738",-0.00376673300173549
"739",-0.000516723232345302
"740",-0.00770720043629854
"741",0.00301654052636897
"742",0.00366299348039616
"743",0.0153720036893572
"744",0.00593682208944625
"745",0.00707085569128948
"746",0.00647709794426667
"747",0.0251528964515058
"748",0.0172076561414232
"749",0.00739444853137746
"750",0.000721492993465091
"751",-0.00210631278962217
"752",0.00701869684748444
"753",0.00396805191292152
"754",0.00627947314439996
"755",0.00659298356305708
"756",0.0130331811161536
"757",-0.00257679409498039
"758",-0.0128252872454031
"759",0.00401270540317039
"760",0.00946524833750347
"761",0.0026784549470322
"762",0.000374203812546423
"763",-0.00643905491201236
"764",0.00189866770022056
"765",0.00149202113114443
"766",-0.00450861322634345
"767",0.000286605267474253
"768",0.00232267652554677
"769",0.0153513959642144
"770",0.00760739582974718
"771",0.00116176662097913
"772",0.00371219188772445
"773",-0.019496643647026
"774",-0.0104974495666804
"775",-0.0154045848755219
"776",-0.00820967316479088
"777",-0.0106148881518421
"778",0.002038493431798
"779",-0.00132909547152099
"780",0.00567695218512629
"781",0.0097934993240221
"782",0.0118454191369439
"783",0.00942193291920951
"784",0.0142835802472888
"785",0.00696801338642115
"786",-0.00460710848559966
"787",0.0161143244436284
"788",0.0334387566616334
"789",0.0322524965964626
"790",0.0162991495233403
"791",0.0147655133881684
"792",-0.00814332724965162
"793",0.00303911610953013
"794",0.00317558671443795
"795",0.00256244685694148
"796",0.00381928516465815
"797",0.0204518420971787
"798",0.0254974168213042
"799",0.00513380342370989
"800",0.00456647274626106
"801",-0.00264559489642411
"802",0.00510105781259149
"803",0.0104790938313625
"804",0.0100512732449338
"805",0.0265763134156704
"806",0.0244278470420208
"807",0.0128259678881267
"808",0.00553584197822602
"809",-0.00160716759381664
"810",0.00619118458870572
"811",0.00322531400257408
"812",0.0024582249282066
"813",0.00596477298527167
"814",0.0148574625199887
"815",0.00222552341476984
"816",0.01504819019788
"817",0.000679395914494156
"818",0.00950270284770514
"819",0.00911918939125589
"820",0.013894111382174
"821",-0.00121404613814948
"822",-0.00270609185204722
"823",0.00859987448828214
"824",-0.00397664449268602
"825",0.0117294065313404
"826",0.00977326306321791
"827",-0.00691741009273171
"828",0.00777310785604961
"829",0.0129640354327585
"830",0.0176864620023228
"831",0.0128384394863466
"832",0.0143117569807196
"833",0.00670965730549083
"834",0.00438946981677355
"835",0.00459906061815007
"836",0.00377607596757704
"837",0.00641357101554553
"838",0.0017981542193738
"839",-0.00919260181339852
"840",0.00850594491168409
"841",-0.0106405180050413
"842",0.00275229851387201
"843",-0.00631995443621461
"844",-0.0116928180914113
"845",0.00261710531194808
"846",0.0154932002501536
"847",0.0124741426652905
"848",0.0106378718667442
"849",0.0195367289447569
"850",0.0118035830886344
"851",0.0114477079728196
"852",0.00765546469580401
"853",0.0143831718628593
"854",0.000728600308760949
"855",-7.80361833255527e-05
"856",-0.0110456248887269
"857",-0.00809409037713721
"858",-0.00486982548370454
"859",0.00205602984666732
"860",-0.00411393161127611
"861",-0.00709148027079655
"862",0.0120904554290759
"863",-0.0105469098117096
"864",-0.00879115699058848
"865",-0.00831101427852
"866",0.00018704471057588
"867",-0.00474612787296724
"868",-0.00915882033758308
"869",0.00140927902878525
"870",0.0155035216453684
"871",0.00995965555286119
"872",-0.00434708422917614
"873",-0.009046705653822
"874",0.0168614239284863
"875",0.0226421089637801
"876",0.0104343120511568
"877",-0.00169475986853775
"878",-0.00829392203862074
"879",0.00530067243340149
"880",-0.00196889227212777
"881",0.0129215409745067
"882",0.000994871016597236
"883",0.023860618369735
"884",0.0233331935051353
"885",0.0172358024383128
"886",0.0119225851551087
"887",0.00117132333212183
"888",-0.0252682394585519
"889",-0.0266021825951476
"890",-0.00891289777359937
"891",-0.0102551771883862
"892",-0.00363348693003307
"893",0.0110101837222007
"894",0.00689572511487492
"895",0.00785248254840384
"896",0.0180410975276212
"897",0.00694850497759876
"898",0.00257697695126254
"899",0.00793905152370821
"900",0.0142838485753341
"901",0.00919462581453965
"902",0.015420364542571
"903",0.0163472662534978
"904",0.00445267627855851
"905",0.00430836055078196
"906",0.0106199107988907
"907",-0.00863296646612026
"908",0.00300444882048162
"909",0.00991544720019591
"910",0.00585483238691892
"911",0.0108382573623286
"912",0.00305099121397589
"913",-0.00196326831104659
"914",-0.00108810915658048
"915",-0.00586987673749929
"916",0.00238579198672407
"917",-0.0052123147117785
"918",0.0128528299286491
"919",0.0125506485773812
"920",0.0102054462237289
"921",0.0253346830531878
"922",0.00618309523816365
"923",0.0086938700196571
"924",-0.00566770307373346
"925",-0.00407796644513173
"926",0.00425158269279637
"927",0.0223156024780593
"928",0.0109133766976343
"929",-0.00631126081431276
"930",0.0185262324983103
"931",0.00689941520029924
"932",0.0124561563811456
"933",-8.73481117204913e-05
"934",0.0118298195490087
"935",-0.00754855785392396
"936",0.000128615238126496
"937",0.00348659938573529
"938",-0.00445167591015712
"939",0.00126963524719953
"940",0.00382535637180535
"941",0.000309143789175808
"942",-0.0075828114377151
"943",0.0130658521281591
"944",0.00154751583128103
"945",-0.0029131897607648
"946",-0.0179160570687782
"947",-0.00151409471881651
"948",0.00659552164884675
"949",-0.00291390217616329
"950",0.0167989576903605
"951",0.0133260266050642
"952",0.0128055290364411
"953",0.00983878548957821
"954",0.00777473066138652
"955",0.00860156399242885
"956",0.00336713240283421
"957",0.0025660398055397
"958",0.00159956542184045
"959",0.00806832912462396
"960",0.00519168886779815
"961",0.00486680615408873
"962",-0.000235656584338923
"963",-0.012308318400154
"964",-0.0126142959984388
"965",-0.0122346841138611
"966",-0.00796415855486151
"967",-0.000879644035261777
"968",-0.014289644417777
"969",-0.0102736574199577
"970",0.0108609166033243
"971",0.0155462777245243
"972",0.0395110137261804
"973",0.0252327491107236
"974",0.0195529952432953
"975",0.00903738061597694
"976",0.00997850067752582
"977",0.0169888450253728
"978",0.00381841933538183
"979",0.0147497243065145
"980",-0.00322461782495382
"981",0.00494847905360007
"982",0.00431013805829789
"983",-0.00622789905388547
"984",-0.00406269753610897
"985",-0.00454757584105166
"986",0.0179568458517101
"987",-0.00193913231618453
"988",-0.00492723711101617
"989",-0.00631774005302231
"990",0.00175568264734033
"991",0.000785108739130278
"992",0.00340967775495408
"993",0.0175352685150896
"994",0.0174934091932206
"995",0.00859652005650702
"996",-0.0162807180508833
"997",-0.0122530114165079
"998",-0.00354605727862826
"999",-0.000320046191212694
"1000",0.0041244908735711
