"","X1.b_Intercept","X1.b_Associative_Trial","X1.b_Associative_Trial.trtCORTCold","X1.b_Associative_Trial.trtControlHot","X1.b_Associative_Trial.trtCORTHot","X2.b_Intercept","X2.b_Associative_Trial","X2.b_Associative_Trial.trtCORTCold","X2.b_Associative_Trial.trtControlHot","X2.b_Associative_Trial.trtCORTHot","X3.b_Intercept","X3.b_Associative_Trial","X3.b_Associative_Trial.trtCORTCold","X3.b_Associative_Trial.trtControlHot","X3.b_Associative_Trial.trtCORTHot","X4.b_Intercept","X4.b_Associative_Trial","X4.b_Associative_Trial.trtCORTCold","X4.b_Associative_Trial.trtControlHot","X4.b_Associative_Trial.trtCORTHot","Chain","Value"
"1",-1.16236103130446,0.0689675619979593,0.00460399647876529,0.0209774614257951,-0.00261472941111234,-0.639223422286729,0.0489545302895559,0.00399809795982829,0.0607059871778758,0.0435803339264977,-0.826648284813167,0.0505687902878277,0.0442029216787946,0.0406743859868532,-0.00445015224950196,-1.03031845186351,0.0528645899657237,0.00388336936111485,0.0661225315004025,0.0104036768818692,"species_level","delicata"
"2",-1.70228458200505,0.0707731001363312,0.0448930837357743,0.022026141755321,-0.000294303183903573,-0.968268852122862,0.0654474333605418,0.0317554241427265,0.0425558442784836,0.0448663798606168,-0.874151108962472,0.0510253251838115,-0.00585845741890834,0.0324562019273574,0.0174587322629575,-0.999185037669649,0.0525171505139683,0.0821644705460315,0.028156431869662,0.0369971192547197,"species_level","delicata"
"3",-1.91026891519073,0.0853874180354415,-0.0226777224156972,0.0659337816688603,-0.00409687966922496,-1.43361633786537,0.0627848111394114,0.0283591598168729,0.05351368834906,0.00148684887340075,-0.668856267915565,0.0620363228327834,0.0251838003958433,0.0400942737739332,0.00280083855170275,-0.761592606354489,0.0511857134838797,0.0364084591284694,0.0572035232837547,-0.00530955015656553,"species_level","delicata"
"4",-1.86842868625798,0.0696390990154825,0.0230056290472259,0.0277762433060513,-0.00770100598251805,-0.842174978475102,0.053862877459823,0.120403304159689,0.0446947126149173,0.0384041889752031,-1.2772788932041,0.0685458282406041,0.0317600292572021,0.044407760613977,0.00915533399974858,-1.31427670838513,0.0591630077195681,0.0811659326800088,0.0743916652701888,0.0147273952089775,"species_level","delicata"
"5",-1.69439320138851,0.0832652816980545,-0.00762747218856441,0.0228477792003695,0.01806890565327,-0.941913207004394,0.0513320514871057,0.109974266160218,0.0627936064733826,0.0336663457286299,-1.79804210383874,0.0995940316641132,0.00733533592445855,0.0423581371516497,-0.0133030401644571,-1.13829758096628,0.0655406541343255,0.0442098436819282,0.0504015604740366,-0.0201147850260397,"species_level","delicata"
"6",-1.55277979661897,0.0667150231144698,0.00872596904128422,0.0305171278968004,-0.0221195184370455,-0.555200303818303,0.0242410403734115,0.112377267363404,0.0672530195403941,0.00231452419630941,-1.39664769131927,0.089165967448132,0.01949972197733,0.00644706830329585,0.00268538172487327,-1.29373749928494,0.0686240855282246,0.0532429448612261,0.00940452889797003,0.00524114282481763,"species_level","delicata"
"7",-1.45561714207846,0.0947947453330643,0.00444653705829582,0.000877040096743367,-0.000342594766481647,-0.744319554123888,0.0013358840442539,0.0740213851638913,0.117063429946504,0.116715549832247,-1.58593658229065,0.0687858978758983,0.0390074913675739,0.0286502827415689,-0.00330368679233882,-1.42057213085689,0.0812200431580946,-0.0152487576938018,0.0457332021135301,0.00498210970502887,"species_level","delicata"
"8",-1.61194426230916,0.0653036688953445,0.0431023092201719,0.000370238815981855,-0.0268261877171304,-1.95944334715986,0.107454457736729,-0.026652230480539,-0.013963121590113,-0.0383535222858375,-1.28875558653091,0.0598670489940452,0.0501175498832037,0.0356579008940313,-0.00172861072148116,-0.76318402258749,0.0540766127020013,0.0687718659978434,0.0136571488636996,0.0336083767684727,"species_level","delicata"
"9",-1.56900626386024,0.0729196148363701,-0.0233321482346813,-0.000542679419857993,-0.0131854418290189,-1.80995375967472,0.0731182498348782,0.0431038327719712,0.0115747324174427,0.00181263516200312,-1.12555263021227,0.0618390463824148,0.0337309200274665,0.0155508490721197,0.0540869687368227,-0.597008286256411,0.0425811219664482,0.0299478723656518,0.117470177051041,0.0144656154657652,"species_level","delicata"
"10",-1.27213875400071,0.031507003197404,0.0482555463099479,0.0395366169135301,0.0256242652819181,-1.61912470410541,0.0621971580876275,0.0379563193570623,-0.0162868770607612,7.79244745761863e-05,-1.60379320619746,0.0666490837444164,0.0303140484948755,0.0884315517780886,-0.00869729439698852,-0.898543896599153,0.0465510888577558,0.0427394366196309,0.0669106612757461,0.031854343455501,"species_level","delicata"
