"","X1.b_Intercept","X1.b_Associative_Trial","X1.b_lizard_id","X1.lprior","X1.lp__","X2.b_Intercept","X2.b_Associative_Trial","X2.b_lizard_id","X2.lprior","X2.lp__","X3.b_Intercept","X3.b_Associative_Trial","X3.b_lizard_id","X3.lprior","X3.lp__","X4.b_Intercept","X4.b_Associative_Trial","X4.b_lizard_id","X4.lprior","X4.lp__"
"1",2.35058425024216,-0.00734772264376709,-0.00101829611578419,-1.99138068219504,-108.457743908238,3.24779461869769,-0.00541243938077118,-0.00181147283672809,-1.96691118107314,-109.992167093962,4.44950466577139,-0.00653109552507024,-0.00218158696494147,-2.10676035172408,-111.792661862383,0.684989086346753,0.00706243159650002,0.000271307673058918,-2.0579020763247,-109.038851568608
"2",4.771884519144,-0.0303046433655996,-0.00247846201302808,-2.00174176660639,-111.17897461074,-0.880128328705226,-0.0166423314375617,0.00145510847762116,-1.99090838438869,-109.640742996533,0.398877600025003,0.00341784713586408,0.000638718990387339,-2.09646530013326,-110.793511540787,2.07937841783871,0.0300992294135894,-0.00136328340976863,-1.96907277306005,-110.418361726349
"3",4.26548504861188,-0.0279012407208877,-0.0021493930126988,-1.99839211278196,-110.582046776892,3.71562323318228,0.0100104039923322,-0.00229594709132279,-1.97498159827064,-109.844832510456,2.43594390681636,0.0182625378343473,-0.00145632272928074,-1.97492474974372,-109.372801436325,-1.04348436846528,0.019046966829347,0.00114874051922963,-1.98962083985653,-109.427660774154
"4",-2.20161710212719,-0.0234375276835051,0.00253330317365988,-1.99823110776636,-111.292094147947,-0.232047085542487,0.0116573090425535,0.000872538666653936,-2.05280566252513,-109.304014663227,0.20857512214955,0.00423844174202436,0.000606284558139347,-2.04328457749002,-108.744196887068,3.34222537157037,0.0285559611675404,-0.00229719811153424,-1.96377012062343,-111.412547544728
"5",2.27309820516689,-0.00585462383122238,-0.00097887384203183,-1.99144464560838,-108.393246243278,5.08389805353528,-0.0459489049827436,-0.00244062287149071,-2.02351167033856,-113.003413550643,4.13638037967655,-0.00352429684701673,-0.00205831901386296,-2.081963757236,-110.478170729104,1.01779675639522,0.0130680748251445,-0.000292120993369588,-1.98919977878338,-108.376533881047
"6",0.492309424205372,-0.000983851619815089,0.000268381113604911,-1.99157469447333,-108.310287446309,-1.79778886885362,-0.050502572763572,0.00254932368585002,-1.99648025275184,-114.206914639769,0.00339717285756103,0.0124158025434138,0.000574162154549854,-2.01852140086887,-108.45557356798,3.20867618983707,-0.00564082792629766,-0.00144186829495104,-2.05326333743799,-109.094467062715
"7",2.52948124613682,-0.0434013795563759,-0.000392906565414156,-2.08842127964312,-112.83232706567,-1.8757854822726,-0.0526961735444424,0.00260923182847311,-1.99095256347121,-114.787443058011,-1.73792659213408,-0.00361497751361189,0.0021225569796285,-2.04276877152836,-110.185982257197,-1.72431461281292,0.0171903811860984,0.0016293536342404,-1.98059597029301,-110.181566648188
"8",1.65002200195015,-0.0292443242925379,-6.44585921336498e-05,-2.04038047635948,-109.815828790434,0.62060339229582,-0.0369409563181666,0.000631225154572757,-1.99960796791635,-110.572888338682,3.95063782331699,-0.0102201440319349,-0.00195432409918178,-2.04613757195763,-109.409001904644,4.84312505834352,0.016590800755564,-0.00291166111729847,-2.04986752881792,-110.2593846938
"9",2.01410718122796,-0.00119001241246207,-0.00082747083367516,-1.99544234498633,-108.165277483288,0.369996547907443,-0.0186808678817259,0.000669528396215124,-2.01782165657532,-108.93874661825,-0.181923453642584,-0.0128655187651573,0.00112159316713278,-2.05181481327281,-109.590749919794,-1.07270058131234,0.0114102300463607,0.00127577743563108,-1.99332377523518,-109.136309710347
"10",-0.936377557501082,-0.0126397916705407,0.00157911978990662,-2.02448640294897,-109.427695938265,-2.27409618619214,0.00662308687518431,0.00237521800455659,-2.03699379421868,-110.481706628475,4.75948796272036,-0.0192679001608493,-0.00236229824236259,-2.07084299391514,-111.025939836224,2.48083796987862,-0.0154917784345416,-0.000976470941698196,-2.00143042495458,-108.656598994007
