"","Trial","Treatment","Group","Species","Mean_Predicted_prob","SE_Predicted_prob"
"336",21,"Control-Hot","Red","L. guichenoti",0.649564404762736,0.0812979275135098
"337",22,"CORT-Cold","Blue","L. delicata",0.705219961202786,0.0658480244576436
"338",22,"CORT-Cold","Blue","L. guichenoti",0.698800334994322,0.0889454400600248
"339",22,"CORT-Cold","Red","L. delicata",0.574065512885482,0.0849829161539504
"340",22,"CORT-Cold","Red","L. guichenoti",0.468436624018459,0.0908515740694942
"341",22,"CORT-Hot","Blue","L. delicata",0.706633922530403,0.064944827656418
"342",22,"CORT-Hot","Blue","L. guichenoti",0.883459915013164,0.050158781426876
"343",22,"CORT-Hot","Red","L. delicata",0.670431602430085,0.0776628384044448
"344",22,"CORT-Hot","Red","L. guichenoti",0.587862498141083,0.0873280694993834
"345",22,"Control-Cold","Blue","L. delicata",0.73644608306864,0.0605364982051275
"346",22,"Control-Cold","Blue","L. guichenoti",0.689019972618316,0.111821969485197
"347",22,"Control-Cold","Red","L. delicata",0.578452735898799,0.0774254174769054
"348",22,"Control-Cold","Red","L. guichenoti",0.63006441660516,0.0960785027566422
"349",22,"Control-Hot","Blue","L. delicata",0.750003911942546,0.0666699437488002
"350",22,"Control-Hot","Blue","L. guichenoti",0.794699979407649,0.0724676307995996
"351",22,"Control-Hot","Red","L. delicata",0.719084613844443,0.0750652163409549
"352",22,"Control-Hot","Red","L. guichenoti",0.665963493576083,0.0823266395352547
"353",23,"CORT-Cold","Blue","L. delicata",0.707402877906811,0.067765094010369
"354",23,"CORT-Cold","Blue","L. guichenoti",0.711892956997053,0.0899375696713442
"355",23,"CORT-Cold","Red","L. delicata",0.597717142634233,0.0846380476217265
"356",23,"CORT-Cold","Red","L. guichenoti",0.49686394319222,0.0940469057515898
"357",23,"CORT-Hot","Blue","L. delicata",0.712718896528192,0.0663416002133448
"358",23,"CORT-Hot","Blue","L. guichenoti",0.892316742784761,0.0488909424438073
"359",23,"CORT-Hot","Red","L. delicata",0.684213765713429,0.0770610988038542
"360",23,"CORT-Hot","Red","L. guichenoti",0.60479482341739,0.0894508076850329
"361",23,"Control-Cold","Blue","L. delicata",0.734662681246824,0.0626805954591643
"362",23,"Control-Cold","Blue","L. guichenoti",0.691324834324258,0.114925433529606
"363",23,"Control-Cold","Red","L. delicata",0.591741138707027,0.0776005621822407
"364",23,"Control-Cold","Red","L. guichenoti",0.6509876796245,0.0973659109859601
"365",23,"Control-Hot","Blue","L. delicata",0.759207593211856,0.0673968762724795
"366",23,"Control-Hot","Blue","L. guichenoti",0.803877390361731,0.0728554782602749
"367",23,"Control-Hot","Red","L. delicata",0.734630624934062,0.0736642076628807
"368",23,"Control-Hot","Red","L. guichenoti",0.681849284204203,0.0834795825512371
"369",24,"CORT-Cold","Blue","L. delicata",0.709521440705781,0.0699275364947897
"370",24,"CORT-Cold","Blue","L. guichenoti",0.724513595099983,0.0909532568714219
"371",24,"CORT-Cold","Red","L. delicata",0.620871710856482,0.0842473946256187
"372",24,"CORT-Cold","Red","L. guichenoti",0.525174576261891,0.0971546997118744
"373",24,"CORT-Hot","Blue","L. delicata",0.718666618816698,0.0679177664437832
"374",24,"CORT-Hot","Blue","L. guichenoti",0.900482708502746,0.0476716881408688
"375",24,"CORT-Hot","Red","L. delicata",0.69763225715252,0.0765519561687634
"376",24,"CORT-Hot","Red","L. guichenoti",0.621360726732916,0.0916588388412028
"377",24,"Control-Cold","Blue","L. delicata",0.73282153211667,0.0651296701111967
"378",24,"Control-Cold","Blue","L. guichenoti",0.693524538023909,0.118245820499109
"379",24,"Control-Cold","Red","L. delicata",0.604866772805682,0.077901825477567
"380",24,"Control-Cold","Red","L. guichenoti",0.671159159659205,0.0985857216730482
"381",24,"Control-Hot","Blue","L. delicata",0.768092593768147,0.0682308904487366
"382",24,"Control-Hot","Blue","L. guichenoti",0.81263353624282,0.0732993547054618
"383",24,"Control-Hot","Red","L. delicata",0.749556185495704,0.0723466601071569
"384",24,"Control-Hot","Red","L. guichenoti",0.697192229287649,0.0846956930485447
"385",25,"CORT-Cold","Blue","L. delicata",0.711575655541899,0.0723017844285681
"386",25,"CORT-Cold","Blue","L. guichenoti",0.736655890134322,0.0919616510734554
"387",25,"CORT-Cold","Red","L. delicata",0.643425823761081,0.0837941193573659
"388",25,"CORT-Cold","Red","L. guichenoti",0.553156662136597,0.100075056988035
"389",25,"CORT-Hot","Blue","L. delicata",0.724475687069841,0.0696393999701252
"390",25,"CORT-Hot","Blue","L. guichenoti",0.908004846388571,0.0464906723535672
"391",25,"CORT-Hot","Red","L. delicata",0.710670101655423,0.0761180545394861
"392",25,"CORT-Hot","Red","L. guichenoti",0.637517928470776,0.0938905518726913
"393",25,"Control-Cold","Blue","L. delicata",0.730924114787344,0.067855082280742
"394",25,"Control-Cold","Blue","L. guichenoti",0.695620715539283,0.121746363958843
"395",25,"Control-Cold","Red","L. delicata",0.617807501236663,0.0783117668920004
"396",25,"Control-Cold","Red","L. guichenoti",0.690522194475764,0.0996785113070649
"397",25,"Control-Hot","Blue","L. delicata",0.776659982461566,0.0691377372327302
"398",25,"Control-Hot","Blue","L. guichenoti",0.820978644242703,0.0737754996970181
"399",25,"Control-Hot","Red","L. delicata",0.763848419938897,0.0710955595800944
"400",25,"Control-Hot","Red","L. guichenoti",0.711970135564981,0.0859216313570161
"401",26,"CORT-Cold","Blue","L. delicata",0.713565690893501,0.0748566387922095
"402",26,"CORT-Cold","Blue","L. guichenoti",0.748317381964143,0.0929381241686973
"403",26,"CORT-Cold","Red","L. delicata",0.665288948288229,0.083260252191442
"404",26,"CORT-Cold","Red","L. guichenoti",0.580612752682816,0.102716139949254
"405",26,"CORT-Hot","Blue","L. delicata",0.730145211839057,0.0714758072518899
"406",26,"CORT-Hot","Blue","L. guichenoti",0.914928907390786,0.0453410392150599
"407",26,"CORT-Hot","Red","L. delicata",0.72331356690321,0.0757418010228356
"408",26,"CORT-Hot","Red","L. guichenoti",0.653230488823861,0.0960919158199266
"409",26,"Control-Cold","Blue","L. delicata",0.728972063582283,0.0708284302523302
"410",26,"Control-Cold","Blue","L. guichenoti",0.697615355705099,0.125393805696689
"411",26,"Control-Cold","Red","L. delicata",0.630542822559571,0.078811159153778
"412",26,"Control-Cold","Red","L. guichenoti",0.70903598525913,0.100599511573311
"413",26,"Control-Hot","Blue","L. delicata",0.784912326277083,0.0700881019416673
"414",26,"Control-Hot","Blue","L. guichenoti",0.828924314517712,0.0742650481433915
"415",26,"Control-Hot","Red","L. delicata",0.777500653871371,0.0698941719867956
"416",26,"Control-Hot","Red","L. guichenoti",0.726167754409167,0.0871132530827422
"417",27,"CORT-Cold","Blue","L. delicata",0.71549186651898,0.0775637494234963
"418",27,"CORT-Cold","Blue","L. guichenoti",0.759499080596047,0.0938637868057261
"419",27,"CORT-Cold","Red","L. delicata",0.686384548724738,0.0826285644316348
"420",27,"CORT-Cold","Red","L. guichenoti",0.607365567669581,0.105001073429991
"421",27,"CORT-Hot","Blue","L. delicata",0.735674781554108,0.0733998275682952
"422",27,"CORT-Hot","Blue","L. guichenoti",0.921298904141922,0.0442186237128249
"423",27,"CORT-Hot","Red","L. delicata",0.735552069551908,0.0754061052099113
"424",27,"CORT-Hot","Red","L. guichenoti",0.668468854162809,0.0982176623787779
"425",27,"Control-Cold","Blue","L. delicata",0.726967160004197,0.0740224155819817
"426",27,"Control-Cold","Blue","L. guichenoti",0.699510748943231,0.129158444142135
"427",27,"Control-Cold","Red","L. delicata",0.643053996586232,0.0793798877574904
"428",27,"Control-Cold","Red","L. guichenoti",0.726674483412537,0.101318519564173
"429",27,"Control-Hot","Blue","L. delicata",0.792853508183632,0.0710575656449383
"430",27,"Control-Hot","Blue","L. guichenoti",0.836483213527219,0.074753491606378
"431",27,"Control-Hot","Red","L. delicata",0.790511866449307,0.0687269588032545
"432",27,"Control-Hot","Red","L. guichenoti",0.739776230086755,0.0882359140625842
"433",28,"CORT-Cold","Blue","L. delicata",0.717354641833883,0.0803977922039254
"434",28,"CORT-Cold","Blue","L. guichenoti",0.770205032575328,0.0947248361226628
"435",28,"CORT-Cold","Red","L. delicata",0.706650625702115,0.0818841473725176
"436",28,"CORT-Cold","Red","L. guichenoti",0.63326209563798,0.106872089992211
"437",28,"CORT-Hot","Blue","L. delicata",0.741064426018867,0.0753878584005985
"438",28,"CORT-Hot","Blue","L. guichenoti",0.927156794314553,0.0431212599358388
"439",28,"CORT-Hot","Red","L. delicata",0.747378035142033,0.0750949680061016
"440",28,"CORT-Hot","Red","L. guichenoti",0.683209719206951,0.10023158248705
"441",28,"Control-Cold","Blue","L. delicata",0.724911323347571,0.0774113736982532
"442",28,"Control-Cold","Blue","L. guichenoti",0.701309434203501,0.133014020176825
"443",28,"Control-Cold","Red","L. delicata",0.655324134194245,0.0799977709612938
"444",28,"Control-Cold","Red","L. guichenoti",0.743424912353238,0.101818559341535
"445",28,"Control-Hot","Blue","L. delicata",0.800488548710672,0.0720263099142894
"446",28,"Control-Hot","Blue","L. guichenoti",0.843668799415386,0.0752300706057975
"447",28,"Control-Hot","Red","L. delicata",0.802886082590656,0.0675802169442895
"448",28,"Control-Hot","Red","L. guichenoti",0.752792457338953,0.0892639719954858
"449",29,"CORT-Cold","Blue","L. delicata",0.719154604126338,0.0833364349869435
"450",29,"CORT-Cold","Blue","L. guichenoti",0.780441896072161,0.0955118370075784
"451",29,"CORT-Cold","Red","L. delicata",0.726039702125948,0.0810155721685935
"452",29,"CORT-Cold","Red","L. guichenoti",0.65817597020136,0.108291998092142
"453",29,"CORT-Hot","Blue","L. delicata",0.746314579231805,0.0774196979902395
"454",29,"CORT-Hot","Blue","L. guichenoti",0.932542277370514,0.0420482074021818
"455",29,"CORT-Hot","Red","L. delicata",0.7587867208389,0.0747939103386074
"456",29,"CORT-Hot","Red","L. guichenoti",0.697435739821919,0.102106186025113
"457",29,"Control-Cold","Blue","L. delicata",0.722806600073409,0.0809715407002318
"458",29,"Control-Cold","Blue","L. guichenoti",0.703014149267135,0.136937504643295
"459",29,"Control-Cold","Red","L. delicata",0.667338252060987,0.0806452560181297
"460",29,"Control-Cold","Red","L. guichenoti",0.759286085427819,0.102093864047217
"461",29,"Control-Hot","Blue","L. delicata",0.807823434820952,0.0729786732349453
"462",29,"Control-Hot","Blue","L. guichenoti",0.850495080133189,0.0756871639590223
"463",29,"Control-Hot","Red","L. delicata",0.814631735195589,0.066442452403091
"464",29,"Control-Hot","Red","L. guichenoti",0.765218393030597,0.0901798176864801
"465",30,"CORT-Cold","Blue","L. delicata",0.72089245679217,0.0863601707648541
"466",30,"CORT-Cold","Blue","L. guichenoti",0.790218534699969,0.0962190055102391
"467",30,"CORT-Cold","Red","L. delicata",0.74451833095398,0.080015583775898
"468",30,"CORT-Cold","Red","L. guichenoti",0.682008236832453,0.109243519385031
"469",30,"CORT-Hot","Blue","L. delicata",0.75142604223532,0.0794782796708538
"470",30,"CORT-Hot","Blue","L. guichenoti",0.937492682185625,0.0409996916671924
"471",30,"CORT-Hot","Red","L. delicata",0.769776010115507,0.0744902483068466
"472",30,"CORT-Hot","Red","L. guichenoti",0.711135133186548,0.103821954434494
"473",30,"Control-Cold","Blue","L. delicata",0.72065515209045,0.0846811318699696
"474",30,"Control-Cold","Blue","L. guichenoti",0.704627785092561,0.140908834722412
"475",30,"Control-Cold","Red","L. delicata",0.679083294262241,0.081303969573029
"476",30,"Control-Cold","Red","L. guichenoti",0.774266653236056,0.102147616586741
"477",30,"Control-Hot","Blue","L. delicata",0.814864958711783,0.0739026398721766
"478",30,"Control-Hot","Blue","L. guichenoti",0.856976403629063,0.0761197156692778
"479",30,"Control-Hot","Red","L. delicata",0.825761023219013,0.0653045245064655
"480",30,"Control-Hot","Red","L. guichenoti",0.777060357891249,0.0909726926250914
"481",31,"CORT-Cold","Blue","L. delicata",0.72256900774571,0.0894520780310206
"482",31,"CORT-Cold","Blue","L. guichenoti",0.799545637134237,0.0968435365132295
"483",31,"CORT-Cold","Red","L. delicata",0.762066218484269,0.0788813483844797
"484",31,"CORT-Cold","Red","L. guichenoti",0.704686749599686,0.109727174459039
"485",31,"CORT-Hot","Blue","L. delicata",0.756399946574387,0.0815493531016524
"486",31,"CORT-Hot","Blue","L. guichenoti",0.942042925893165,0.0399765476164467
"487",31,"CORT-Hot","Red","L. delicata",0.780346188066947,0.0741732322460879
"488",31,"CORT-Hot","Red","L. guichenoti",0.724301200527285,0.105366372764098
"489",31,"Control-Cold","Blue","L. delicata",0.718459244112338,0.0885202980333211
"490",31,"Control-Cold","Blue","L. guichenoti",0.706153344612509,0.144910631218274
"491",31,"Control-Cold","Red","L. delicata",0.690548123526134,0.0819571187383492
"492",31,"Control-Cold","Red","L. guichenoti",0.788383381672695,0.101989741879597
"493",31,"Control-Hot","Blue","L. delicata",0.821620568339665,0.0747893165212757
"494",31,"Control-Hot","Blue","L. guichenoti",0.863127278486497,0.0765247209520103
"495",31,"Control-Hot","Red","L. delicata",0.836289286472098,0.0641596111453494
"496",31,"Control-Hot","Red","L. guichenoti",0.788328355557378,0.0916374671393714
"497",32,"CORT-Cold","Blue","L. delicata",0.724185158136598,0.0925975503883333
"498",32,"CORT-Cold","Blue","L. guichenoti",0.808435367079487,0.0973849983914794
"499",32,"CORT-Cold","Red","L. delicata",0.778675064259614,0.0776143208811549
"500",32,"CORT-Cold","Red","L. guichenoti",0.726164502662087,0.109758337242974
"501",32,"CORT-Hot","Blue","L. delicata",0.761237718828505,0.0836211500494031
"502",32,"CORT-Hot","Blue","L. guichenoti",0.946225527215269,0.0389799504686198
"503",32,"CORT-Hot","Red","L. delicata",0.790499705314504,0.0738340731289234
"504",32,"CORT-Hot","Red","L. guichenoti",0.736931803840759,0.106732878369036
"505",32,"Control-Cold","Blue","L. delicata",0.716221230279891,0.0924710111195653
"506",32,"Control-Cold","Blue","L. guichenoti",0.707593906163691,0.148927916917658
"507",32,"Control-Cold","Red","L. delicata",0.701723485525739,0.0825897527157144
"508",32,"Control-Cold","Red","L. guichenoti",0.80165953131421,0.101634919917304
"509",32,"Control-Hot","Blue","L. delicata",0.828098230745208,0.0756324315121549
"510",32,"Control-Hot","Blue","L. guichenoti",0.86896222278113,0.076900780069866
"511",32,"Control-Hot","Red","L. delicata",0.846234412977148,0.0630030476101173
"512",32,"Control-Hot","Red","L. guichenoti",0.79903542818855,0.0921734843620498
"513",33,"CORT-Cold","Blue","L. delicata",0.725741891477573,0.0957840227138177
"514",33,"CORT-Cold","Blue","L. guichenoti",0.816901046075085,0.0978448041399919
"515",33,"CORT-Cold","Red","L. delicata",0.7943472165071,0.0762198251034517
"516",33,"CORT-Cold","Red","L. guichenoti",0.746417217170264,0.109363954033661
"517",33,"CORT-Hot","Blue","L. delicata",0.765941046574814,0.0856840585118368
"518",33,"CORT-Hot","Blue","L. guichenoti",0.950070660343435,0.0380112189292456
"519",33,"CORT-Hot","Red","L. delicata",0.800240937520309,0.0734658816554406
"520",33,"CORT-Hot","Red","L. guichenoti",0.749028823106329,0.107919818830659
"521",33,"Control-Cold","Blue","L. delicata",0.713943540251001,0.0965169153896452
"522",33,"Control-Cold","Blue","L. guichenoti",0.708952591541699,0.152947847667286
"523",33,"Control-Cold","Red","L. delicata",0.712601949953102,0.0831889029003744
"524",33,"Control-Cold","Red","L. guichenoti",0.81412338235231,0.101100898155032
"525",33,"Control-Hot","Blue","L. delicata",0.834306308663169,0.0764278761680843
"526",33,"Control-Hot","Blue","L. guichenoti",0.874495638593031,0.0772477204897161
"527",33,"Control-Hot","Red","L. delicata",0.85561628998005,0.0618320865940926
"528",33,"Control-Hot","Red","L. guichenoti",0.809197061265475,0.0925835251636069
"529",34,"CORT-Cold","Blue","L. delicata",0.72724026326441,0.0990007101883277
"530",34,"CORT-Cold","Blue","L. guichenoti",0.824956870011281,0.0982257599606592
"531",34,"CORT-Cold","Red","L. delicata",0.809094232678784,0.0747064468083019
"532",34,"CORT-Cold","Red","L. guichenoti",0.765440483157961,0.108579292719078
"533",34,"CORT-Hot","Blue","L. delicata",0.77051184604628,0.0877303188711589
"534",34,"CORT-Hot","Blue","L. guichenoti",0.953606237972032,0.0370716759460535
"535",34,"CORT-Hot","Red","L. delicata",0.809575946482113,0.0730635444407306
"536",34,"CORT-Hot","Red","L. guichenoti",0.760597615240014,0.108929476122058
"537",34,"Control-Cold","Blue","L. delicata",0.711628664967227,0.100643168286328
"538",34,"Control-Cold","Blue","L. guichenoti",0.710232538522164,0.156959462145485
"539",34,"Control-Cold","Red","L. delicata",0.723177832273274,0.0837436230582246
"540",34,"Control-Cold","Red","L. guichenoti",0.825806928220094,0.100407122417833
"541",34,"Control-Hot","Blue","L. delicata",0.840253450432451,0.07717329746544
"542",34,"Control-Hot","Blue","L. guichenoti",0.879741709473684,0.0775662831701869
"543",34,"Control-Hot","Red","L. delicata",0.864456305588284,0.0606456182077595
"544",34,"Control-Hot","Red","L. guichenoti",0.81883064484059,0.0928729162510483
"545",35,"CORT-Cold","Blue","L. delicata",0.72868139114711,0.102238368858798
"546",35,"CORT-Cold","Blue","L. guichenoti",0.83261765899887,0.0985316872599931
"547",35,"CORT-Cold","Red","L. delicata",0.822935420841882,0.0730853318586794
"548",35,"CORT-Cold","Red","L. guichenoti",0.783246711681542,0.107444968145988
"549",35,"CORT-Hot","Blue","L. delicata",0.774952231667669,0.0897537488573301
"550",35,"CORT-Hot","Blue","L. guichenoti",0.956858014327058,0.0361625542998326
"551",35,"CORT-Hot","Red","L. delicata",0.818512247690704,0.0726235589997416
"552",35,"CORT-Hot","Red","L. guichenoti",0.771646490985777,0.109767188139752
"553",35,"Control-Cold","Blue","L. delicata",0.709279142306052,0.104836285387669
"554",35,"Control-Cold","Blue","L. guichenoti",0.711436877573742,0.160953452808185
"555",35,"Control-Cold","Red","L. delicata",0.733447100042704,0.0842449516312592
"556",35,"Control-Cold","Red","L. guichenoti",0.836744745342184,0.0995736705447654
"557",35,"Control-Hot","Blue","L. delicata",0.845948492863034,0.0778677443724659
"558",35,"Control-Hot","Blue","L. guichenoti",0.884714318174352,0.0778578664201112
"559",35,"Control-Hot","Red","L. delicata",0.872776904564509,0.0594438791933856
"560",35,"Control-Hot","Red","L. guichenoti",0.827954994400485,0.0930487836394117
