id,...1,...2,Lizard_id,Distance moved,Movement...5,Movement...6,...3
Statistics-Activity_trial02.xlsx,Trial     9,Arena 4,NA,448.962,75.5998,619.198,1366
Statistics-Activity_trial02.xlsx,Trial    10,Arena 1,NA,45.1827,8.68085,67.0465,1322
Statistics-Activity_trial02.xlsx,Trial    10,Arena 2,NA,559.681,80.4878,1017.18,1202
Statistics-Activity_trial02.xlsx,Trial    10,Arena 3,NA,Na,Na,Na,2205
Statistics-Activity_trial02.xlsx,Trial    11,Arena 2,NA,373.307,50.8024,1149.21,1611
Statistics-Activity_trial02.xlsx,Trial    11,Arena 3,NA,71.3069,4.64022,1151.41,2292
Statistics-Activity_trial02.xlsx,Trial    12,Arena 1,NA,376.504,48.6035,686.85,1454
Statistics-Activity_trial02.xlsx,Trial    12,Arena 2,NA,327.797,8.60062,30.8022,1222
Statistics-Activity_trial02.xlsx,Trial    12,Arena 3,NA,768.674,96.807,1052.08,1390
Statistics-Activity_trial02.xlsx,Trial    12,Arena 4,NA,796.818,37.4027,674.249,2105
Statistics-Activity_trial02.xlsx,Trial    13,Arena 2,NA,714.521,93.5,1106.17,1479
Statistics-Activity_trial02.xlsx,Trial    13,Arena 3,NA,447.314,62.75,668.333,1358
Statistics-Activity_trial02.xlsx,Trial    13,Arena 4,NA,1168.5,134.75,1060.33,1177
Statistics-Activity_trial02.xlsx,Trial    14,Arena 1,NA,Na,Na,Na,1531
Statistics-Activity_trial02.xlsx,Trial    14,Arena 2,NA,165.686,27.25,322.75,1303
Statistics-Activity_trial02.xlsx,Trial    15,Arena 1,NA,156.499,21.25,1051.92,1459
Statistics-Activity_trial02.xlsx,Trial    15,Arena 2,NA,338.904,34.1667,1165.92,1371
Statistics-Activity_trial02.xlsx,Trial    16,Arena 1,NA,519.818,64.5833,981.166,1229
Statistics-Activity_trial02.xlsx,Trial    16,Arena 2,NA,542.496,83.25,697.5,1166
Statistics-Activity_trial02.xlsx,Trial    16,Arena 3,NA,Na,Na,Na,1192
Statistics-Activity_trial02.xlsx,Trial    16,Arena 4,NA,175.362,16.8333,456.5,1257
Statistics-Activity_trial02.xlsx,Trial    17,Arena 1,NA,5.95376,0,487.239,1443
Statistics-Activity_trial02.xlsx,Trial    17,Arena 2,NA,22.6479,0,1200.1,1598
Statistics-Activity_trial02.xlsx,Trial    17,Arena 3,NA,432.76,67.2054,898.472,2164
Statistics-Activity_trial02.xlsx,Trial    17,Arena 4,NA,276.341,47.0038,1123.89,1218
Statistics-Activity_trial02.xlsx,Trial    18,Arena 1,NA,Na,Na,Na,2346
Statistics-Activity_trial02.xlsx,Trial    18,Arena 2,NA,558.506,79.0615,864.556,1172
Statistics-Activity_trial02.xlsx,Trial    18,Arena 3,NA,Na,Na,Na,1239
Statistics-Activity_trial02.xlsx,Trial    18,Arena 4,NA,Na,Na,Na,NA
Statistics-Activity_trial02.xlsx,Trial    19,Arena 1,NA,85.9476,8.75976,864.776,1442
Statistics-Activity_trial02.xlsx,Trial    19,Arena 2,NA,42.6782,4.27988,46.7587,NA
Statistics-Activity_trial02.xlsx,Trial    19,Arena 3,NA,411.556,53.3585,1107.93,1565
Statistics-Activity_trial02.xlsx,Trial    19,Arena 4,NA,Na,Na,Na,NA
Statistics-Activity_trial02.xlsx,Trial    20,Arena 1,NA,164.522,8.15997,1191.72,1402
Statistics-Activity_trial02.xlsx,Trial    20,Arena 2,NA,73.2802,1.32,1196.92,NA
Statistics-Activity_trial02.xlsx,Trial    20,Arena 3,NA,150.823,4.83998,1193.32,1174
Statistics-Activity_trial02.xlsx,Trial    20,Arena 4,NA,104.228,1.88,562.679,2255
Statistics-Activity_trial02.xlsx,Trial    21,Arena 1,NA,Na,Na,Na,1419
Statistics-Activity_trial02.xlsx,Trial    21,Arena 2,NA,208.886,21.9994,1178.17,1580
Statistics-Activity_trial02.xlsx,Trial    21,Arena 3,NA,133.833,19.1995,1040.97,1613
Statistics-Activity_trial02.xlsx,Trial    21,Arena 4,NA,162.702,26.3993,1096.77,1534
Statistics-Activity_trial02.xlsx,Trial    22,Arena 1,NA,7.49787,0,488.812,1424
Statistics-Activity_trial02.xlsx,Trial    22,Arena 2,NA,195.619,34.4009,1165.63,2486
Statistics-Activity_trial02.xlsx,Trial    22,Arena 3,NA,Na,Na,Na,2106
Statistics-Activity_trial02.xlsx,Trial    22,Arena 4,NA,451.204,59.4015,1132.43,1182
Statistics-Activity_trial02.xlsx,Trial    23,Arena 1,NA,1135.46,158.036,1014.73,2351
Statistics-Activity_trial02.xlsx,Trial    23,Arena 2,NA,730.888,96.9573,1103.05,1230
Statistics-Activity_trial02.xlsx,Trial    23,Arena 3,NA,194.09,28.1192,1079.97,1487
Statistics-Activity_trial02.xlsx,Trial    24,Arena 1,NA,620.604,89.7975,987.173,1467
Statistics-Activity_trial02.xlsx,Trial    24,Arena 2,NA,170.085,23.7993,1138.37,1340
Statistics-Activity_trial02.xlsx,Trial    24,Arena 3,NA,205.453,38.7989,1161.37,1417
Statistics-Activity_trial02.xlsx,Trial    25,Arena 1,NA,545.689,86.1976,1054.17,1328
Statistics-Activity_trial02.xlsx,Trial    25,Arena 2,NA,228.889,22.5994,1062.57,1258
Statistics-Activity_trial02.xlsx,Trial    25,Arena 3,NA,330.631,48.3987,909.375,1408
Statistics-Activity_trial02.xlsx,Trial    26,Arena 1,NA,5.02689,0.200159,435.146,2422
Statistics-Activity_trial02.xlsx,Trial    26,Arena 2,NA,364.115,54.8436,863.486,1334
Statistics-Activity_trial02.xlsx,Trial    26,Arena 3,NA,491.106,85.4679,1063.64,1619
Statistics-Activity_trial02.xlsx,Trial    26,Arena 4,NA,473.703,66.4528,1133.7,1223
Statistics-Activity_trial02.xlsx,Trial    27,Arena 1,NA,2666.73,223.446,828.581,1674
Statistics-Activity_trial02.xlsx,Trial    27,Arena 2,NA,2130.93,94.6424,996.985,2009
Statistics-Activity_trial02.xlsx,Trial    27,Arena 3,NA,1759.5,102.563,879.102,1421
Statistics-Activity_trial02.xlsx,Trial    27,Arena 4,NA,1897.11,51.7213,996.025,1466
Statistics-Activity_trial02.xlsx,Trial    28,Arena 1,NA,676.11,100.077,1099.93,1360
Statistics-Activity_trial02.xlsx,Trial    28,Arena 2,NA,491.177,69.8381,1129.05,2081
Statistics-Activity_trial02.xlsx,Trial    28,Arena 3,NA,578.478,79.9578,1119.21,1795
Statistics-Activity_trial03.xlsx,Trial     1,Arena 1,NA,156.962,21.6034,1155.58,1410
Statistics-Activity_trial03.xlsx,Trial     1,Arena 2,NA,220.343,20.2032,646.902,1255
Statistics-Activity_trial03.xlsx,Trial     1,Arena 3,NA,338.554,40.6064,1105.57,2073
Statistics-Activity_trial03.xlsx,Trial     1,Arena 4,NA,1370.9,128.62,929.346,1382
Statistics-Activity_trial03.xlsx,Trial     2,Arena 1,NA,66.0991,6.8002,1193.24,1478
Statistics-Activity_trial03.xlsx,Trial     2,Arena 2,NA,227.06,34.801,1165.23,1373
Statistics-Activity_trial03.xlsx,Trial     2,Arena 3,NA,-,-,-,2298
Statistics-Activity_trial03.xlsx,Trial     3,Arena 1,NA,24.6461,0.600055,593.055,1401
Statistics-Activity_trial03.xlsx,Trial     3,Arena 2,NA,171.797,20.0018,865.88,1381
Statistics-Activity_trial03.xlsx,Trial     3,Arena 3,NA,151.36,14.8014,634.259,1207
Statistics-Activity_trial03.xlsx,Trial     4,Arena 1,NA,103.654,11.4003,1141.43,1283
Statistics-Activity_trial03.xlsx,Trial     4,Arena 2,NA,320.179,45.0013,1126.43,1609
Statistics-Activity_trial03.xlsx,Trial     4,Arena 4,NA,277.235,43.6013,646.819,1562
Statistics-Activity_trial03.xlsx,Trial     5,Arena 1,NA,379.904,55.4024,998.042,1438
Statistics-Activity_trial03.xlsx,Trial     5,Arena 3,NA,134.241,16.4007,860.037,1276
Statistics-Activity_trial03.xlsx,Trial     6,Arena 1,NA,-,-,-,1198
Statistics-Activity_trial03.xlsx,Trial     6,Arena 2,NA,417.917,58.5599,1065.36,1233
Statistics-Activity_trial03.xlsx,Trial     6,Arena 3,NA,-,-,-,1284
Statistics-Activity_trial03.xlsx,Trial     6,Arena 4,NA,3.79227,0,325.919,1240
Statistics-Activity_trial03.xlsx,Trial     7,Arena 3,NA,263.487,29.2031,1089.51,2047
Statistics-Activity_trial03.xlsx,Trial     7,Arena 4,NA,700.922,59.6063,865.491,1432
Statistics-Activity_trial03.xlsx,Trial     8,Arena 1,NA,576.49,83.8052,1008.06,1205
Statistics-Activity_trial03.xlsx,Trial     8,Arena 2,NA,35.136,0.200013,17.2011,1296
Statistics-Activity_trial03.xlsx,Trial     8,Arena 3,NA,417.549,43.4027,1155.87,1399
Statistics-Activity_trial03.xlsx,Trial     9,Arena 1,NA,66.5596,10.6009,123.01,1374
Statistics-Activity_trial03.xlsx,Trial     9,Arena 2,NA,352.191,70.606,1066.89,1463
Statistics-Activity_trial03.xlsx,Trial     9,Arena 4,NA,407.88,75.0064,580.649,1366
Statistics-Activity_trial03.xlsx,Trial    10,Arena 1,NA,138.609,18.6012,659.041,1322
Statistics-Activity_trial03.xlsx,Trial    10,Arena 2,NA,0,0,1200.08,1202
Statistics-Activity_trial03.xlsx,Trial    10,Arena 3,NA,-,-,-,2205
Statistics-Activity_trial03.xlsx,Trial    11,Arena 2,NA,243.582,31.4112,966.946,1611
Statistics-Activity_trial03.xlsx,Trial    11,Arena 3,NA,46.6663,1.60057,1.00036,2292
Statistics-Activity_trial03.xlsx,Trial    12,Arena 1,NA,0.233836,0,35.0029,1454
Statistics-Activity_trial03.xlsx,Trial    12,Arena 2,NA,11.3574,0.200017,745.461,1222
Statistics-Activity_trial03.xlsx,Trial    12,Arena 3,NA,290.052,31.6026,927.276,1390
Statistics-Activity_trial03.xlsx,Trial    12,Arena 4,NA,273.503,32.0026,790.665,2105
Statistics-Activity_trial03.xlsx,Trial    13,Arena 2,NA,993.718,168.75,1006.25,1479
Statistics-Activity_trial03.xlsx,Trial    13,Arena 3,NA,589.072,89.1666,1065,1358
Statistics-Activity_trial03.xlsx,Trial    13,Arena 4,NA,-,-,-,1177
Statistics-Activity_trial03.xlsx,Trial    14,Arena 1,NA,584.889,88,1111.33,1531
Statistics-Activity_trial03.xlsx,Trial    14,Arena 2,NA,185.736,22.6667,1176.67,1303
Statistics-Activity_trial03.xlsx,Trial    15,Arena 1,NA,434.774,66.1666,1132.92,1459
Statistics-Activity_trial03.xlsx,Trial    15,Arena 2,NA,-,-,-,1371
Statistics-Activity_trial03.xlsx,Trial    16,Arena 1,NA,312.736,22.25,1023.67,1229
Statistics-Activity_trial03.xlsx,Trial    16,Arena 2,NA,410.537,39.4166,995.916,1166
Statistics-Activity_trial03.xlsx,Trial    16,Arena 3,NA,825.873,117.417,1070.17,1192
Statistics-Activity_trial03.xlsx,Trial    16,Arena 4,NA,680.105,78.9166,1049,1257
Statistics-Activity_trial03.xlsx,Trial    17,Arena 1,NA,-,-,-,1443
Statistics-Activity_trial03.xlsx,Trial    17,Arena 2,NA,0,0,1200.17,1598
Statistics-Activity_trial03.xlsx,Trial    17,Arena 3,NA,180.109,24.7994,1175.37,2164
Statistics-Activity_trial03.xlsx,Trial    17,Arena 4,NA,-,-,-,1218
Statistics-Activity_trial03.xlsx,Trial    18,Arena 1,NA,117.015,16.6,1183.44,2346
Statistics-Activity_trial03.xlsx,Trial    18,Arena 2,NA,-,-,-,1172
Statistics-Activity_trial03.xlsx,Trial    18,Arena 3,NA,130.257,18.12,799.358,1239
Statistics-Activity_trial03.xlsx,Trial    19,Arena 1,NA,201.12,10.1307,1190.06,1442
Statistics-Activity_trial03.xlsx,Trial    19,Arena 3,NA,339.353,47.2766,1152.91,1565
Statistics-Activity_trial03.xlsx,Trial    20,Arena 1,NA,16.2901,2.00005,433.01,1402
Statistics-Activity_trial03.xlsx,Trial    20,Arena 3,NA,-,-,-,1174
Statistics-Activity_trial03.xlsx,Trial    20,Arena 4,NA,107.338,12.4003,387.409,2255
Statistics-Activity_trial03.xlsx,Trial    21,Arena 1,NA,-,-,-,1419
Statistics-Activity_trial03.xlsx,Trial    21,Arena 2,NA,226.325,24.802,1037.28,1580
Statistics-Activity_trial03.xlsx,Trial    21,Arena 3,NA,-,-,-,1613
Statistics-Activity_trial03.xlsx,Trial    21,Arena 4,NA,117.935,18.0014,245.82,1534
Statistics-Activity_trial03.xlsx,Trial    22,Arena 1,NA,3731.22,159.002,517.808,1424
Statistics-Activity_trial03.xlsx,Trial    22,Arena 2,NA,4640.92,174.003,415.606,2486
Statistics-Activity_trial03.xlsx,Trial    22,Arena 3,NA,4053.27,151.002,224.203,2106
Statistics-Activity_trial03.xlsx,Trial    22,Arena 4,NA,5218.37,213.803,648.81,1182
Statistics-Activity_trial03.xlsx,Trial    23,Arena 1,NA,1.67187,0.040001,1113.91,2351
Statistics-Activity_trial03.xlsx,Trial    23,Arena 2,NA,216.995,30.4809,929.548,1230
Statistics-Activity_trial03.xlsx,Trial    23,Arena 3,NA,-,-,-,1487
Statistics-Activity_trial03.xlsx,Trial    24,Arena 1,NA,402.354,59.7998,1140.4,1467
Statistics-Activity_trial03.xlsx,Trial    24,Arena 2,NA,0,0,1200.2,1340
Statistics-Activity_trial03.xlsx,Trial    24,Arena 3,NA,116.178,15.8,1184.4,1417
Statistics-Activity_trial03.xlsx,Trial    25,Arena 1,NA,133.731,21.1999,1179,1328
Statistics-Activity_trial03.xlsx,Trial    25,Arena 2,NA,54.3443,2.59999,801.798,1258
Statistics-Activity_trial03.xlsx,Trial    25,Arena 3,NA,103.239,14.6,1184.4,1408
Statistics-Activity_trial03.xlsx,Trial    26,Arena 1,NA,-,-,-,2422
Statistics-Activity_trial03.xlsx,Trial    26,Arena 2,NA,-,-,-,1334
Statistics-Activity_trial03.xlsx,Trial    26,Arena 3,NA,134.802,9.20074,398.232,1619
Statistics-Activity_trial03.xlsx,Trial    26,Arena 4,NA,155.068,16.6013,766.461,1223
Statistics-Activity_trial03.xlsx,Trial    27,Arena 1,NA,238.485,25.0004,1175.02,1674
Statistics-Activity_trial03.xlsx,Trial    27,Arena 2,NA,519.352,91.4014,1104.62,2009
Statistics-Activity_trial03.xlsx,Trial    27,Arena 3,NA,93.5628,7.40011,289.004,1421
Statistics-Activity_trial03.xlsx,Trial    27,Arena 4,NA,1142.43,83.8013,1076.42,1466
Statistics-Activity_trial03.xlsx,Trial    28,Arena 1,NA,68.1448,12.0006,1188.06,1360
Statistics-Activity_trial03.xlsx,Trial    28,Arena 2,NA,266.593,37.2018,1162.86,2081
Statistics-Activity_trial03.xlsx,Trial    28,Arena 3,NA,270.219,42.802,873.441,1795
Statistics-Activity_Trial04.xlsx,Trial     1,Arena 1,NA,23.7207,1.60004,1192.03,1410
Statistics-Activity_Trial04.xlsx,Trial     1,Arena 2,NA,34.348,1.40003,1166.23,1255
Statistics-Activity_Trial04.xlsx,Trial     1,Arena 3,NA,205.433,24.4006,1175.63,2073
Statistics-Activity_Trial04.xlsx,Trial     1,Arena 4,NA,725.705,77.4017,916.421,1382
Statistics-Activity_Trial04.xlsx,Trial     2,Arena 1,NA,318.42,53.3999,1146.8,1478
Statistics-Activity_Trial04.xlsx,Trial     2,Arena 2,NA,390.28,56.1999,1114.8,1373
Statistics-Activity_Trial04.xlsx,Trial     2,Arena 3,NA,-,-,-,2298
Statistics-Activity_Trial04.xlsx,Trial     3,Arena 1,NA,6.43356,0.2,1200,1401
Statistics-Activity_Trial04.xlsx,Trial     3,Arena 2,NA,194.832,18.6,1100.8,1381
Statistics-Activity_Trial04.xlsx,Trial     3,Arena 3,NA,455.929,41.5999,825.998,1207
Statistics-Activity_Trial04.xlsx,Trial     4,Arena 1,NA,184.749,25.4006,988.822,1283
Statistics-Activity_Trial04.xlsx,Trial     4,Arena 2,NA,410.227,70.2016,717.616,1609
Statistics-Activity_Trial04.xlsx,Trial     4,Arena 4,NA,109.703,18.4004,587.813,1562
Statistics-Activity_Trial04.xlsx,Trial     5,Arena 1,NA,15097.1,406.009,791.818,1438
Statistics-Activity_Trial04.xlsx,Trial     5,Arena 3,NA,257.728,10.0002,1055.62,1276
